,A,marR
R2,,0.3823138818255377
xmin,,-3.2554076038
xmid,,-1.3057996364294557
xmax,,7.5915420108
ystart,,-2.715507537854637
yend,,15.169973248136943
2AA:WT:1.0,0.3118773227,-0.0877302932
2AA:WT:2.0,-0.0311452273,0.1000174342
2AA:WT:3.0,-0.3022135835,0.463755283
2AA:WT:4.0,0.0214814881,-0.476042424
2AA:del_ridA:1.0,0.3984516514,0.7240245809
2AA:del_ridA:2.0,0.2853158554,0.7184342949
2AA:del_ridA:3.0,1.0613449833,0.6620182861
2AA:del_ridA:4.0,0.6404758530000001,0.8006318484
GC_MS:WT:1.0,-0.0501937681,0.0996314958
GC_MS:WT:2.0,0.2962181559,-0.1156994858
GC_MS:WT:3.0,-0.24602438780000002,0.01606799
GC_MS:del_slyA:1.0,19.9969074265,0.9975634689
GC_MS:del_slyA:2.0,21.2699966428,1.3798047214
Rho:WT:1.0,-0.1769876088,-0.0706436733
Rho:WT:2.0,0.3950220715,-0.0660907416
Rho:WT:3.0,-0.21803446270000001,0.13673441490000002
Rho:rho_Y80C:1.0,3.6237767835,-0.0321564909
Rho:rho_Y80C:2.0,3.8197226787,0.2759152817
Rho:rho_Y80C:3.0,3.8971253158,0.1560369742
Rho:rho_K130Q:1.0,-2.3550800807,0.1209107766
Rho:rho_K130Q:2.0,-2.0337464416,0.212505684
Rho:rho_K130Q:3.0,-2.1225371781,0.18340609100000002
flagella:WT:1.0,-0.6839706597,-0.023409065700000002
flagella:WT:2.0,0.6839706597,0.023409065700000002
flagella:del_rfaL:1.0,-0.7418657067000001,-1.2487729805
flagella:del_rfaL:2.0,-0.37126724720000004,-0.9170546188
flagella:del_rfaG:1.0,6.4616704304,1.1235676691
flagella:del_rfaG:2.0,6.5594293867,1.5588496839000001
flagella:del_rfaD:1.0,5.3430082385,1.0835020199
flagella:del_rfaD:2.0,7.0710297445,1.5062325363
nusG:WT_OD08:1.0,-0.08720521660000001,-0.0981852386
nusG:WT_OD08:2.0,0.08720521660000001,0.0981852386
omv:spi2_ind_lowOD_intracellularRNAs:1.0,1.3446571602000001,0.7695338847000001
omv:spi2_ind_lowOD_intracellularRNAs:2.0,0.144749956,-0.1350002352
omv:spi2_ind_highOD_intracellularRNAs:1.0,0.43805822980000003,-1.1247485886
omv:spi1_ind_highOD_intracellularRNAs:1.0,-2.6375422489,1.0534333078
omv:spi2_ind_highOD_intracellularRNAs:2.0,1.3786043327,-0.5909426886
omv:spi2_ind_highOD_intracellularRNAs:3.0,0.4647947027,-0.843595556
omv:controlPCN_highOD_intracellularRNAs:1.0,-1.2419459103000001,-0.5186434086
omv:controlPCN_highOD_intracellularRNAs:2.0,0.06252982060000001,-1.8152623589
omv:controlPCN_highOD_intracellularRNAs:3.0,0.9114846967,-0.8388925707
omv:spi1_ind_highOD_intracellularRNAs:2.0,-2.8385148427,1.2701102374
omv:spi1_ind_highOD_intracellularRNAs:3.0,-3.0801469808,1.0695956408
omv:controlPCN_lowOD_intracellularRNAs:1.0,-0.4638340077,-0.16716862700000001
omv:controlPCN_lowOD_intracellularRNAs:2.0,1.1945732508,0.8931147957000001
omv:spi2_ind_lowOD_intracellularRNAs:3.0,0.2005690428,0.0081628206
omv:controlPCN_lowOD_intracellularRNAs:3.0,-0.7307392431,-0.7259461687000001
sv5015:STM1625:1.0,-1.8706493759,-0.3553548267
sv5015:STM1625:2.0,-1.8036640864,-0.41361946660000004
sv5015:STM1625:3.0,-1.3872671987,-0.2429547287
sv5015:STM0581:1.0,-6.7095315381,-0.8662296894
sv5015:STM0581:2.0,-6.8424875347,-0.6662623369
sv5015:STM0581:3.0,-7.1601692565,-1.1454035649
sv5015:WT:1.0,0.0928630973,-0.0005847562
sv5015:WT:2.0,-0.2717117293,0.2104539419
sv5015:WT:3.0,0.17884863210000002,-0.20986918570000002
tomato:tomato_root:1.0,10.0498402818,4.3302558078
tomato:tomato_root:2.0,9.2382827501,4.2951414864
tomato:tomato_root:3.0,9.3679845883,3.9493520113000002
tomato:LB:1.0,-0.6692881579000001,-0.7130215798
tomato:LB:2.0,0.6692881579000001,0.7130215798
AcrB_efflux_virulence:AcrB_D408A:1.0,0.5384875737,-0.0037991381
AcrB_efflux_virulence:AcrB_D408A:2.0,1.1060590878,0.7656634726
AcrB_efflux_virulence:AcrB_D408A:3.0,1.0756009828,0.5951449147
AcrB_efflux_virulence:WT:1.0,-0.0338902181,-0.16526134450000002
AcrB_efflux_virulence:WT:2.0,0.21678618730000002,0.4553283729
AcrB_efflux_virulence:WT:3.0,-0.18289596930000002,-0.29006702840000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-1.3299209728,0.40796207
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,4.9598327188999995,3.1217944632
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,4.8439580402,2.8214335555
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-1.8902508504000002,-0.548585203
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,4.1157548321,2.7160936807000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,5.5151156182,3.0629410788
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-2.3036729051,-0.4887488511
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-0.08725565240000001,0.2524389315
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-0.8663909907,1.2643857257
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-1.6067831250000002,-0.8031932617
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,4.8527126917,2.6570236814
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,3.7148437381,2.5813372677
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,4.7442903893,3.1560172197
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,1.679908565,1.523041778
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,4.118716545,3.0169958563
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,3.0746219995,2.4502365308
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-2.055057626,0.3228891904
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,0.6434581610000001,-0.5749017976
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-0.23229710680000001,0.1077646027
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,1.4953766952,1.7867136075999999
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,0.3024305808,0.8608458727
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,1.1365982057,0.11056008960000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,-1.2292812387,-0.9980638356
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,0.09268303300000001,0.887503746
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,2.5866575608,1.3559120795
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,3.4798593697,1.5447420571000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,3.6962234148,1.266959897
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-1.2332924836,-0.3859644571
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,5.0200017664,2.304390041
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,2.608028204,1.3599452158
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,2.3057876502,0.9982447792
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,4.3698145715,2.5148691622
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,3.4892679167000002,2.1116217627
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,0.0093217183,0.7130919996
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,-0.9100073447,0.6256145451
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,5.0717801157,2.8977895321
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,4.3995252368,3.0738796199
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,3.1734397282,2.3144674551
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,4.4375342581,1.8394691517
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,-2.9449985105,-0.5006517934
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,-0.3234139955,0.10789802180000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,4.2296091247,1.8670339911
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-2.1849983729,-0.2609625144
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,3.4758348801,2.6996769124
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,1.4331673126,1.0158494433
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,3.4801646502,1.8424459470999999
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,-1.3443757284,0.37303345250000003
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,-2.2890857014,0.511520402
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-0.2735269501,0.46326831560000004
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,2.0357357719999998,1.3342927808
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,4.2046133416,1.7922521075
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,4.0831986897,1.673636911
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,-2.1638920164,-0.9260308313000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,-1.2701690812,-0.3633249635
OPG:del_opgGH:1.0,-0.9715724368,0.3277488918
OPG:del_opgGH:2.0,-1.6923783298,-0.3134872624
OPG:del_opgGH:3.0,-2.1482317123,-0.3051461013
OPG:del_opgGH_pBK16:1.0,0.4841424762,-0.0521972968
OPG:del_opgGH_pBK16:2.0,-0.5343423095000001,0.2167874139
OPG:del_opgGH_pBK16:3.0,-0.1672882732,0.11677982440000001
OPG:WT:1.0,-0.2202556074,-0.1796334971
OPG:WT:2.0,0.1820448249,0.1906157961
OPG:WT:3.0,0.0382107825,-0.010982299000000001
PinT:pinT+_1h:1.0,-0.7875615445,0.09344676930000001
PinT:pinT+_1h:2.0,0.7875615445,-0.09344676930000001
cold_shock_protein:WT_RNAseq:1.0,0.0939433508,-0.0389562891
cold_shock_protein:WT_RNAseq:2.0,0.0599707759,0.2295640214
cold_shock_protein:WT_RNAseq:3.0,-0.1539141266,-0.1906077324
cold_shock_protein:DeltaCspCE_RNAseq:1.0,0.0371395918,0.5452977363
cold_shock_protein:DeltaCspCE_RNAseq:2.0,1.1708050748,0.1494946626
cold_shock_protein:DeltaCspCE_RNAseq:3.0,1.4814416368,0.5475209037000001
dephostatin:LB_DMSO:1.0,0.0252086573,-0.112648337
dephostatin:LB_DMSO:2.0,-1.5990232408,-0.3909749268
dephostatin:LB_DMSO:3.0,1.5738145835,0.5036232638
dephostatin:LB_Dephostatin:1.0,-1.3021470576,-0.3932921166
dephostatin:LB_Dephostatin:2.0,-1.9269324887,0.6597299508000001
dephostatin:LB_Dephostatin:3.0,-0.854683559,0.2824061916
dephostatin:LPM_DMSO:1.0,0.3703111001,0.9300567418000001
dephostatin:LPM_DMSO:2.0,-0.5505693524,0.1941555614
dephostatin:LPM_Dephostatin:1.0,-0.2804813177,-0.8005052097
dephostatin:LPM_Dephostatin:2.0,-1.5507510037,0.029859079700000003
dephostatin:LPM_Dephostatin:3.0,-1.7860800625,-1.3999449912
efflux_inhibition:Chlorpromazine:1.0,3.8333887753,0.5869977409
efflux_inhibition:Chlorpromazine:2.0,2.3012715644,0.8607457180000001
efflux_inhibition:Chlorpromazine:3.0,4.2089600587,1.3410573653
efflux_inhibition:PABN:1.0,6.4006146348,2.0543980418
efflux_inhibition:PABN:2.0,6.0767077516,1.0152316085
efflux_inhibition:no_treatment:1.0,1.2601665248,0.3296110239
efflux_inhibition:no_treatment:2.0,-0.7376477096,-0.4112881666
efflux_inhibition:no_treatment:3.0,-0.5225188152,0.0816771427
efflux_inhibition:Chlorpromazine:4.0,3.5410653661,0.8168473054000001
efflux_inhibition:PABN:3.0,8.4277539176,2.045697772
fis_regulatory_network:GX_EE:1.0,-0.0978065182,0.1846889686
fis_regulatory_network:GX_EE:2.0,-0.07523888790000001,0.37310559520000003
fis_regulatory_network:GX_TS:1.0,-10.4199095168,-2.2654841456
fis_regulatory_network:GX_TS:2.0,-10.190017426,-2.9458030025
fis_regulatory_network:WT_EE:1.0,-0.0598268136,-0.21826362870000002
fis_regulatory_network:WT_EE:2.0,0.0598268136,0.21826362870000002
fis_regulatory_network:WT_TS:1.0,-11.1641131594,-3.2439879865
fis_regulatory_network:WT_TS:2.0,-11.000721523,-2.9487236477
fis_regulatory_network:OX_EE:1.0,0.0634045957,0.4520622852
fis_regulatory_network:OX_EE:2.0,0.07282210600000001,0.5447056586
fis_regulatory_network:OX_TS:1.0,-8.8189952813,-2.0121896886
fis_regulatory_network:OX_TS:2.0,-11.494587529,-2.5412377639
persisters:rep:1.0,0.1137919331,0.3904965361
persisters:rep:2.0,-0.1137919331,-0.3904965361
proQ_pulse_expression:empty_vector:1.0,0.2948238574,0.12756154590000002
proQ_pulse_expression:empty_vector:2.0,-0.2948238574,-0.12756154590000002
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.0938166378,0.1761670964
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.42450295320000003,0.0867447818
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.37493614480000004,0.0924997117
proQ_pulse_expression:short_STnc540_overexpression:2.0,-0.0889187483,-0.0541898865
proQ_virulence:dhfq_dproQ_LB:1.0,7.0442781159,1.9538330086000002
proQ_virulence:dhfq_dproQ_LB:2.0,4.3085918001,1.3535922023
proQ_virulence:dhfq_dproQ_LB:3.0,3.8856574797,1.855427835
proQ_virulence:dhfq_dproQ_SPI-2:1.0,12.2141025331,2.0644197943
proQ_virulence:dhfq_dproQ_SPI-2:2.0,11.597198454499999,1.781253197
proQ_virulence:dhfq_dproQ_SPI-2:3.0,10.7145440463,1.9343943728
proQ_virulence:dhfq_LB:1.0,2.9278088673,1.6910513902000002
proQ_virulence:dhfq_LB:2.0,2.1569383892,0.6493109978
proQ_virulence:dhfq_LB:3.0,2.579767869,1.4294660049
proQ_virulence:dhfq_SPI-2:1.0,6.534509831,0.18761759620000001
proQ_virulence:dhfq_SPI-2:2.0,5.9228204982,-0.0444519663
proQ_virulence:dhfq_SPI-2:3.0,5.7557486237,0.1732247077
proQ_virulence:dproQ_LB:1.0,-0.07518432700000001,0.0388258146
proQ_virulence:dproQ_LB:2.0,0.9169254638000001,0.1600911918
proQ_virulence:dproQ_LB:3.0,1.3204092099,0.9858955291
proQ_virulence:dproQ_SPI-2:1.0,11.8541849631,2.8362828112000003
proQ_virulence:dproQ_SPI-2:2.0,11.1330351857,2.6430172219
proQ_virulence:dproQ_SPI-2:3.0,10.1107005009,2.5342664842
proQ_virulence:WT_LB:1.0,0.4219396862,-0.0330137265
proQ_virulence:WT_LB:2.0,-2.4478585982,-0.4763004972
proQ_virulence:WT_LB:3.0,2.025918912,0.5093142237
proQ_virulence:WT_SPI-2:1.0,7.9872683136,1.8091511086
proQ_virulence:WT_SPI-2:2.0,7.1249913854,1.3109282946
proQ_virulence:WT_SPI-2:3.0,7.7815166705,1.5870735681
rcsB:del_rcsB_S207C:1.0,0.3383553294,0.41479534090000003
rcsB:del_rcsB_WT:1.0,-1.0631627338,0.1558137786
rcsB:del_rcsB:1.0,-0.0755382704,-0.3638658768
rcsB:del_rcsB_H12A:1.0,2.0431371373,0.0875374788
rcsB:del_rcsB_D56A:1.0,-0.603159282,-0.4693887846
rcsB:del_rcsB_M88A:1.0,-0.2843556944,0.0331009534
rcsB:del_rcsB_H77A:1.0,-0.1236329345,0.2917046834
rcsB:del_rcsB_L108A:1.0,0.5364482598,-0.6366322594
rcsB:del_rcsB_S207C:2.0,1.4833029577,0.0333242139
rcsB:del_rcsB_WT:2.0,0.6195690297,-0.1324774773
rcsB:del_rcsB:2.0,0.2775823699,-0.0800670544
rcsB:del_rcsB_H12A:2.0,-1.9064849836,-0.25599592520000003
rcsB:del_rcsB_D56A:2.0,-0.5370438837,0.0383412931
rcsB:del_rcsB_H77A:2.0,-0.1817657695,0.5164154506
rcsB:del_rcsB_L108A:2.0,1.9200398995999999,0.8668755103
rcsB:del_rcsB_WT:3.0,0.4435937042,-0.0233363013
rcsB:del_rcsB_H12A:3.0,2.1893201744,0.3351563973
rcsB:del_rcsB_D56A:3.0,1.135791525,0.0226173301
rcsB:del_rcsB_M88A:2.0,2.4582992251,0.8937022899
rcsB:del_rcsB_H77A:3.0,-0.47887554660000003,0.0422067186
rcsB:del_rcsB_L108A:3.0,2.2211867513,0.5862037055
ribodepletion:RiboZero:1.0,-0.0025937904,-0.1107717897
ribodepletion:RiboZero:2.0,0.0025937904,0.1107717897
single_carbon_source:mucic:1.0,-0.14966757090000002,-0.2201000328
