,A,RpoS,Sfa3
R2,,0.23860488359298526,0.050948922574932665
xmin,,-5.131797626,-4.813767244
xmid,,-2.5260055058240685,0.07333403149434051
xmax,,3.645921584,5.994240517
ystart,,-12.089426561100662,0.20493866210671657
yend,,25.29165126688014,26.150880524851114
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.2463820341,-0.099087484,-0.10291910500000001
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.2463820341,0.099087484,0.10291910500000001
AB569_EDTA_NaNO2:NaNO2:1,19.8696105119,0.49801729100000003,0.119045036
AB569_EDTA_NaNO2:NaNO2:2,21.0615134332,0.31193285,0.5632513840000001
AB569_EDTA_NaNO2:EDTA:1,15.0868633274,1.723844958,0.825365031
AB569_EDTA_NaNO2:EDTA:2,17.2271053036,1.910492105,1.562721199
AB569_EDTA_NaNO2:EDTA:3,16.3182611966,1.619425219,0.931096028
AB569_EDTA_NaNO2:NaNO2_EDTA:1,27.828845179,0.773926078,0.18103749500000002
AB569_EDTA_NaNO2:NaNO2_EDTA:2,29.886596074,0.9743009910000001,0.310808121
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.0386081819,0.034712316,-0.082026151
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.0386081819,-0.034712316,0.082026151
Anthranilate_metabolism_GntR_AntP:antP:1,8.8031318301,-0.08561233400000001,0.527539991
Anthranilate_metabolism_GntR_AntP:antP:2,8.6357235381,-0.16706597,0.5767162250000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.1474075869,0.063501956,-0.061514794000000005
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.1474075869,-0.063501956,0.061514794000000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.3899790161,0.875686818,-0.343664984
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,2.6954898156000002,0.205091867,0.21015132900000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,2.0635334275,0.258001197,0.11864176200000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,1.6973665239,-0.019747454,0.221823066
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-1.2840661642,-0.428503079,-2.459333049
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-0.5845958977,-0.37419904400000004,-1.877067286
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-1.1083349362,-0.39821743800000003,-1.870639128
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-0.42106853710000003,-0.18493409700000002,-1.6153404949999999
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.6422243103,0.02474057,0.33528197200000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.2764784256,-0.200323681,0.396667657
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.5980529805,0.045890291,0.578303314
Catabolise_Nucleic_Acids:L_asp:1,6.9172293933999995,0.739074026,-2.220658087
Catabolise_Nucleic_Acids:L_asp:2,15.7011564171,0.840235661,-2.4982635699999998
Catabolise_Nucleic_Acids:DNA_1:1,-1.318951309,-0.082260891,-0.173606446
Catabolise_Nucleic_Acids:DNA_1:2,0.1518271683,-0.0194509,-0.34461213100000004
Catabolise_Nucleic_Acids:DNA_1:3,1.1671241406,0.10171179100000001,0.518218578
Catabolite_repression:del_hfq_crc_wt:1,-3.3387641322,0.127968796,0.135609626
Catabolite_repression:del_hfq_crc_wt:2,3.3387641322,-0.127968796,-0.135609626
Catabolite_repression:delHfq:1,-8.6297279338,-0.9519166670000001,0.325166324
Catabolite_repression:delHfq:2,-5.3370250963,-1.071145184,0.10000179000000001
Catabolite_repression:deldcrc:1,2.4890724781999998,-0.481769422,-2.00631629
Catabolite_repression:deldcrc:2,-0.516031425,-0.488686469,-2.043534958
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.7849805994,0.056405807,0.035849179
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-1.5298871518000001,0.15359450500000002,-0.031517676
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,2.3148677512,-0.21000031200000002,-0.004331502
Diallyl_disulphide_treatment:PAO1_DDS:1,-56.3017147772,-1.100733592,0.040267179
Diallyl_disulphide_treatment:PAO1_DDS:2,-55.6287097163,-1.303189043,-0.36709641
Diallyl_disulphide_treatment:PAO1_DDS:3,-53.3780627248,-1.068936472,-0.185537099
