,A,AlgU,RpoN
R2,,0.34537941997231725,0.03219129292752343
xmin,,-4.071051953,-1.49753466
xmid,,-0.38600038671365156,0.6331627659143113
xmax,,3.280373541,2.15362591
ystart,,-4.210429215192313,0.10820759289979698
yend,,21.42421648112163,14.745997311894053
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.2211533098,0.08060149700000001,0.050849741000000004
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.2211533098,-0.08060149700000001,-0.050849741000000004
AB569_EDTA_NaNO2:NaNO2:1,12.575386032499999,2.379680719,0.46954274100000004
AB569_EDTA_NaNO2:NaNO2:2,14.0186646545,2.47927148,0.506129956
AB569_EDTA_NaNO2:EDTA:1,11.4228804462,0.97810021,-0.583864814
AB569_EDTA_NaNO2:EDTA:2,11.0723401471,1.035869132,-0.497361092
AB569_EDTA_NaNO2:EDTA:3,10.3021056965,0.9713537160000001,-0.568083262
AB569_EDTA_NaNO2:NaNO2_EDTA:1,18.5057182465,3.262384613,0.070809974
AB569_EDTA_NaNO2:NaNO2_EDTA:2,19.3732778898,3.265650087,-0.018285353
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.12446931970000001,-0.060408058,-0.077468517
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.12446931970000001,0.060408058,0.077468517
Anthranilate_metabolism_GntR_AntP:antP:1,2.8665163824,1.102664839,-0.397528417
Anthranilate_metabolism_GntR_AntP:antP:2,2.808094774,1.135756806,-0.192421586
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.3451864438,0.162054692,0.135977451
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.3451864438,-0.162054692,-0.135977451
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,6.0344395925,-0.6755718940000001,-0.5438604920000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,3.9395228173,-0.38156747500000004,-0.732086502
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.0819446654,-1.2247144890000001,-0.640474143
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.843849061,-1.506445346,-0.917637388
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,15.9775660129,1.36667457,1.674559687
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,14.0279871361,1.3552414750000001,2.110937363
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,15.8936451331,1.706763633,2.15362591
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,14.9944738917,1.439248609,2.048013638
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.9381856332,-1.9268894470000002,-0.77000119
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-1.0866711343,-1.9451292750000002,-0.9769343070000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.43071028600000005,-0.830541359,-0.511833194
Catabolise_Nucleic_Acids:L_asp:1,3.0134490462,-0.134972468,0.056603419
Catabolise_Nucleic_Acids:L_asp:2,8.3327857316,0.162901927,0.382899574
Catabolise_Nucleic_Acids:DNA_1:1,-3.1977178314,-0.599316038,-0.015586269000000002
Catabolise_Nucleic_Acids:DNA_1:2,4.3683409325,0.6312948310000001,0.09569282200000001
Catabolise_Nucleic_Acids:DNA_1:3,-1.1706231012,-0.031978793000000005,-0.08010655300000001
Catabolite_repression:del_hfq_crc_wt:1,1.6053971919,0.11493973,-0.018410279
Catabolite_repression:del_hfq_crc_wt:2,-1.6053971919,-0.11493973,0.018410279
Catabolite_repression:delHfq:1,-14.0490041532,-0.724122424,-0.06832830200000001
