,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.6011384607098813,2.0,0.0,0.42506908200000004,1.0,-0.42506908200000004,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,1.074356578,0.03444759780004693,2.0,2.0,1.098714708,3.0,1.049998448,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,0.2715481106666667,0.19240415025631777,3.0,4.0,0.056085458000000005,5.0,0.42619682200000003,6.0,0.332362052,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,1.2779127925,0.11905153470419229,2.0,7.0,1.193730645,8.0,1.36209494,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.0579038273841673,2.0,9.0,0.040944189000000006,10.0,-0.040944189000000006,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,0.45019852400000004,0.0667934903986444,2.0,11.0,0.402968394,12.0,0.497428654,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.2756924331469115,2.0,13.0,0.194943989,14.0,-0.194943989,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,-1.16099908725,1.2421767977728895,4.0,15.0,-0.17264020700000002,16.0,-0.016814805000000002,17.0,-2.041356074,18.0,-2.413185263,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,1.17514194275,0.1706043172115415,4.0,19.0,1.255371301,20.0,1.05194933,21.0,1.376597747,22.0,1.016649393,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,-1.5972271260000002,0.872385586029928,3.0,23.0,-2.531424808,24.0,-1.456491011,25.0,-0.803765559,,,,,,,,,,
10,Catabolise_Nucleic_Acids__L_asp,-1.736795365,0.19045337505322454,2.0,26.0,-1.871466238,27.0,-1.6021244920000002,,,,,,,,,,,,
11,Catabolise_Nucleic_Acids__DNA_1,3.333333331578814e-10,0.19769981422903146,3.0,28.0,0.16660011800000002,29.0,0.05186102,30.0,-0.21846113700000003,,,,,,,,,,
12,Catabolite_repression__del_hfq_crc_wt,0.0,0.03795957797909837,2.0,31.0,0.026841475,32.0,-0.026841475,,,,,,,,,,,,
13,Catabolite_repression__delHfq,-0.4495956555,0.1087236617516158,2.0,33.0,-0.526474894,34.0,-0.372716417,,,,,,,,,,,,
14,Catabolite_repression__deldcrc,-0.696683151,0.08404777125779127,2.0,35.0,-0.7561139,36.0,-0.637252402,,,,,,,,,,,,
15,Diallyl_disulphide_treatment__PAO1_ctrl_wt,-3.3333334240973994e-10,0.2954894233531899,3.0,37.0,0.30930656,38.0,-0.029909190000000002,39.0,-0.279397371,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_DDS,-0.4101420043333333,0.5100460150746948,3.0,40.0,-0.9917970490000001,41.0,-0.039283274,42.0,-0.19934569,,,,,,,,,,
17,Dispersed_cells__PAO1_dispersed_wt,0.0,0.2765489020934881,2.0,43.0,-0.19554960400000002,44.0,0.19554960400000002,,,,,,,,,,,,
18,Dispersed_cells__PyhjH_dispersed,-0.1691679205,0.038426684940575606,2.0,45.0,-0.19633969,46.0,-0.14199615100000001,,,,,,,,,,,,
19,Dispersed_cells__PA01_Planktonic,-0.674800418,0.1416656870860536,2.0,47.0,-0.7749731860000001,48.0,-0.57462765,,,,,,,,,,,,
20,Dispersed_cells__PAO1_Biofilm,-1.0456182625000001,0.2959356154792609,2.0,49.0,-0.8363601820000001,50.0,-1.254876343,,,,,,,,,,,,
21,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_Doxorubicin,-0.27528369,0.06153711386647456,3.0,51.0,-0.342758383,52.0,-0.222254098,53.0,-0.260838589,,,,,,,,,,
