,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,2.3808735089999997,0.5540894408374172,2.0,0.0,2.77267391,5.0,1.989073108
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.3400580667554976,2.0,1.0,-0.240457365,6.0,0.240457365
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,0.6093153044999999,0.722433372287561,2.0,2.0,0.09847776800000001,7.0,1.120152841
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,0.024753463999999975,0.4331130561159247,2.0,3.0,0.331010643,8.0,-0.28150371500000004
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-0.8348604565000001,0.4229624710968476,2.0,4.0,-0.535780825,9.0,-1.1339400880000001
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.5816706867240335,2.0,10.0,0.411303287,29.0,-0.411303287
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,1.568955428,0.3747870944686704,2.0,11.0,1.833969924,30.0,1.303940932
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.7878091375,0.322768405808554,2.0,12.0,1.016040866,31.0,0.5595774090000001
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,0.7045968565,0.11812900077104949,2.0,13.0,0.788126674,14.0,0.621067039
9,U01-Set001__USA300 LAC RPMI+10%LB Control,3.968366929,0.15462625859213028,2.0,15.0,4.077704205,18.0,3.859029653
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,3.7689282520000003,0.09897209143230784,2.0,16.0,3.838912089,19.0,3.698944415
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,2.365681397,0.07947508140948525,2.0,17.0,2.309484028,20.0,2.421878766
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,-6.0358862875,0.2642789936004013,2.0,21.0,-5.849012819,24.0,-6.222759756
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-4.5580111395,0.5025570662802757,2.0,22.0,-4.913372649,25.0,-4.20264963
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,-4.9803669115,0.1739815764368189,2.0,23.0,-5.103390464,26.0,-4.857343359
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-2.858458519,0.388797292452313,2.0,27.0,-3.133379721,28.0,-2.583537317
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-3.3413821395000003,0.4354231874050898,2.0,32.0,-3.649272828,33.0,-3.033491451
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-0.8675953905,0.002802018807789204,2.0,34.0,-0.869576717,38.0,-0.8656140640000001
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-0.982636113,0.9814078997170878,2.0,35.0,-0.288675932,39.0,-1.6765962939999999
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,0.5640517405000001,0.45925358961354296,2.0,36.0,0.23931041300000003,40.0,0.888793068
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,6.780824252,0.1791712261440979,2.0,37.0,6.907517441,41.0,6.654131063
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,1.588656147,0.2729431524841835,2.0,42.0,1.395656193,45.0,1.781656101
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,0.656173275,0.08394869286982495,2.0,43.0,0.715533965,46.0,0.596812585
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-0.5956628045000001,0.27845090831911523,2.0,44.0,-0.7925573300000001,47.0,-0.398768279
24,U01-Set003__USA300 TCH1516 CA-MHB Control,-4.508097769500001,0.6820681123870623,2.0,48.0,-4.025802782,52.0,-4.990392757
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,-5.3550320695,0.4000101144912924,2.0,49.0,-5.637881934,53.0,-5.072182205
