,A,sigD
R2,,0.06888418256803164
xmin,,-3.178351292
xmid,,1.897962821269717
xmax,,2.8582623012
ystart,,0.6579744771370422
yend,,9.69798798462395
AX:AX_10_MIC:1,0.7208174933,0.0124657291
AX:AX_10_MIC:2,-1.1558533307,0.48760634480000004
AX:AX_30_MIC:1,0.1654265869,0.22030761740000002
AX:AX_30_MIC:2,0.1618145053,0.8214521779
AX:QZ_10_MIC:1,-0.4356166675,0.3023853944
AX:QZ_10_MIC:2,0.040426231300000004,0.7611012705
AX:QZ_30_MIC:1,0.3153902746,0.2851308674
AX:QZ_30_MIC:2,-0.5505801437,-0.0226555422
AX:wt:1,0.32235324190000003,-0.0512457502
AX:wt:2,-0.32235324190000003,0.0512457502
ITM_04:00h_clinic_ctrl:1,-4.4428284901,1.0769421265
ITM_04:00h_clinic_ctrl:2,-1.0241246878,1.3415901657
ITM_04:00h_h37rv_control:1,-0.1043576244,0.0363239764
ITM_04:00h_h37rv_control:2,0.7409223782000001,-0.0188786835
ITM_04:00h_h37rv_control:3,-0.6365647538,-0.0174452929
ITM_04:06h_clinic_delam:1,-0.6632664504,1.9258320675
ITM_04:06h_clinic_delam:2,-0.9927013598000001,2.0591425829
ITM_04:06h_clinic_delam:3,-4.7234193064,2.225158053
ITM_04:06h_clinic_DMSO:1,1.630419349,1.280564002
ITM_04:06h_clinic_DMSO:2,-1.4814572387,1.4910536725
ITM_04:06h_clinic_DMSO:3,0.4381199362,1.1423368953
ITM_04:06h_h37rv_delam:1,-2.8242957114,1.0303017109
ITM_04:06h_h37rv_delam:2,-3.8234453762,0.8210574519
ITM_04:06h_h37rv_delam:3,-1.8019149950000002,1.0421167918
ITM_04:06h_h37rv_DMSO:1,1.6012105631,0.435835966
ITM_04:06h_h37rv_DMSO:2,-2.0667335846,0.3509816776
ITM_04:06h_h37rv_DMSO:3,0.6105236146,0.31673376540000003
ITM_04:24h_clinic_delam:1,2.3436097195,2.4380989815
ITM_04:24h_clinic_delam:2,0.2961980556,2.1460433348
ITM_04:24h_clinic_delam:3,6.6456589716,2.2996313459
ITM_04:24h_clinic_DMSO:1,-1.6710920751,1.448777077
ITM_04:24h_clinic_DMSO:2,2.3050197909,1.479382633
ITM_04:24h_clinic_DMSO:3,-0.8070934797,1.3800709438
ITM_04:24h_h37rv_delam:1,-0.1453637388,1.3682591428
ITM_04:24h_h37rv_delam:2,-3.8384013134,1.2033026654
ITM_04:24h_h37rv_delam:3,-0.544242621,1.1528551232
ITM_04:24h_h37rv_DMSO:1,0.8161789393000001,0.8789785251000001
ITM_04:24h_h37rv_DMSO:2,-4.1677565175,0.6930900005
JSF:DMSO:1,0.9521830603,-0.027694294100000003
JSF:DMSO:2,-1.344156349,-0.0825035881
JSF:DMSO:3,0.9354533792,0.0160889027
JSF:DMSO:4,-0.5434800904,0.09410897950000001
JSF:JSF_2019:1,2.7981978527,1.0499122761
JSF:JSF_2019:2,2.8164126922,0.9162040724
JSF:JSF_2019:3,4.0655592441,0.8617152773000001
JSF:JSF_2019:4,3.8473694908000002,1.5921046088000002
JSF:JSF_2026:1,1.3008053729,-0.6787074019
JSF:JSF_2026:2,1.4648458616,-0.7639573042000001
JSF:JSF_2026:3,1.5016242212000002,-0.628940475
JSF:JSF_2026:4,1.6783219691,-0.7016472559
MTS1338:over_expression:1,-1.0650478684,-0.4022328844
MTS1338:over_expression:2,1.0650478684,0.4022328844
PAS:control:1,0.3676947138,0.11650180140000001
PAS:control:2,-0.0029700150000000003,0.0016599804
PAS:control:3,-0.3647246987,-0.1181617818
PAS:treated:1,-1.3976923092,-0.44712885150000004
PAS:treated:2,-2.6466591789000002,-0.40406125670000004
PAS:treated:3,-2.6832190361,0.0921289342
THP-1:24h_THP_B_enriched:1,-0.5323067889,-0.3990296546
THP-1:24h_THP_B_enriched:2,0.5323067889,0.3990296546
aminoimidazoles:02h_treated:1,-5.8112992788,0.040525576
aminoimidazoles:02h_treated:2,-4.0387171747,0.1427831481
aminoimidazoles:24h_treated:1,-4.2653744544,-0.045969344100000004
aminoimidazoles:24h_treated:2,-2.8815575777999998,0.07286582280000001
aminoimidazoles:untreated:1,2.9147221961,0.039077327700000004
aminoimidazoles:untreated:2,2.4568011332,0.11739893200000001
aminoimidazoles:untreated:3,-5.3715233292,-0.1564762597
antibiotic:ctrl_24h:1,-2.9582555864,0.2166929384
antibiotic:ctrl_24h:2,-2.3134552048,-0.5249755387
antibiotic:ctrl_24h:3,-4.9682208572,-0.6292404958000001
antibiotic:ctrl_4h:1,0.4506016533,0.2220465646
antibiotic:ctrl_4h:2,0.8198510663,0.1111550376
antibiotic:ctrl_4h:3,-1.2704527196,-0.3332016022
antibiotic:izd_4h:1,-18.5316137533,1.8979461990000002
antibiotic:izd_4h:2,-17.0480586408,1.6257758949
base:wt_glu_24:1,0.7426006726000001,0.0452852705
base:wt_glu_24:2,0.6629945394,0.6102187163
base:wt_glu_24:3,2.0286898747,0.094200342
base:wt_glu_6:1,-2.7461725884,-0.0899872045
base:wt_glu_6:2,1.3469612822,-0.11731814230000001
base:wt_glu_6:3,1.3992113062,0.2073053468
base:wt_llac_24:1,2.0440093893,0.8635682915
base:wt_llac_24:2,2.0132392087,1.0008195454
base:wt_llac_24:3,2.779513432,0.28086310130000003
base:wt_llac_6:1,0.8811187556000001,-0.9585580484
base:wt_llac_6:2,1.5041141085,-1.1627766538
base:wt_llac_6:3,3.5794251963,-1.1075278861
base:wt_pyr_24:1,-0.46950386650000003,0.7281456792000001
base:wt_pyr_24:2,-0.7704476626000001,-0.1907982261
base:wt_pyr_24:3,0.8789712630000001,0.5424109445
base:wt_pyr_6:1,1.9141685062,-1.5807099151
base:wt_pyr_6:2,0.1574439698,-1.0644833643
base:wt_pyr_6:3,2.4246108551,-1.1726277094
biofilm:biofilm:1,-4.5124787141,-0.0328332364
biofilm:biofilm:2,-5.2291411491,-0.0250593629
biofilm:planktonic:1,0.2281408776,0.022013671800000002
biofilm:planktonic:2,-0.2281408776,-0.022013671800000002
btz043:0_days_.006:1,-0.23406915420000002,-0.0050202551
btz043:0_days_.006:2,-0.6129272325,0.10643082300000001
btz043:0_days_.006:3,-0.48689718530000003,0.0698080628
btz043:0_days_control:1,0.049199641,0.0062119469
btz043:0_days_control:2,-0.2553651476,0.023674099400000002
btz043:0_days_control:3,0.2061655065,-0.0298860463
btz043:1_days_.006:1,-1.9151218795,1.0361035549
btz043:1_days_.006:2,0.6622151274,1.0103411338
btz043:1_days_.006:3,0.3316069052,1.0562296173
btz043:1_days_.006:4,-5.6038670762,0.7555224488000001
btz043:1_days_control:1,-0.09581753400000001,0.7556911812
btz043:1_days_control:2,0.33939127150000004,0.8360928698000001
btz043:1_days_control:3,0.1952596322,0.8139552149
btz043:1_days_control:4,1.2186066017,0.7549785448
clarithromycin:1_days_control:1,-0.0693941059,-0.14277290310000001
clarithromycin:1_days_control:2,0.1074851384,0.1247607345
clarithromycin:1_days_control:3,-0.038091032500000004,0.0180121686
cnpB:del:1,-0.3633566183,-0.032962408900000004
cnpB:del:2,-5.0784917332,-0.2158849306
cnpB:del:3,0.5962807407,-0.1693827401
cnpB:wt:1,0.7300611561,0.0948587162
cnpB:wt:2,-0.5907676661,0.0913205715
cnpB:wt:3,-0.13929349,-0.1861792877
csoR:ko:1,4.2842943652,0.7698760423000001
csoR:ko:2,5.1176881938,0.8532768258000001
csoR:wt:1,1.2517814126,-0.4370217307
csoR:wt:2,-1.2517814126,0.4370217307
dap:0_days_25:1,0.4276916133,-0.0058182396
dap:0_days_25:2,0.42846906700000004,0.06094112300000001
dap:0_days_25:3,0.3526617828,0.1338061348
dap:0_days_25:4,0.7915810046,0.0630671708
dap:0_days_control:1,0.6790966704,0.083602434
dap:0_days_control:2,0.8538091415,0.0560187931
dap:0_days_control:3,-3.0464187653,-0.23818278180000002
dap:0_days_control:4,1.5135129535,0.0985615547
dap:1_days_25:1,1.620771311,0.4552818283
dap:1_days_25:2,0.5660246193,0.42603526610000003
dap:1_days_25:3,1.1141836441,0.3346626238
dap:1_days_25:4,2.4672069248,0.3260793704
dap:1_days_control:1,1.2879897982,0.4031328712
dap:1_days_control:2,1.2486353091,0.4620120781
dap:1_days_control:3,0.454256971,0.4547270403
dap:1_days_control:4,0.07866842,0.5521677291
degradosome:mutant_rnj:1,5.871437246,-0.597228881
degradosome:mutant_rnj:2,7.0849994666,-0.7141152807000001
degradosome:mutant_rnj:3,4.4425295861,-0.616864896
degradosome:PNPase_ko:1,1.5944885503,-2.0276404817
degradosome:PNPase_ko:2,-2.2995872071,-2.2421361601
degradosome:PNPase_ko:3,1.8681395570000001,-1.9098543641
degradosome:Rnase_E_ko:1,4.5523171368,-0.44341776450000003
degradosome:Rnase_E_ko:2,4.5311830817,-0.5677187921
degradosome:Rnase_E_ko:3,3.4924616913,-0.5279313329
degradosome:wt_cas9_ctrl:1,2.276637902,-0.11905538600000001
degradosome:wt_cas9_ctrl:2,2.9455756703000002,0.4408348359
degradosome:wt_cas9_ctrl:3,3.0696599825,-0.1367272378
degradosome:wt_expn:1,-0.40357828840000004,0.0885911806
degradosome:wt_expn:2,0.0164466493,0.0026120094
degradosome:wt_expn:3,0.38713163910000004,-0.09120318990000001
delam:0_days_.09:1,1.0180838306,0.1088092404
delam:0_days_.09:2,-1.028855595,0.1281919396
delam:0_days_.09:3,0.3104927637,0.0537261615
delam:0_days_.09:4,1.2248641203,0.0994678281
