,A,NfxB,EsrC
R2,,0.589709597323036,0.42337848297311875
xmin,,-1.836580957,-4.028778251
xmid,,0.5252599324893178,0.24079932761487402
xmax,,2.781140634,4.4431863400000005
ystart,,0.552921351189462,0.11410760850552726
yend,,17.005407869604124,13.119002241957297
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.5711255390000001,0.084981283,-0.154831628
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.5711255390000001,-0.084981283,0.154831628
AB569_EDTA_NaNO2:NaNO2:1,5.5127719200000005,-0.4168993,1.953492376
AB569_EDTA_NaNO2:NaNO2:2,6.876262384,-0.267594897,2.289244808
AB569_EDTA_NaNO2:EDTA:1,1.234096487,-0.6896581220000001,0.593643184
AB569_EDTA_NaNO2:EDTA:2,0.736541597,0.19583915200000002,0.048664168
AB569_EDTA_NaNO2:EDTA:3,0.994757788,-0.17215699,-0.126937685
AB569_EDTA_NaNO2:NaNO2_EDTA:1,11.27266862,-0.25386827500000003,3.058116543
AB569_EDTA_NaNO2:NaNO2_EDTA:2,12.29720938,-0.735105482,3.049571451
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.083623763,-0.019499391,-0.000292193
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.083623763,0.019499391,0.000292193
Anthranilate_metabolism_GntR_AntP:antP:1,1.82527595,-0.9461977370000001,-0.9491535940000001
Anthranilate_metabolism_GntR_AntP:antP:2,2.153472026,-0.590118106,0.136551267
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.053069764000000005,0.04086719,4.29e-05
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.053069764000000005,-0.04086719,-4.29e-05
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-1.183041708,0.209024432,-0.84021751
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.9540380470000001,0.260181208,-0.842152585
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.364651082,0.24462118600000002,-0.834895629
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.001313874,0.087093615,-0.6938513040000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-0.56788374,-0.8730787210000001,-4.028778251
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-0.48919674100000005,-1.048644548,-3.547844777
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-0.569066705,-0.887676631,-3.591899405
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-0.866378238,-1.3277013850000001,-3.862274392
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.24695365300000002,-0.068917119,-0.7066220430000001
