,BSU__misc_RNA_31
LBexp_1,-5.424166666666666
LBexp_2,-3.625066666666667
LBexp_3,-4.3794666666666675
LBtran_1,-2.505866666666668
LBtran_2,-3.4403666666666677
LBtran_3,-4.180166666666667
LBstat_1,-2.648766666666667
LBstat_2,-3.209766666666667
LBstat_3,-3.714366666666667
LBGexp_1,-5.172766666666666
LBGexp_2,-5.683766666666667
LBGexp_3,-5.492566666666667
LBGtran_2,-5.942266666666667
LBGtran_3,-4.241466666666668
LBGstat_1,-6.539866666666667
LBGstat_2,-6.432066666666667
LBGstat_3,-5.8707666666666665
S0_1,-3.8142666666666667
S0_2,-3.9923666666666673
S0_3,-3.3478666666666665
S1_1,-1.138866666666667
S1_2,-1.1657666666666664
S1_3,-1.0787666666666667
S2_1,-1.7166666666666668
S2_2,-1.782866666666667
S2_3,-1.7494666666666667
S3_1,-1.8335666666666661
S3_2,-0.09646666666666626
S4_1,-1.5730666666666675
S4_2,-2.0676666666666677
S4_3,-1.726466666666667
S5_1,-2.3494666666666664
S5_2,-2.1233666666666675
S5_3,-1.8117666666666672
S6_1,-4.658966666666666
S6_2,-6.515766666666667
S6_3,-3.2362666666666673
S6/t_1,-4.097566666666667
S6/t_2,-5.267266666666666
S6_4,-3.9598666666666666
S6_5,-2.822866666666666
S6_6,-2.4506666666666668
S7_4,-2.8311666666666664
S7_5,-3.6435666666666666
S7_6,-3.397266666666667
S8_4,-3.8016666666666676
S8_5,-4.206966666666666
G135_1,-5.622766666666667
G135_3,-6.330066666666667
G150_1,-6.027366666666667
G150_2,-6.125566666666667
G150_3,-6.020366666666668
G180_1,-6.392666666666667
G180_2,-6.173466666666667
G180_3,-6.514966666666667
C30_1,-3.3611666666666675
C30_2,-3.0278666666666663
C90_1,-1.1282666666666668
C90_2,-1.1223666666666663
BI_1,-2.610666666666667
BI_2,-2.555666666666667
BC_2,-2.6882666666666672
BC/t_1,-2.5227666666666675
BC/t_2,-1.9705666666666666
BC_1,-3.237866666666667
Sw_1,-1.5059666666666676
Sw_2,-2.0921666666666674
BT_1,-2.7083666666666666
BT_2,-2.7679666666666662
B36_1,-3.0118666666666662
B36_2,-2.8405666666666676
B60_1,-2.7789666666666673
B60_2,-1.8917666666666673
M9exp_1,0.41403333333333237
M9exp_2,-0.08406666666666673
M9exp_3,-0.3299666666666674
M9tran_1,-1.8287666666666667
M9tran_2,-1.7187666666666672
M9tran_3,-1.2490666666666677
M9stat_1,-3.3424666666666667
M9stat_2,-4.1367666666666665
M9stat_3,-4.4957666666666665
M+G_1,-1.8707666666666665
M+G_2,-0.8614666666666668
M+G_3,-1.1628666666666678
Glu_1,-0.2939666666666678
Glu_2,-0.6898666666666671
Glu_3,-0.04316666666666613
Fru_1,0.030233333333333334
Fru_2,-0.9480666666666675
Fru_3,-1.4546666666666663
Mal_1,-2.878066666666667
Mal_2,-1.480266666666667
Mal_3,-1.9163666666666668
G+S_2,-2.1405666666666665
G+S_3,-1.0860666666666674
Pyr_1,-2.8108666666666675
Pyr_2,-1.7290666666666663
Pyr_3,-2.1427666666666667
Gly_1,-2.990566666666666
Gly_2,-2.243166666666667
Gly_3,-3.597666666666667
Glucon_1,-1.9687666666666672
Glucon_2,-1.5470666666666677
Glucon_3,-3.068366666666668
aero_1,-2.7328666666666663
aero_2,-4.174366666666668
aero_3,-3.3307666666666673
nit_1,-2.2469666666666672
nit_2,-1.9193666666666669
nit_3,-2.8028666666666666
ferm_1,-2.7015666666666664
ferm_2,-3.2514666666666674
ferm_3,-2.9792666666666676
T-5.40H_1,-0.7477666666666671
T-4.40H_1,-0.9994666666666667
T-3.40H_1,-0.7707666666666668
T-2.40H_1,-1.3662666666666663
T-1.40H_1,-1.2438666666666673
T-1.10H_1,-1.1786666666666665
T-0.40H_1,-1.4820666666666664
T0.0H_1,-1.5676666666666677
T0.30H_1,-4.354866666666666
T1.0H_1,-3.0662666666666674
T1.30H_1,-3.1575666666666677
T2.0H_1,-3.8142666666666667
T2.30H_1,-3.117566666666667
T3.0H_1,-3.0200666666666667
T3.30H_1,-3.3702666666666676
T4.0H_1,-3.3535666666666675
T5.0H_1,-3.3063666666666673
HPh_1,-2.0407666666666664
HPh_2,-2.6139666666666663
HPh_3,-1.320966666666667
LPh_1,-2.5543666666666667
LPh_2,-2.4641666666666673
LPh_3,-2.6926666666666677
LPhT_1,-2.8052666666666664
LPhT_2,-3.0285666666666664
LPhT_3,-2.6961666666666666
SMMPr_1,-1.4003666666666668
SMMPr_2,-1.7955666666666676
SMMPr_3,-1.8846666666666678
HiTm_1,-1.9503666666666675
HiTm_2,-0.3855666666666675
HiTm_3,0.6525333333333325
LoTm_1,-0.9843666666666664
LoTm_2,-1.0860666666666674
LoTm_3,-0.9996666666666663
HiOs_1,0.1235333333333326
HiOs_2,-0.13966666666666683
HiOs_3,0.052233333333333576
BMM_1,1.2658333333333331
BMM_2,1.0389333333333326
BMM_3,0.5873333333333335
Heat_1,-0.14796666666666702
Heat_2,-0.18336666666666623
Heat_3,-0.4023666666666674
Cold_1,-2.6836666666666673
Cold_2,-2.9603666666666673
Cold_3,-4.039066666666667
Etha_1,-3.407966666666667
Etha_2,-4.724366666666667
Etha_3,-4.304366666666667
SMM_1,-0.4646666666666661
SMM_2,-0.19496666666666762
SMM_3,-0.37736666666666707
Salt_1,-3.401066666666667
