,BSU__misc_RNA_35
LBexp_1,16.3291
LBexp_2,16.3401
LBexp_3,16.1279
LBtran_1,16.0384
LBtran_2,16.2179
LBtran_3,16.2749
LBstat_1,15.7909
LBstat_2,16.1949
LBstat_3,16.1329
LBGexp_1,15.7898
LBGexp_2,16.3508
LBGexp_3,16.1562
LBGtran_2,16.0303
LBGtran_3,16.0996
LBGstat_1,15.722
LBGstat_2,16.0339
LBGstat_3,14.9947
S0_1,16.2801
S0_2,16.065
S0_3,16.3975
S1_1,15.8096
S1_2,15.8582
S1_3,15.9918
S2_1,15.9024
S2_2,15.947
S2_3,15.5811
S3_1,15.5977
S3_2,15.9008
S4_1,15.7402
S4_2,15.9363
S4_3,16.1064
S5_1,15.7445
S5_2,15.9397
S5_3,16.1406
S6_1,16.2122
S6_2,16.1268
S6_3,15.7159
S6/t_1,16.3187
S6/t_2,16.151
S6_4,16.1898
S6_5,16.3861
S6_6,16.3347
S7_4,16.2432
S7_5,16.1944
S7_6,15.9234
S8_4,16.0278
S8_5,16.3651
G135_1,15.5203
G135_3,15.4633
G150_1,15.6179
G150_2,15.9804
G150_3,14.8032
G180_1,15.6552
G180_2,16.1392
G180_3,15.517
C30_1,15.3017
C30_2,16.0722
C90_1,16.0324
C90_2,16.0938
BI_1,15.4038
BI_2,15.6988
BC_2,15.7362
BC/t_1,15.8726
BC/t_2,16.0447
BC_1,15.1453
Sw_1,16.2203
Sw_2,16.0772
BT_1,16.3201
BT_2,15.9732
B36_1,16.1752
B36_2,15.8414
B60_1,15.923
B60_2,15.9509
M9exp_1,16.1957
M9exp_2,16.2473
M9exp_3,16.1253
M9tran_1,16.0299
M9tran_2,15.4992
M9tran_3,15.9344
M9stat_1,15.9506
M9stat_2,15.7164
M9stat_3,15.7566
M+G_1,15.8908
M+G_2,15.8613
M+G_3,16.1013
Glu_1,15.7961
Glu_2,16.0738
Glu_3,16.0909
Fru_1,16.3672
Fru_2,16.3419
Fru_3,15.5166
Mal_1,15.9991
Mal_2,15.7091
Mal_3,15.94
G+S_2,16.0558
G+S_3,16.2728
Pyr_1,15.9541
Pyr_2,16.0943
Pyr_3,15.9827
Gly_1,16.3754
Gly_2,16.1635
Gly_3,15.5079
Glucon_1,15.5476
Glucon_2,15.4845
Glucon_3,14.4868
aero_1,16.3332
aero_2,16.1534
aero_3,16.1285
nit_1,16.0263
nit_2,16.0941
nit_3,15.7208
ferm_1,15.5557
ferm_2,16.1391
ferm_3,15.7639
T-5.40H_1,16.0367
T-4.40H_1,16.1977
T-3.40H_1,16.103
T-2.40H_1,16.0496
T-1.40H_1,16.1108
T-1.10H_1,15.6008
T-0.40H_1,15.9545
T0.0H_1,16.0863
T0.30H_1,15.8912
T1.0H_1,15.7882
T1.30H_1,15.8958
T2.0H_1,15.9027
T2.30H_1,16.072
T3.0H_1,16.0949
T3.30H_1,15.6335
T4.0H_1,15.5846
T5.0H_1,15.5935
HPh_1,16.1356
HPh_2,16.1234
HPh_3,16.3732
LPh_1,16.3001
LPh_2,16.2101
LPh_3,16.3496
LPhT_1,16.1895
LPhT_2,16.2735
LPhT_3,16.1958
SMMPr_1,16.153
SMMPr_2,15.7582
SMMPr_3,15.926
HiTm_1,15.9742
HiTm_2,15.6533
HiTm_3,16.0437
LoTm_1,15.5311
LoTm_2,15.6735
LoTm_3,16.0961
HiOs_1,16.3257
HiOs_2,16.333
HiOs_3,16.3183
BMM_1,15.9965
BMM_2,16.1089
BMM_3,15.6802
