,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,2AA__WT,-2.500002982408489e-11,0.7437307984023465,4.0,0.0,0.0556573042,1.0,0.1368639442,2.0,-0.9959952549000001,3.0,0.8034740064
1,2AA__del_ridA,-1.816708137425,0.44271898128653697,4.0,4.0,-1.9287711368,5.0,-1.2265609919,6.0,-1.8181725447,7.0,-2.2933278763000002
2,GC_MS__WT,-9.25185853854297e-18,0.27073350593726764,3.0,8.0,0.108333336,9.0,-0.30812443510000004,10.0,0.1997910991,,
3,GC_MS__del_slyA,-8.34853006715,1.541163793424998,2.0,11.0,-7.2587626979,12.0,-9.4382974364,,,,
4,Rho__WT,0.0,0.07710340996738597,3.0,13.0,-0.049789462300000004,14.0,-0.039024694000000006,15.0,0.0888141563,,
5,Rho__rho_Y80C,1.9550643054666665,0.3628857249170639,3.0,16.0,1.5394078314000001,17.0,2.2088089995,18.0,2.1169760855,,
6,Rho__rho_K130Q,-0.5303885438,0.08092622119072598,3.0,19.0,-0.5385203040000001,20.0,-0.4457034406,21.0,-0.6069418868,,
7,flagella__WT,0.0,0.02706693473916881,2.0,22.0,-0.0191392131,23.0,0.0191392131,,,,
8,flagella__del_rfaL,-0.37958644185,0.23429735714313904,2.0,24.0,-0.5452596919,25.0,-0.2139131918,,,,
9,flagella__del_rfaG,-0.5266887178999999,0.22077653906534192,2.0,26.0,-0.6828013058,27.0,-0.37057613,,,,
10,flagella__del_rfaD,-0.50077223665,0.33199006429563305,2.0,28.0,-0.2660198109,29.0,-0.7355246624,,,,
11,nusG__WT_OD08,0.0,0.22940865102127256,2.0,30.0,0.16221641280000001,31.0,-0.16221641280000001,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,2.3540050791333336,2.0291974862842013,3.0,32.0,4.6612795735,33.0,0.8468063181000001,45.0,1.5539293457999999,,
13,omv__spi2_ind_highOD_intracellularRNAs,4.140053681933334,0.9567669548837324,3.0,34.0,5.0397283394,36.0,3.1349307159,37.0,4.2455019905,,
14,omv__spi1_ind_highOD_intracellularRNAs,-0.7671488373333334,0.07153416767323165,3.0,35.0,-0.8433955857000001,41.0,-0.7015125177,42.0,-0.7565384086,,
15,omv__controlPCN_highOD_intracellularRNAs,7.335853581099999,4.324057047236609,3.0,38.0,6.1071159774,39.0,12.1412988883,40.0,3.7591458776,,
16,omv__controlPCN_lowOD_intracellularRNAs,0.0,0.18683068472978676,3.0,43.0,0.2156549623,44.0,-0.1027868777,46.0,-0.1128680846,,
17,sv5015__STM1625,0.21073968070000001,0.3693610516448049,3.0,47.0,-0.144885187,48.0,0.1846506639,49.0,0.5924535652,,
18,sv5015__STM0581,-0.9903965408,0.9063504603889578,3.0,50.0,0.037997396,51.0,-1.3364400373,52.0,-1.6727469811,,
19,sv5015__WT,-9.25185853854297e-18,0.16626929944152555,3.0,53.0,0.1673731124,54.0,-0.0022300594,55.0,-0.165143053,,
20,tomato__tomato_root,-1.8505501407666667,0.28697144052226564,3.0,56.0,-1.5759666831999999,57.0,-1.827200806,58.0,-2.1484829331,,
21,tomato__LB,0.0,0.780666189728378,2.0,59.0,0.5520143566,60.0,-0.5520143566,,,,
22,AcrB_efflux_virulence__AcrB_D408A,-0.2740134008333333,0.32009408847791704,3.0,61.0,-0.07260947820000001,62.0,-0.1063172056,63.0,-0.6431135187,,
23,AcrB_efflux_virulence__WT,4.625929269271485e-18,0.15007982798073002,3.0,64.0,0.17154047090000002,65.0,-0.1070858377,66.0,-0.0644546332,,
24,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_0,0.6555573512666667,0.6135721065910987,3.0,67.0,0.993409752,74.0,1.0259478913,75.0,-0.052685589500000005,,
25,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_16,-0.4508637561666667,0.2192926070500037,3.0,68.0,-0.3621237512,69.0,-0.7006191431000001,71.0,-0.28984837420000004,,
26,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_0,0.7088343267,0.08109344118149625,3.0,70.0,0.7728884177,106.0,0.735959215,107.0,0.6176553474,,
27,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_32,-0.7748575343666667,0.14597043501844303,3.0,72.0,-0.6250397972,79.0,-0.7828832801000001,110.0,-0.9166495258,,
28,Chlortetracycline_florfenicol_MDR__530_Florfenicol_0,0.6881431144333333,0.6063966664930466,3.0,73.0,0.7412409769,76.0,1.2662448095,109.0,0.056943556900000004,,
29,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_16,-0.9257744001666667,0.5205480043966974,3.0,77.0,-0.3843171468,78.0,-0.9704759113,86.0,-1.4225301424,,
30,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_32,-1.3515970029500002,0.15567429089745838,2.0,80.0,-1.4616753497000001,95.0,-1.2415186562,,,,
31,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_16,-0.3405397796,0.7197554163544804,2.0,81.0,0.1684041561,82.0,-0.8494837153,,,,
32,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_0,0.32379757449999996,0.8264565336434417,3.0,83.0,1.2321575997,84.0,-0.3837437423,85.0,0.1229788661,,
33,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_0,0.6100024585333333,0.4167133771663314,3.0,87.0,0.8121373555,100.0,0.13077346880000001,101.0,0.8870965513,,
34,Chlortetracycline_florfenicol_MDR__5317_Florfenicol_0,0.0,0.18381911452894795,3.0,88.0,-0.1591172008,89.0,0.2012169506,90.0,-0.0420997498,,
35,Chlortetracycline_florfenicol_MDR__1434_Florfenicol_16,-2.3586436915999998,0.27342345321265576,3.0,91.0,-2.0579168249,92.0,-2.4257430961,93.0,-2.5922711538,,
36,Chlortetracycline_florfenicol_MDR__1434_Florfenicol_0,0.30344269656666667,0.06588466621414604,3.0,94.0,0.34867744300000003,119.0,0.3337984536,120.0,0.22785219310000002,,
37,Chlortetracycline_florfenicol_MDR__5317_Florfenicol_16,-2.5383343762,0.27429930890286597,2.0,96.0,-2.3443754748,97.0,-2.7322932776,,,,
38,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_16,-1.3233804303333334,0.30700777134781976,3.0,98.0,-1.2476790582,99.0,-1.0613048782,105.0,-1.6611573546,,
39,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_32,-0.6199622866333333,0.3727913489294648,3.0,102.0,-0.7512929459000001,103.0,-0.9093146795,104.0,-0.1992792345,,
