,A,zur
R2,,0.004834480141829078
xmin,,-5.4144477849
xmid,,
xmax,,1.872049615
ystart,,1.0384437103335493
yend,,-0.43196519248193105
2AA:WT:1.0,0.0556573042,0.1758441217
2AA:WT:2.0,0.1368639442,-0.3168867252
2AA:WT:3.0,-0.9959952549000001,-0.12067688010000001
2AA:WT:4.0,0.8034740064,0.2617194836
2AA:del_ridA:1.0,-1.9287711368,-0.2078723797
2AA:del_ridA:2.0,-1.2265609919,-0.4538626169
2AA:del_ridA:3.0,-1.8181725447,-0.5865844622
2AA:del_ridA:4.0,-2.2933278763000002,-0.08659112000000001
GC_MS:WT:1.0,0.108333336,0.0835242566
GC_MS:WT:2.0,-0.30812443510000004,-0.1690097199
GC_MS:WT:3.0,0.1997910991,0.08548546330000001
GC_MS:del_slyA:1.0,-7.2587626979,-0.3875944152
GC_MS:del_slyA:2.0,-9.4382974364,0.35196768500000003
Rho:WT:1.0,-0.049789462300000004,-0.0790144509
Rho:WT:2.0,-0.039024694000000006,-0.1380468622
Rho:WT:3.0,0.0888141563,0.217061313
Rho:rho_Y80C:1.0,1.5394078314000001,-0.0242971181
Rho:rho_Y80C:2.0,2.2088089995,-0.0668102461
Rho:rho_Y80C:3.0,2.1169760855,0.0346755998
Rho:rho_K130Q:1.0,-0.5385203040000001,-0.0666088533
Rho:rho_K130Q:2.0,-0.4457034406,0.1551842417
Rho:rho_K130Q:3.0,-0.6069418868,-0.0223291397
flagella:WT:1.0,-0.0191392131,0.1970651314
flagella:WT:2.0,0.0191392131,-0.1970651314
flagella:del_rfaL:1.0,-0.5452596919,-0.5247509894
flagella:del_rfaL:2.0,-0.2139131918,-0.3045424196
flagella:del_rfaG:1.0,-0.6828013058,0.4996705373
flagella:del_rfaG:2.0,-0.37057613,0.30018732330000003
flagella:del_rfaD:1.0,-0.2660198109,0.5155378993
flagella:del_rfaD:2.0,-0.7355246624,0.7144274460000001
nusG:WT_OD08:1.0,0.16221641280000001,0.0904233851
nusG:WT_OD08:2.0,-0.16221641280000001,-0.0904233851
omv:spi2_ind_lowOD_intracellularRNAs:1.0,4.6612795735,0.5668502586
omv:spi2_ind_lowOD_intracellularRNAs:2.0,0.8468063181000001,0.1044571407
