,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,2.9607260346500004,0.00688668399110598,2.0,0.0,2.9558564137000003,5.0,2.9655956556,,
1,U01-Set001__USA300 LAC CA-MHB Control,2.7697595645,0.23541484883042557,2.0,1.0,2.9362230005,6.0,2.6032961285000003,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,2.2283639841,1.0019896928595307,2.0,2.0,1.5198502776,7.0,2.9368776906000003,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,3.5769235738500003,0.4379887759389118,2.0,3.0,3.8866284074,8.0,3.2672187403,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,4.16580697775,0.06066109545438432,2.0,4.0,4.2087008497,9.0,4.1229131058,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,4.63962859065,0.3038599414779417,2.0,13.0,4.4247671655,14.0,4.8544900158,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,1.69967410275,0.08035079660056442,2.0,15.0,1.7564906959000002,18.0,1.6428575096,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,1.47415848805,0.8363437474855471,2.0,16.0,2.0655428233,19.0,0.8827741528,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,2.96390483775,0.27242589588343885,2.0,17.0,3.1565390361,20.0,2.7712706394,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,2.39701108395,0.21340556711503209,2.0,34.0,2.2461105603,38.0,2.5479116076,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,1.45664355235,0.3318993642744956,2.0,35.0,1.2219552612,39.0,1.6913318435,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,2.19404254955,0.40575787601491964,2.0,36.0,1.9071284039,40.0,2.4809566952,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,2.4486647120000002,1.5704329458368462,2.0,37.0,1.3382009266,41.0,3.5591284974,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,2.1856030795,0.017901327970238513,2.0,42.0,2.1729449291,45.0,2.1982612299,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,2.5807332603499997,0.5727644151147692,2.0,43.0,2.1757276584,46.0,2.9857388623,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,4.2680998937000005,0.15791503429316073,2.0,44.0,4.1564371021,47.0,4.3797626853,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,1.21344380415,0.3424946712342565,2.0,56.0,0.9712634996,57.0,1.4556241087,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,1.66948880245,0.9156593497286601,2.0,58.0,1.022019867,59.0,2.3169577379,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,0.9638662604500001,0.04709369975793626,2.0,60.0,0.9305659860000001,61.0,0.9971665349000001,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,1.52953764725,0.0659395386814982,2.0,62.0,1.5761639422,63.0,1.4829113523,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.0,0.0,2.0,66.0,0.0,67.0,0.0,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,0.0,0.0,2.0,68.0,0.0,69.0,0.0,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.0,0.0,2.0,70.0,0.0,71.0,0.0,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,5.15752270655,0.20103332004745308,2.0,72.0,5.0153706827,73.0,5.2996747304,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,3.8608064350499998,0.32620838759732745,2.0,74.0,3.6301422721,75.0,4.091470598,,
38,ICA-Set002__USA300 LAC CA-MHB Control,2.7957408533,0.08265762831735665,2.0,76.0,2.7372930838,77.0,2.8541886228,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,3.0734413061,0.20828798863002912,2.0,78.0,2.9261594569,79.0,3.2207231553,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,7.85421935235,0.1360931198941678,2.0,80.0,7.7579869844000005,81.0,7.9504517203,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.0,0.0,2.0,82.0,0.0,83.0,0.0,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,0.0,0.0,2.0,84.0,0.0,85.0,0.0,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,0.0,0.0,2.0,86.0,0.0,87.0,0.0,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,0.0,0.0,2.0,88.0,0.0,89.0,0.0,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,90.0,0.0,91.0,0.0,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,92.0,0.0,93.0,0.0,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,2.78206613595,0.6202303458525278,2.0,94.0,2.3434970525,96.0,3.2206352194,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,0.6724323168499999,0.010474988851854779,2.0,95.0,0.6650253812,97.0,0.6798392525,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,0.0,0.0,2.0,98.0,0.0,99.0,0.0,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,0.0,0.0,2.0,100.0,0.0,101.0,0.0,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,0.0,0.0,2.0,102.0,0.0,103.0,0.0,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,104.0,0.0,105.0,0.0,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,0.0,0.0,2.0,106.0,0.0,107.0,0.0,,
