,A,birA
R2,,0.04515621974854722
xmin,,-3.8296740347
xmid,,
xmax,,2.810038564
ystart,,5.627214963079978
yend,,-2.3934339360928645
2AA:WT:1.0,-0.0182015623,-0.1288703304
2AA:WT:2.0,0.2613974297,0.0376897529
2AA:WT:3.0,-0.1814223999,0.0328693427
2AA:WT:4.0,-0.061773467500000005,0.0583112348
2AA:del_ridA:1.0,1.4285533397,0.0954837931
2AA:del_ridA:2.0,0.7219295134,0.1076804698
2AA:del_ridA:3.0,0.42401370860000004,-0.1585123938
2AA:del_ridA:4.0,1.3348878663,-0.010768095
GC_MS:WT:1.0,0.08213556350000001,-0.0126685372
GC_MS:WT:2.0,0.13272648410000001,-0.0645761222
GC_MS:WT:3.0,-0.2148620476,0.0772446594
GC_MS:del_slyA:1.0,1.2746461638,-0.7944307852
GC_MS:del_slyA:2.0,2.2155321868,-0.49447399870000003
Rho:WT:1.0,-0.5352907175,-0.10485867580000001
Rho:WT:2.0,0.502778452,-0.0339963343
Rho:WT:3.0,0.0325122655,0.1388550101
Rho:rho_Y80C:1.0,1.1079396638,-0.2483707746
Rho:rho_Y80C:2.0,-1.0568833074,0.2881883881
Rho:rho_Y80C:3.0,-0.6835635188,0.1886817738
Rho:rho_K130Q:1.0,0.7564414694,-0.2873871261
Rho:rho_K130Q:2.0,0.6220539722,-0.1102491245
Rho:rho_K130Q:3.0,1.5779665733,-0.3674310671
flagella:WT:1.0,-0.5769554251,0.109824024
flagella:WT:2.0,0.5769554251,-0.109824024
flagella:del_rfaL:1.0,1.3585537856,-0.1225485335
flagella:del_rfaL:2.0,0.3222865032,-0.2379976315
flagella:del_rfaG:1.0,1.8666846789,0.4291389256
flagella:del_rfaG:2.0,0.6126071092,0.43530672800000003
flagella:del_rfaD:1.0,3.1489440127,-0.0077260576
flagella:del_rfaD:2.0,2.6667812706,0.2019984443
nusG:WT_OD08:1.0,0.2797830893,0.1440158597
nusG:WT_OD08:2.0,-0.2797830893,-0.1440158597
omv:spi2_ind_lowOD_intracellularRNAs:1.0,10.034037844,0.8346282255
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-0.1569327703,0.9097882489
omv:spi2_ind_highOD_intracellularRNAs:1.0,8.4105816824,1.2651202371
omv:spi1_ind_highOD_intracellularRNAs:1.0,-8.3766173773,1.2637479136
omv:spi2_ind_highOD_intracellularRNAs:2.0,10.0412694473,1.5822369443
omv:spi2_ind_highOD_intracellularRNAs:3.0,9.8138350237,0.9497298455000001
omv:controlPCN_highOD_intracellularRNAs:1.0,6.5060126709,2.6116578058
omv:controlPCN_highOD_intracellularRNAs:2.0,4.2231684563,2.7200058653
omv:controlPCN_highOD_intracellularRNAs:3.0,7.2782658465,2.810038564
omv:spi1_ind_highOD_intracellularRNAs:2.0,-8.671402831,1.3700093464
omv:spi1_ind_highOD_intracellularRNAs:3.0,-9.2430005559,1.4251355141
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.0409661683,0.0344159897
omv:controlPCN_lowOD_intracellularRNAs:2.0,-0.7882451792,-0.1725974834
omv:spi2_ind_lowOD_intracellularRNAs:3.0,1.6970971725,0.613029134
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.7472790109,0.13818149370000002
sv5015:STM1625:1.0,-0.6353352234,0.0856062159
sv5015:STM1625:2.0,-0.7177894856,-0.0036074463
sv5015:STM1625:3.0,-0.7862392689000001,0.1193600217
sv5015:STM0581:1.0,-0.6449253291,-0.2129667014
sv5015:STM0581:2.0,-0.052820534200000005,-0.2143567032
sv5015:STM0581:3.0,0.6224516774000001,-0.2909022721
sv5015:WT:1.0,-0.5515465371,-0.0160962038
sv5015:WT:2.0,0.36774576600000003,0.1469469917
sv5015:WT:3.0,0.1838007711,-0.13085078790000002
tomato:tomato_root:1.0,7.2395172551,1.3886832485
tomato:tomato_root:2.0,9.4054460272,1.0021479403
tomato:tomato_root:3.0,9.4093611771,0.9094656902
tomato:LB:1.0,-0.6502929518,0.0089264645
tomato:LB:2.0,0.6502929518,-0.0089264645
AcrB_efflux_virulence:AcrB_D408A:1.0,1.6282578954,0.4505523547
AcrB_efflux_virulence:AcrB_D408A:2.0,0.357721014,0.3606107052
AcrB_efflux_virulence:AcrB_D408A:3.0,1.5902455429,-0.0271751019
AcrB_efflux_virulence:WT:1.0,0.1490529378,-0.0632885499
AcrB_efflux_virulence:WT:2.0,-0.1903424812,-0.0385527101
AcrB_efflux_virulence:WT:3.0,0.0412895434,0.10184125990000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-1.5373348881000002,0.3803809013
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-1.979864133,0.1284218387
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-1.3876258123,0.1121945689
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,1.2315577704,0.4633330869
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-1.3260486686,-0.1649307133
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-2.1000311057,0.2664772758
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-0.6430524912000001,-0.2841260103
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-1.4053810911,0.4085750477
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-1.2665113362,0.3567950171
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,1.5344071927,-0.45924072450000003
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-1.5492863699,0.16361191490000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-0.9329655755,0.009698922
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-2.5077750643,0.027134985
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,0.8111706200000001,-0.7934245939
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,0.5828489915,-0.5497087729
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,1.4420701085,-0.35066699430000003
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-2.3914468676,0.4172254016
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,1.5568891301,-0.20577694470000002
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-0.7986456397,0.0905255361
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,1.2618410323,-0.6218769503
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-2.1851181913,-0.0036221456
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-0.8731250442,0.2591548939
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,1.3849172122,-0.2709679386
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.511792168,0.0118130447
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,1.9279287774,0.009699544000000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,3.3741740217,-0.3727039002
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,2.8639467564,-0.23719839350000002
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-0.3270847839,0.2747062886
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,0.819968154,0.006341171400000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,0.9345550551,-0.1308536261
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,3.2025353537,-0.3899738337
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-0.4915505475,-0.5723347523
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-1.092360793,-0.2998656984
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-0.6258699898,0.5605179626
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,-3.2696688311,0.15526470950000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-0.7704562146,0.0415191434
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-0.6363854762000001,-0.17431500730000002
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-1.8724863223,-0.4554641223
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,0.9925664404000001,-0.337182813
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,-1.4457075226,0.3957246881
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,-1.4161739666,0.0732707277
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,3.215245716,-0.2835261067
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-1.613211312,0.4315567837
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,0.5376890429,-0.4184351416
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,1.9663930489,-0.2847183081
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,3.7599196231,-0.319316347
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,1.8735422759,-0.6940466725000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,0.2097009844,-0.17072300810000002
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,0.3394091544,0.0663478727
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,3.2894579497,-0.6087856805
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,1.9696934891,-0.3773560428
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,2.4071411355,-0.1500392281
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,3.0971615888,-0.3104533145
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,1.025683013,-0.32014057700000004
OPG:del_opgGH:1.0,0.577782843,0.5223029920000001
OPG:del_opgGH:2.0,0.9672764195,0.1815019655
OPG:del_opgGH:3.0,0.4687794584,0.0333480668
OPG:del_opgGH_pBK16:1.0,0.0246550154,-0.3037090582
OPG:del_opgGH_pBK16:2.0,-0.3845521328,-0.26502875530000003
OPG:del_opgGH_pBK16:3.0,0.3177645447,-0.4198623925
OPG:WT:1.0,0.0648629215,0.033222830200000004
OPG:WT:2.0,0.0865257085,0.0844590928
OPG:WT:3.0,-0.15138863,-0.11768192300000001
PinT:pinT+_1h:1.0,-0.1816312121,-0.18621961850000002
PinT:pinT+_1h:2.0,0.1816312121,0.18621961850000002
cold_shock_protein:WT_RNAseq:1.0,-0.0053514889000000005,0.0188977244
cold_shock_protein:WT_RNAseq:2.0,-0.1434334645,-0.0578318481
cold_shock_protein:WT_RNAseq:3.0,0.1487849534,0.0389341237
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-0.2697912959,0.08164688190000001
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-0.0865711158,0.0662094104
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-1.0867354976999999,0.043727094
dephostatin:LB_DMSO:1.0,0.0639867933,-0.0199488934
dephostatin:LB_DMSO:2.0,0.0893830475,0.0766587169
dephostatin:LB_DMSO:3.0,-0.1533698407,-0.0567098235
dephostatin:LB_Dephostatin:1.0,-0.9848213046000001,-0.0981199732
dephostatin:LB_Dephostatin:2.0,0.7921019651000001,-0.8467886824
dephostatin:LB_Dephostatin:3.0,-0.9779331287,-0.2336820127
dephostatin:LPM_DMSO:1.0,2.94844994,-0.5974468541
dephostatin:LPM_DMSO:2.0,3.4640587047,-0.8312312366
dephostatin:LPM_Dephostatin:1.0,5.3361799511,-0.31667772050000004
dephostatin:LPM_Dephostatin:2.0,2.9962927074000003,-0.7544691251000001
dephostatin:LPM_Dephostatin:3.0,7.283278303,-0.9435403436
efflux_inhibition:Chlorpromazine:1.0,7.0229977877,-0.629390424
efflux_inhibition:Chlorpromazine:2.0,4.405089371,-0.1343329678
efflux_inhibition:Chlorpromazine:3.0,-0.84916043,-0.4005096891
efflux_inhibition:PABN:1.0,7.8654759899,-0.2158762753
efflux_inhibition:PABN:2.0,9.2425066369,-0.6573984648
efflux_inhibition:no_treatment:1.0,-0.34174952480000004,-0.0090134212
efflux_inhibition:no_treatment:2.0,0.41073205560000003,0.2178150881
efflux_inhibition:no_treatment:3.0,-0.0689825307,-0.20880166700000002
efflux_inhibition:Chlorpromazine:4.0,-0.35043153800000004,-0.4116428318
