,BSU__misc_RNA_3
LBexp_1,-0.0079333333
LBexp_2,-0.0024333333000000003
LBexp_3,-0.0159333333
LBtran_1,-1.5953333333000002
LBtran_2,-0.1119333333
LBtran_3,-0.0433333333
LBstat_1,-0.9122333333
LBstat_2,-1.1608333333
LBstat_3,-1.5922333333
LBGexp_1,-0.0179333333
LBGexp_2,-0.0078333333
LBGexp_3,-0.0176333333
LBGtran_2,-0.039633333300000004
LBGtran_3,-0.0236333333
LBGstat_1,0.0021666667
LBGstat_2,-0.0099333333
LBGstat_3,-0.5630333333
S0_1,0.018466666700000002
S0_2,-0.0174333333
S0_3,0.0157666667
S1_1,-0.2219333333
S1_2,-0.0755333333
S1_3,-0.1600333333
S2_1,-0.15633333330000002
S2_2,-0.2308333333
S2_3,-0.5650333333
S3_1,-0.25873333330000003
S3_2,-0.2394333333
S4_1,-0.4202333333
S4_2,-0.22033333330000002
S4_3,-0.2760333333
S5_1,-0.8919333333
S5_2,-0.9185333333000001
S5_3,-0.6209333333
S6_1,-1.4606333333000001
S6_2,-6.9984333333
S6_3,-0.9096333333000001
S6/t_1,-1.7018333333
S6/t_2,-7.5223333333
S6_4,-2.3416333333
S6_5,-1.0206333333
S6_6,-0.7642333333
S7_4,-1.2149333333
S7_5,-1.6560333333
S7_6,-1.8041333333
S8_4,-2.4031333333
S8_5,-4.5280333333
G135_1,-0.0116333333
G135_3,-0.0288333333
G150_1,-0.0048333333
G150_2,-0.0018333333
G150_3,-0.0090333333
G180_1,-0.0144333333
G180_2,0.0042666667
G180_3,-0.0099333333
C30_1,-0.0089333333
C30_2,-0.0213333333
C90_1,-0.7146333333
C90_2,-0.46633333330000004
BI_1,-0.16843333330000002
BI_2,-0.0257333333
BC_2,-0.4834333333
BC/t_1,-1.0916333333
BC/t_2,-0.7205333333
BC_1,-0.3369333333
Sw_1,-1.2947333333
Sw_2,-0.5705333333
BT_1,-0.0656333333
BT_2,-0.3507333333
B36_1,-0.0657333333
B36_2,-0.1141333333
B60_1,-0.0330333333
B60_2,-0.0318333333
M9exp_1,0.0107666667
M9exp_2,-0.0104333333
M9exp_3,-0.0003333333
M9tran_1,-0.0714333333
M9tran_2,-0.1619333333
M9tran_3,-0.0126333333
M9stat_1,-0.9681333333000001
M9stat_2,-1.3081333333
M9stat_3,-1.4664333333
M+G_1,-0.0185333333
M+G_2,-0.020433333300000002
M+G_3,-0.019233333300000002
Glu_1,-0.008833333300000001
Glu_2,-0.0171333333
Glu_3,-0.0270333333
Fru_1,-0.0127333333
Fru_2,-0.0363333333
Fru_3,-0.0246333333
Mal_1,-0.0161333333
Mal_2,-0.030733333300000002
Mal_3,-0.018733333300000002
G+S_2,-0.035533333300000004
G+S_3,-0.041333333300000004
Pyr_1,-0.33483333330000004
Pyr_2,-0.0923333333
Pyr_3,-0.1683333333
Gly_1,-0.0648333333
Gly_2,-0.0230333333
Gly_3,-0.4888333333
Glucon_1,-0.1664333333
Glucon_2,-0.0368333333
Glucon_3,-1.3167333333
aero_1,-0.0098333333
aero_2,-0.0025333333
aero_3,0.014866666700000001
nit_1,-0.015133333300000001
nit_2,0.0090666667
nit_3,-0.1407333333
ferm_1,-0.030133333300000002
ferm_2,-0.0207333333
ferm_3,-0.0460333333
T-5.40H_1,-0.011433333300000001
T-4.40H_1,-0.0121333333
T-3.40H_1,-0.0066333333000000005
T-2.40H_1,-0.0218333333
T-1.40H_1,-0.027833333300000002
T-1.10H_1,-0.3749333333
T-0.40H_1,-0.0386333333
T0.0H_1,-0.1501333333
T0.30H_1,-0.7502333333000001
T1.0H_1,-0.9019333333
T1.30H_1,-0.9150333333
T2.0H_1,-0.9385333333
T2.30H_1,-0.5229333333
T3.0H_1,-0.8845333333000001
T3.30H_1,-0.22663333330000002
T4.0H_1,-0.2848333333
T5.0H_1,-0.8446333333
HPh_1,-0.0252333333
HPh_2,-0.0136333333
HPh_3,-0.0298333333
LPh_1,-0.0241333333
LPh_2,-0.0042333333
LPh_3,-0.0331333333
LPhT_1,-0.4483333333
LPhT_2,-0.7615333333000001
LPhT_3,-0.9408333333000001
SMMPr_1,-0.0026333333
SMMPr_2,-0.0174333333
SMMPr_3,-0.0193333333
HiTm_1,-0.0271333333
HiTm_2,-0.008533333300000001
HiTm_3,-0.013133333300000001
LoTm_1,-0.0770333333
LoTm_2,-0.1509333333
LoTm_3,-0.1521333333
HiOs_1,-0.0200333333
HiOs_2,-0.0741333333
HiOs_3,-0.0177333333
BMM_1,0.0006666667
BMM_2,-0.0046333333
BMM_3,-0.0170333333
Heat_1,-0.0184333333
Heat_2,-0.0268333333
Heat_3,-0.0309333333
Cold_1,-0.005033333300000001
Cold_2,-0.0236333333
Cold_3,-0.0866333333
Etha_1,-2.2709333333
Etha_2,-2.6276333333
Etha_3,-2.1382333333
SMM_1,-0.0202333333
SMM_2,-0.0084333333
SMM_3,-0.0032333333000000002
Salt_1,-0.0681333333
Salt_2,-0.06883333330000001
Salt_3,-0.0309333333
Mt0_1,-0.0102333333
Mt0_3,0.0284666667
M0t45_1,-0.0160333333
M0t45_2,0.009466666700000001
M0t45_3,0.0189666667
M0t90_1,-2.2620333333
M0t90_2,-0.7151333333000001
M0t90_3,-1.8635333333
M40t45_1,-0.0361333333
M40t45_2,-0.6202333333
M40t45_3,0.0027666667
M40t90_1,-2.4708333333
M40t90_2,-1.3499333333
M40t90_3,-1.4726333333000001
dia0_1,-0.0100333333
dia0_2,-0.005033333300000001
dia0_3,0.0138666667
dia5_1,-0.008533333300000001
dia5_2,-0.0305333333
dia5_3,-0.013433333300000001
dia15_1,-0.0450333333
dia15_2,-0.0082333333
dia15_3,-0.0186333333
Diami_1,-0.2361333333
Diami_2,-0.055633333300000004
Diami_3,-0.1014333333
Paraq_1,-0.0243333333
Paraq_2,0.0007666667000000001
Paraq_3,-0.18653333330000002
H2O2_1,-0.0046333333
H2O2_2,-0.0099333333
H2O2_3,-0.0331333333
Oxctl_1,-0.0670333333
Oxctl_2,-0.032133333300000004
Oxctl_3,-0.0147333333
GM-0.1_1,-0.2722333333
GM-0.2_1,-0.4521333333
GM+5_1,-0.13063333330000002
GM+15_1,-0.3135333333
GM+25_1,0.0080666667
GM+45_1,-0.0026333333
GM+60_1,0.0039666667000000004
GM+90_1,-0.0220333333
GM+120_1,-0.7568333333
GM+150_1,-0.030633333300000003
GM-0.1_2,0.0118666667
GM-0.2_2,-0.0292333333
GM+5_2,0.006666666700000001
GM+10_2,-0.0769333333
GM+15_2,-0.045933333300000004
GM+25_2,0.006366666700000001
GM+45_2,-0.1131333333
GM+60_2,-0.1803333333
GM+90_2,-0.0348333333
GM+150_2,-0.1337333333
GM-0.1_3,-0.0197333333
GM-0.2_3,0.011166666700000001
GM+5_3,-0.0033333333
GM+10_3,-0.09353333330000001
GM+15_3,-0.0363333333
GM+25_3,-0.1175333333
GM+45_3,-0.6615333333
GM+60_3,-0.5117333333
GM+90_3,-0.0271333333
GM+120_3,-0.0883333333
GM+150_3,-0.0106333333
MG-0.1_1,-0.0638333333
MG+5_1,-0.06253333330000001
MG+10_1,0.0009666667
MG+15_1,-0.005033333300000001
MG+25_1,-0.007033333300000001
MG+45_1,-0.0213333333
MG+120_1,-0.7502333333000001
MG+150_1,-0.0214333333
MG-0.1_2,-0.22233333330000002
MG-0.2_2,0.0068666667
MG+5_2,-0.1112333333
MG+10_2,0.0069666667000000005
MG+15_2,-0.0264333333
MG+25_2,-0.035033333300000004
MG+45_2,-0.37113333330000003
MG+60_2,-0.031633333300000004
MG+90_2,-0.1165333333
MG+120_2,-0.0173333333
MG-0.1_3,-0.0067333333
MG-0.2_3,-0.0303333333
MG+5_3,-0.0363333333
MG+10_3,-0.3462333333
MG+15_3,-0.0033333333
MG+25_3,-0.0063333333000000006
MG+45_3,0.0096666667
MG+60_3,-0.0337333333
MG+90_3,0.0053666667
MG+120_3,-0.013433333300000001
MG+150_3,-0.0155333333
