,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,2AA__WT,0.0,5.58842530164546,4.0,0.0,0.3835143407,1.0,-0.9475746174,2.0,7.0823032635,3.0,-6.5182429868
1,2AA__del_ridA,1.63449304065,0.47302675038322756,4.0,4.0,1.7790583607000001,5.0,1.1951961978,6.0,2.2368031594,7.0,1.3269144447
2,GC_MS__WT,0.0,1.4584395698487451,3.0,8.0,-1.6802809396,9.0,0.9378029084,10.0,0.7424780312,,
3,GC_MS__del_slyA,-0.10121568475000003,1.1070483755458187,2.0,11.0,-0.8840170982000001,12.0,0.6815857287,,,,
4,Rho__WT,-3.700743415417188e-17,2.0492728629458825,3.0,13.0,-1.6148423883,14.0,2.305330508,15.0,-0.6904881197,,
5,Rho__rho_Y80C,17.264014890899997,2.1163343164364683,3.0,16.0,14.8246379102,17.0,18.6100002476,18.0,18.3574065149,,
6,Rho__rho_K130Q,11.295648762566666,3.133612098929372,3.0,19.0,8.4533760604,20.0,10.7775483562,21.0,14.6560218711,,
7,flagella__WT,0.0,0.024538431763989007,2.0,22.0,0.0173512915,23.0,-0.0173512915,,,,
8,flagella__del_rfaL,1.2564942363,0.5550895289695282,2.0,24.0,1.6490018064,25.0,0.8639866662000001,,,,
9,flagella__del_rfaG,-1.5973091925,0.8723379096505476,2.0,26.0,-0.9804731411000001,27.0,-2.2141452439,,,,
10,flagella__del_rfaD,1.0435606471,1.8319526114942655,2.0,28.0,2.3389467615,29.0,-0.2518254673,,,,
11,nusG__WT_OD08,0.0,0.04896006150854127,2.0,30.0,0.0346199915,31.0,-0.0346199915,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,-11.013870604266666,3.9054726668984934,3.0,32.0,-15.4980642256,33.0,-8.357379746,45.0,-9.1861678412,,
13,omv__spi2_ind_highOD_intracellularRNAs,-25.188600456366668,4.310355988968272,3.0,34.0,-29.9241973917,36.0,-21.4942425286,37.0,-24.1473614488,,
14,omv__spi1_ind_highOD_intracellularRNAs,-5.066179258166667,0.8431881241892264,3.0,35.0,-4.9551339652,41.0,-4.2840158537,42.0,-5.9593879556000005,,
15,omv__controlPCN_highOD_intracellularRNAs,-15.329676637233334,4.158425387344862,3.0,38.0,-10.5529475552,39.0,-18.1418880371,40.0,-17.2941943194,,
16,omv__controlPCN_lowOD_intracellularRNAs,-1.4802973661668753e-16,4.321048999623861,3.0,43.0,-3.0820798132,44.0,4.9391353255,46.0,-1.8570555123,,
17,sv5015__STM1625,-4.014839744966667,0.237660856370312,3.0,47.0,-3.7582919371,48.0,-4.2274943301,49.0,-4.0587329677,,
18,sv5015__STM0581,-0.051778616266666654,0.46878137954571664,3.0,50.0,-0.5271064339,51.0,-0.038399306,52.0,0.4101698911,,
19,sv5015__WT,0.0,0.3781827558996153,3.0,53.0,-0.4015200894,54.0,0.0520710733,55.0,0.3494490161,,
20,tomato__tomato_root,1.6852321210666668,0.992348260251489,3.0,56.0,2.8269708314,57.0,1.0302223617,58.0,1.1985031701,,
21,tomato__LB,0.0,3.9307512867235936,2.0,59.0,2.77946089,60.0,-2.77946089,,,,
22,AcrB_efflux_virulence__AcrB_D408A,-2.177204328966667,0.5033767934303999,3.0,61.0,-2.2147766561,62.0,-2.6607422006,63.0,-1.6560941302,,
23,AcrB_efflux_virulence__WT,4.625929269271485e-18,0.6425516832682568,3.0,64.0,-0.6748214385,65.0,0.6044962585,66.0,0.07032518,,
24,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_0,1.0075880387999998,5.280118763785311,3.0,67.0,-2.8791788195,74.0,-1.1171284204,75.0,7.0190713563,,
25,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_16,26.452617759233334,0.35548234498664466,3.0,68.0,26.8629489255,69.0,26.2568834056,71.0,26.2380209466,,
26,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_0,-6.437977615099999,7.465776496064354,3.0,70.0,-6.2557794115,106.0,-13.9931856088,107.0,0.935032175,,
27,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_32,24.553271129266665,1.989712496227991,3.0,72.0,26.1570249689,79.0,25.1761524465,110.0,22.3266359724,,
28,Chlortetracycline_florfenicol_MDR__530_Florfenicol_0,-1.6057933264,6.089562697068098,3.0,73.0,-1.2289925473,76.0,4.2866195291,109.0,-7.875006961,,
29,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_16,25.9403154174,2.156055732768183,3.0,77.0,27.5422585529,78.0,26.7897710567,86.0,23.4889166426,,
30,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_32,27.72911672055,0.07280778210556677,2.0,80.0,27.6776338441,95.0,27.780599597,,,,
31,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_16,25.021514988,0.2563181842152156,2.0,81.0,24.840270661799998,82.0,25.2027593142,,,,
32,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_0,6.7646177491,8.225074447230377,3.0,83.0,-0.8167392388,84.0,15.509498432000001,85.0,5.6010940541,,
33,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_0,2.9684735052333338,10.66561216997998,3.0,87.0,14.8599732861,100.0,-0.20248672080000002,101.0,-5.7520660496,,
34,Chlortetracycline_florfenicol_MDR__5317_Florfenicol_0,0.0,6.29612837661692,3.0,88.0,-0.3424179309,89.0,-6.1179320733,90.0,6.4603500042,,
35,Chlortetracycline_florfenicol_MDR__1434_Florfenicol_16,30.886928323633338,0.7205713924693431,3.0,91.0,30.2547713141,92.0,30.734491868,93.0,31.6715217888,,
36,Chlortetracycline_florfenicol_MDR__1434_Florfenicol_0,-0.2518043895666667,4.083817890101696,3.0,94.0,-4.8352108798,119.0,3.0000328402,120.0,1.0797648709,,
37,Chlortetracycline_florfenicol_MDR__5317_Florfenicol_16,31.31404494035,0.3560496539540034,2.0,96.0,31.0622798156,97.0,31.5658100651,,,,
38,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_16,30.41478280706666,1.1586752992775864,3.0,98.0,30.6267120136,99.0,29.1647714575,105.0,31.4528649501,,
39,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_32,27.00432659493333,1.3218644579305763,3.0,102.0,28.1849543903,103.0,27.2518158673,104.0,25.5762095272,,
40,Chlortetracycline_florfenicol_MDR__530_Florfenicol_16,29.307240136133334,1.328906136586019,3.0,108.0,27.9673807064,111.0,30.6249152109,112.0,29.3294244911,,
41,Chlortetracycline_florfenicol_MDR__1306_Florfenicol_0,3.066977456,4.310392060819559,3.0,113.0,4.6196634444,114.0,-1.8046499464,115.0,6.38591887,,
42,Chlortetracycline_florfenicol_MDR__1306_Florfenicol_16,30.3927906139,1.3047012668693738,3.0,116.0,28.9589723074,117.0,31.5101609934,118.0,30.7092385409,,
43,OPG__del_opgGH,-14.065882167066666,2.1401503174000336,3.0,121.0,-11.7762328608,122.0,-14.4054907487,123.0,-16.0159228917,,
44,OPG__del_opgGH_pBK16,-0.44092722533333334,1.041156050425934,3.0,124.0,0.6638553396,125.0,-0.5827122067,126.0,-1.4039248089,,
45,OPG__WT,3.33333360913457e-11,0.4079966224829001,3.0,127.0,-0.0169264558,128.0,0.4161964315,129.0,-0.3992699756,,
46,PinT__pinT+_1h,0.0,0.2980314195917787,2.0,130.0,-0.2107400378,131.0,0.2107400378,,,,
47,cold_shock_protein__WT_RNAseq,3.33333360913457e-11,0.8526454662775418,3.0,132.0,-0.984169724,133.0,0.5157862731,134.0,0.468383451,,
48,cold_shock_protein__DeltaCspCE_RNAseq,-6.9811093983,1.08826887724519,3.0,135.0,-5.7266956768,136.0,-7.5437886629,137.0,-7.6728438552,,
49,dephostatin__LB_DMSO,0.0,1.59861926913644,3.0,138.0,-0.26521360720000003,139.0,-1.4494266583,140.0,1.7146402655,,
50,dephostatin__LB_Dephostatin,1.5474869699999998,1.4151501275781426,3.0,141.0,1.0585194058,142.0,3.1422792074,143.0,0.4416622968,,
51,dephostatin__LPM_DMSO,12.63648484285,0.7183199009881921,2.0,144.0,13.1444137159,145.0,12.1285559698,,,,
52,dephostatin__LPM_Dephostatin,9.563864716666666,2.6905559644088557,3.0,146.0,8.2427351502,147.0,12.6595996991,148.0,7.7892593007,,
53,efflux_inhibition__Chlorpromazine,-9.84001473875,4.444370913907051,4.0,149.0,-7.8059412871,150.0,-16.4238626648,151.0,-6.7217514712,157.0,-8.4085035319
54,efflux_inhibition__PABN,-1.9900000708999999,4.938238570350594,3.0,152.0,-3.4980364004,153.0,-5.99839411,158.0,3.5264302977,,
55,efflux_inhibition__no_treatment,0.0,2.0802436392899404,3.0,154.0,1.0955389492,155.0,-2.3990553539,156.0,1.3035164047,,
56,fis_regulatory_network__GX_EE,-0.6617095749000002,8.474002635988294,2.0,159.0,-6.6537343026,160.0,5.3303151528,,,,
57,fis_regulatory_network__GX_TS,-34.9672493984,0.28237798195760744,2.0,161.0,-34.7675780125,162.0,-35.1669207843,,,,
58,fis_regulatory_network__WT_EE,0.0,0.9410208699786955,2.0,163.0,-0.6654022384,164.0,0.6654022384,,,,
59,fis_regulatory_network__WT_TS,-37.4157360183,0.26389943720645775,2.0,165.0,-37.2291309367,166.0,-37.6023410999,,,,
60,fis_regulatory_network__OX_EE,8.18490565775,0.10554979634725137,2.0,167.0,8.110270681,168.0,8.2595406345,,,,
61,fis_regulatory_network__OX_TS,-35.4148541561,0.16183689316056513,2.0,169.0,-35.5292901207,170.0,-35.3004181915,,,,
62,persisters__rep,0.0,0.967682697444647,2.0,171.0,-0.6842549974000001,172.0,0.6842549974000001,,,,
63,proQ_pulse_expression__empty_vector,0.0,1.0768642642943538,2.0,173.0,-0.7614580237,174.0,0.7614580237,,,,
64,proQ_pulse_expression__long_STnc540_overexpression,0.78017136575,0.575137848865728,2.0,175.0,0.37348749270000003,176.0,1.1868552388,,,,
65,proQ_pulse_expression__short_STnc540_overexpression,0.35202901820000004,0.17312805980247473,2.0,177.0,0.47444904330000004,178.0,0.22960899310000002,,,,
66,proQ_virulence__dhfq_dproQ_LB,7.507640169733333,7.9588019813603825,3.0,179.0,16.1798400555,180.0,5.8054044668,181.0,0.5376759869000001,,
67,proQ_virulence__dhfq_dproQ_SPI-2,3.9982539587666666,0.569131926645128,3.0,182.0,4.194927849,183.0,4.4429646042,184.0,3.3568694231,,
68,proQ_virulence__dhfq_LB,8.204739048233334,5.9580347646886125,3.0,185.0,11.9836004573,186.0,1.3365200277,187.0,11.2940966597,,
69,proQ_virulence__dhfq_SPI-2,3.1390021488333333,1.0207611136310184,3.0,188.0,4.2001178991,189.0,3.0528295508,190.0,2.1640589966,,
70,proQ_virulence__dproQ_LB,3.0911993852,2.1962931645307453,3.0,191.0,3.3821313879,192.0,0.7639399491000001,193.0,5.1275268186,,
71,proQ_virulence__dproQ_SPI-2,8.485802873033334,1.8843856136630517,3.0,194.0,10.6474605436,195.0,7.1897155247,196.0,7.6202325508,,
72,proQ_virulence__WT_LB,0.0,4.0712074114532335,3.0,197.0,0.1375740635,198.0,-4.1382507335,199.0,4.00067667,,
73,proQ_virulence__WT_SPI-2,6.0510565203,0.9297009396431274,3.0,200.0,5.8178282691,201.0,7.0751657006,202.0,5.2601755912,,
74,rcsB__del_rcsB_S207C,4.1481105948,2.028950537558915,2.0,203.0,2.713425911,211.0,5.5827952786,,,,
75,rcsB__del_rcsB_WT,-3.700743415417188e-17,1.7279356409139373,3.0,204.0,-1.6431719239,212.0,1.8017650785,218.0,-0.1585931546,,
76,rcsB__del_rcsB,4.0725413737,0.8248202901141914,2.0,205.0,4.6557773941,213.0,3.4893053533,,,,
77,rcsB__del_rcsB_H12A,4.290368124033333,1.7455899936932266,3.0,206.0,6.1477588626,214.0,4.0396544354,219.0,2.6836910741,,
78,rcsB__del_rcsB_D56A,3.3402317592,1.896523999770745,3.0,207.0,1.5393844679000002,215.0,3.1615284166,220.0,5.3197823931,,
79,rcsB__del_rcsB_M88A,3.4794004052,1.725062866817839,2.0,208.0,4.6992040563,221.0,2.2595967541,,,,
80,rcsB__del_rcsB_H77A,2.7040026613,1.5882243049784166,3.0,209.0,2.6012291465,216.0,1.169660991,222.0,4.3411178464,,
81,rcsB__del_rcsB_L108A,4.787596039066666,2.36275978952414,3.0,210.0,7.3863007017,217.0,2.7687408375,223.0,4.207746578,,
82,ribodepletion__RiboZero,0.0,0.11652153068273743,2.0,224.0,-0.0823931645,225.0,0.0823931645,,,,
83,single_carbon_source__mucic,0.0,1.9255623443678884,2.0,226.0,1.3615781913,227.0,-1.3615781913,,,,
84,single_carbon_source__tartarate,6.64117997225,0.16632160640950389,2.0,228.0,6.758787108,229.0,6.5235728365,,,,
85,ssrA_ssrB_TCS__ssrB_minus,0.0,1.5108925084713505,3.0,230.0,1.0070827626,231.0,0.7302067308,232.0,-1.7372894934,,
86,ssrA_ssrB_TCS__ssrB_plus,3.0293106137,1.4844153026631517,3.0,233.0,3.3901833252,234.0,4.3000175849,235.0,1.397730931,,
87,yedF__WT,0.0,0.7865736996139294,2.0,236.0,-0.5561915969,237.0,0.5561915969,,,,
88,yedF__del_yedF,-6.181845930366666,3.917811441074835,3.0,238.0,-4.5594896107,239.0,-10.6502383944,240.0,-3.335809786,,
89,14028S_paratyphiA__37C_stationary,2.3375433561,4.614087789577079,2.0,241.0,-0.9251094089,245.0,5.6001961211,,,,
90,14028S_paratyphiA__42C_log,2.1413378179,1.524137724844808,2.0,242.0,3.2190659386,244.0,1.0636096972,,,,
91,14028S_paratyphiA__37C_log,0.0,0.8954518903601855,2.0,243.0,-0.6331801039,246.0,0.6331801039,,,,
92,7TF__hilC,-0.14621808415,0.8987974642012824,2.0,247.0,0.4893276977,260.0,-0.781763866,,,,
93,7TF__del_hilD,-2.36893656105,0.0448197423546403,2.0,248.0,-2.4006289048,262.0,-2.3372442173,,,,
94,7TF__WT,5.551115123125783e-17,1.843167307717416,4.0,249.0,-0.11936999370000001,251.0,2.6392150547,261.0,-1.1233899215,268.0,-1.3964551395
95,7TF__hilD,-0.7871148702000001,2.3303178690140225,2.0,250.0,0.8606686973000001,257.0,-2.4348984377000003,,,,
96,7TF__del_sprB,2.5940783602,0.1635464291629964,2.0,252.0,2.7097231493000002,267.0,2.4784335711,,,,
97,7TF__del_rtsB,4.6180226164,1.5058988075509323,2.0,253.0,3.5531913578000003,259.0,5.682853875,,,,
98,7TF__rtsA,0.06337133480000001,3.4683529782936517,2.0,254.0,2.5158672453,263.0,-2.3891245757,,,,
99,7TF__del_invF,1.5574231089000001,0.9504672448088046,2.0,255.0,0.8853412748,258.0,2.2295049430000002,,,,
100,7TF__sprB,3.7388381564,0.8833225353204727,2.0,256.0,4.3634415111,266.0,3.1142348017,,,,
101,7TF__invF,0.3146888721500001,2.2692633823386776,2.0,264.0,-1.2899226538,265.0,1.9193003981,,,,
102,MMC__del_rtcB_No treatment,3.5805461679666664,0.5007213363695542,3.0,269.0,3.3104273928,283.0,3.2728881037,288.0,4.1583230074,,
103,MMC__WT_No_treatment,1.4802973661668753e-16,2.952066704683746,3.0,270.0,-1.170892146,271.0,3.3578920176000002,274.0,-2.1869998716,,
104,MMC__del_rtcR_No_treatment,2.23019407125,1.0621069502257632,2.0,272.0,2.9812170981,281.0,1.4791710444000001,,,,
105,MMC__del_rtcR_3mM_MMC,10.919164886733332,4.014678352154852,3.0,273.0,13.7188477645,277.0,12.7191631484,278.0,6.3194837473,,
106,MMC__del_rtcB_3mM_MMC,15.0142443675,1.038321471005079,3.0,275.0,16.1845455099,276.0,14.2034659961,280.0,14.6547215965,,
107,MMC__del_rsr_No_treatment,2.6086562842333336,0.3854111056439926,3.0,279.0,2.9503120783,287.0,2.6848004689,289.0,2.1908563055,,
108,MMC__del_rsr_3mM_MMC,13.24012289445,0.3468972324638014,2.0,282.0,12.994829509,285.0,13.4854162799,,,,
109,MMC__WT_3mM_MMC,12.9125067895,0.7083739124372155,2.0,284.0,13.4134027866,286.0,12.4116107924,,,,
110,Nontyphoidal_comparisons__rep,1.4802973661668753e-16,2.1868404744904835,3.0,290.0,1.7932267123,291.0,0.6430374905,292.0,-2.4362642028,,
111,araC__delta_araC_LB,3.0457248875,2.318510966687346,2.0,293.0,4.6851597143,296.0,1.4062900607,,,,
112,araC__WT_LB,0.0,3.101661738867404,2.0,294.0,2.1932060485,295.0,-2.1932060485,,,,
113,csgD__WT_planktonic_TP1,5.818542240000001e-17,,1.0,297.0,5.818542240000001e-17,,,,,,
114,csgD__del_csgD_planktonic_TP2,-1.1692287537000001,,1.0,298.0,-1.1692287537000001,,,,,,
115,csgD__WT_aggregate_TP2,0.5266772039000001,,1.0,299.0,0.5266772039000001,,,,,,
116,csgD__del_csgD_planktonic_TP1,-1.2208445921,,1.0,300.0,-1.2208445921,,,,,,
117,csgD__WT_planktonic_TP3,1.2013144555,,1.0,301.0,1.2013144555,,,,,,
118,csgD__del_csgD_planktonic_TP3,-0.6400761553000001,,1.0,302.0,-0.6400761553000001,,,,,,
119,csgD__WT_planktonic_TP2,2.0308725042,,1.0,303.0,2.0308725042,,,,,,
120,csgD__WT_aggregate_TP3,-0.042434162500000004,,1.0,304.0,-0.042434162500000004,,,,,,
121,csgD__PcsgD_planktonic_lux_TP1,-0.35882299640000004,,1.0,305.0,-0.35882299640000004,,,,,,
122,csgD__PcsgD_planktonic_lux_TP4,7.4871964479,,1.0,306.0,7.4871964479,,,,,,
123,csgD__PcsgD_aggregate_lux_TP3,0.3848295936,,1.0,307.0,0.3848295936,,,,,,
124,csgD__PcsgD_planktonic_lux_TP2,5.7949018946,,1.0,308.0,5.7949018946,,,,,,
125,csgD__PcsgD_planktonic_lux_TP3,2.3270049709,,1.0,309.0,2.3270049709,,,,,,
126,csgD__del_csgD_planktonic_TP4,3.0394360543,,1.0,310.0,3.0394360543,,,,,,
127,csgD__WT_aggregate_TP4,1.2670303454,,1.0,311.0,1.2670303454,,,,,,
128,csgD__PcsgD_aggregate_lux_TP4,1.1348326774,,1.0,312.0,1.1348326774,,,,,,
129,csgD__PcsgD_aggregate_lux_TP2,0.615525066,,1.0,313.0,0.615525066,,,,,,
130,csrA__10min_LB_csrA,-13.60006141385,0.9106325195601871,2.0,314.0,-14.2439758436,345.0,-12.9561469841,,,,
131,csrA__10min_LB_WT,-14.81597773665,0.546782078657508,2.0,315.0,-15.2026110523,338.0,-14.429344421,,,,
132,csrA__02.5min_LB_csrA,-8.900729187100001,0.07282659022670868,2.0,316.0,-8.9522253629,344.0,-8.8492330113,,,,
133,csrA__05min_mLPM_WT,-32.6135666977,4.214436433630819,2.0,317.0,-35.5936232788,332.0,-29.6335101166,,,,
134,csrA__15min_mLPM_csrA,-23.02130940885,1.7657666535948568,2.0,318.0,-21.7727238341,336.0,-24.2698949836,,,,
135,csrA__05min_LB_WT,-18.95429661015,2.0928063714320295,2.0,319.0,-17.4744590332,331.0,-20.4341341871,,,,
