,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.11582515848959608,2.0,0.0,-0.081900755,1.0,0.081900755,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,-0.435614147,0.19769328299387473,2.0,2.0,-0.575404408,3.0,-0.29582388600000004,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,0.20526423666666668,0.10886550899685421,3.0,4.0,0.206895448,5.0,0.313304974,6.0,0.09559228800000001,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,-0.8447845265,0.08356386909604725,2.0,7.0,-0.9038731050000001,8.0,-0.7856959480000001,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.06283824760588413,2.0,9.0,-0.044433351,10.0,0.044433351,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,-0.12635406050000003,0.3581340304431206,2.0,11.0,-0.37959306200000004,12.0,0.126884941,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,-4.999999997368221e-10,0.10365577088230933,2.0,13.0,-0.073295699,14.0,0.073295698,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.1233375885,0.17292172745803708,4.0,15.0,-0.056348487,16.0,0.346154295,17.0,0.043286055000000004,18.0,0.160258491,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-2.7416288929999997,0.16495327709134971,4.0,19.0,-2.809245936,20.0,-2.755001554,21.0,-2.5093031359999998,22.0,-2.892964946,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.3271473866666667,0.1717749990553591,3.0,23.0,0.205033194,24.0,0.523566011,25.0,0.25284295500000004,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.19136393059749424,2.0,26.0,0.13531473300000002,27.0,-0.13531473300000002,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,-0.706036769,0.12221263364917656,2.0,28.0,-0.6196193870000001,29.0,-0.792454151,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,-0.218717694,0.06892754714954674,2.0,30.0,-0.169978558,31.0,-0.26745683,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,4.999999997368221e-10,0.10073838406763562,2.0,32.0,-0.071232794,33.0,0.071232795,,,,,,,,,,,,
14,Catabolite_repression__delHfq,-0.3178877415,0.010898814302230306,2.0,34.0,-0.325594367,35.0,-0.31018111600000003,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,-0.7346966085,0.17227176395563817,2.0,36.0,-0.856511141,37.0,-0.612882076,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,3.3333334240973994e-10,0.26323420016792115,3.0,38.0,0.16238659400000002,39.0,0.141326792,40.0,-0.303713385,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,-1.1594193099999999,0.06831265677583431,3.0,41.0,-1.236370231,42.0,-1.135961702,43.0,-1.105925997,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.1178167134250995,2.0,44.0,0.08330899700000001,45.0,-0.08330899700000001,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,-0.39861742050000004,0.024540714304678655,2.0,46.0,-0.415970326,47.0,-0.381264515,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,-0.30394988700000003,,1.0,48.0,-0.30394988700000003,,,,,,,,,,,,,,
21,HapZ_SagS_mutant__delHapZp,-0.10097350000000002,0.2902629892130142,2.0,49.0,0.104273428,50.0,-0.30622042800000004,,,,,,,,,,,,
22,HapZ_SagS_mutants__PA_HapZ_SagS_wt,0.1519749435,0.22683305515872976,2.0,51.0,0.312370135,52.0,-0.008420248,,,,,,,,,,,,
23,HapZ_SagS_mutants__delHApZ,-0.25068864900000004,0.1612250311511061,3.0,53.0,-0.35905500700000004,54.0,-0.065409856,55.0,-0.32760108400000004,,,,,,,,,,
24,HapZ_SagS_mutants__delSagS,0.293863233,0.38826931388631264,3.0,56.0,0.264865538,57.0,-0.079094253,58.0,0.695818414,,,,,,,,,,
25,HapZ_SagS_mutants__delHapZp,0.14322363600000002,,1.0,59.0,0.14322363600000002,,,,,,,,,,,,,,
26,yhjH_knockout__PA_delyhjH_wt,0.0,0.03706852726828108,2.0,60.0,-0.026211407000000003,61.0,0.026211407000000003,,,,,,,,,,,,
27,yhjH_knockout__PA_delyhjH,0.15743527400000001,0.0028440046871357366,2.0,62.0,0.15944628900000002,63.0,0.155424259,,,,,,,,,,,,
28,yhjH_knockout__PA_delwspF,-0.07872685050000001,0.39273773055039585,2.0,64.0,0.198980662,65.0,-0.35643436300000003,,,,,,,,,,,,
29,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Acetate,-0.22591747125,0.05920970782693217,4.0,66.0,-0.18359297,67.0,-0.27215036600000003,68.0,-0.281325661,69.0,-0.166600888,,,,,,,,
30,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Glycerol,1.734723475976807e-18,0.06464622554829479,4.0,70.0,-0.092898409,71.0,0.049400545000000004,72.0,0.00561135,73.0,0.037886514,,,,,,,,
31,Pseudomonas_culture_MOPS_Glycerol_Acetate__Gly_Hypoxia,-1.2472230130000002,0.1474583892761339,2.0,74.0,-1.35149184,75.0,-1.142954186,,,,,,,,,,,,
32,Pseudomonas_culture_MOPS_Glycerol_Acetate__Glycerol_wt,3.333333331578814e-10,0.07288378788657998,3.0,76.0,-0.080270038,77.0,0.0620345,78.0,0.018235539000000002,,,,,,,,,,
33,p-anisaldehyde_epigallocatechin_gallate__Microbe_Control_1,0.0,0.07063054170714289,2.0,79.0,0.049943335000000005,82.0,-0.049943335000000005,,,,,,,,,,,,
34,p-anisaldehyde_epigallocatechin_gallate__Microbe_p-anisaldehyde,0.09942055100000001,0.04712173873384133,2.0,80.0,0.13274065200000001,81.0,0.06610045,,,,,,,,,,,,
35,Lung_infection_transcriptome__PA01_LS1,-0.0448241845,0.07786744656529325,2.0,83.0,-0.099884784,84.0,0.010236415,,,,,,,,,,,,
36,Lung_infection_transcriptome__PA01_CS1,0.0,0.1705372699122605,2.0,85.0,-0.12058806,86.0,0.12058806,,,,,,,,,,,,
37,Testosterone_treatment__Testosterone_Control,0.0,0.08505605320186146,2.0,87.0,-0.060143712,88.0,0.060143712,,,,,,,,,,,,
38,Testosterone_treatment__Testosterone_2.5,0.21524218350000002,0.02556212580746195,2.0,89.0,0.19716703100000002,90.0,0.23331733600000001,,,,,,,,,,,,
39,Planktonic_biofilm_coumarin__E-MTAB-6629:BC_COU,0.4423122796666667,0.15445343406694545,3.0,91.0,0.49533114100000003,92.0,0.268332128,93.0,0.56327357,,,,,,,,,,
40,Planktonic_biofilm_coumarin__E-MTAB-6629:PC_COU,-0.6677399356666666,0.231742897651297,3.0,94.0,-0.78015883,95.0,-0.401230073,96.0,-0.821830904,,,,,,,,,,
41,Planktonic_biofilm_coumarin__E-MTAB-6629:BC_CTRL,3.3333334240973994e-10,0.5678826820654067,6.0,97.0,0.513665302,98.0,0.530836356,99.0,0.40662481500000003,100.0,-0.631676851,101.0,-0.121015441,102.0,-0.698434179,,,,
42,Dispersed_cells__PAO1_dispersed_wt,0.0,0.5737077592711932,2.0,103.0,0.40567264700000005,104.0,-0.40567264700000005,,,,,,,,,,,,
43,Dispersed_cells__PyhjH_dispersed,0.2889964945,0.34477796421483126,2.0,105.0,0.045201658000000006,106.0,0.532791331,,,,,,,,,,,,
44,Dispersed_cells__PA01_Planktonic,0.25537639900000003,0.39565893220615406,2.0,107.0,0.535149513,108.0,-0.024396715000000003,,,,,,,,,,,,
45,Dispersed_cells__PAO1_Biofilm,1.507538105,0.016024682977846573,2.0,109.0,1.496206943,110.0,1.518869267,,,,,,,,,,,,
46,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_Doxorubicin,0.011910831000000002,0.04795591143399101,3.0,111.0,0.043122006000000004,112.0,-0.043307461000000005,113.0,0.035917948000000005,,,,,,,,,,
47,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_wt,3.3333334240973994e-10,0.1448363456219107,3.0,114.0,-0.154338747,115.0,0.021382007,116.0,0.13295674100000002,,,,,,,,,,
48,gcsR_mutant__PAO1_rep_wt,0.0,0.008702234462628664,2.0,117.0,-0.006153409,118.0,0.006153409,,,,,,,,,,,,
49,gcsR_mutant__GcsR_rep,-0.09325720500000001,0.1385874051943887,2.0,119.0,0.0047388890000000005,120.0,-0.19125329900000002,,,,,,,,,,,,
50,ampC_mutation__PA_Cef_taz_wt,0.0,0.07437496768416019,2.0,121.0,-0.052591044,126.0,0.052591044,,,,,,,,,,,,
51,ampC_mutation__PA_mutS_Cef_taz,0.1586741975,0.1352636462338874,2.0,122.0,0.06302835600000001,127.0,0.254320039,,,,,,,,,,,,
52,ampC_mutation__PA_mutS,-0.1859310115,0.5800837638849754,6.0,123.0,-0.02934479,124.0,-0.718331303,125.0,0.024287363000000003,128.0,0.237453202,129.0,-1.062435842,130.0,0.432785301,,,,
53,Riboregulatory_protein_RsmN__Prelim_Total_Lib_wt,-1.9999998324138346e-10,0.7230710714167845,5.0,131.0,-0.881666393,132.0,-0.689666756,135.0,0.46198799100000004,136.0,0.6239365370000001,137.0,0.48540862,,,,,,
54,Riboregulatory_protein_RsmN__Prelim_RsmN_Lib,-0.9038134390000001,0.23889149771204837,2.0,133.0,-0.734891641,134.0,-1.072735237,,,,,,,,,,,,
55,Riboregulatory_protein_RsmN__Final_RsmN_Lib,0.3371683616666667,0.2641943498559834,3.0,138.0,0.321085552,139.0,0.6090367210000001,140.0,0.081382812,,,,,,,,,,
56,n-alkanes_treatment__PA_alkane,0.5395089095000001,0.07030153694267212,2.0,141.0,0.489798216,142.0,0.5892196030000001,,,,,,,,,,,,
