,A,AauR
R2,,0.2647386441432974
xmin,,-2.463630536
xmid,,-0.1511781450648802
xmax,,3.413989132
ystart,,-0.5123896220072351
yend,,12.133800046509835
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.2034685901,0.29390911200000003
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.2034685901,-0.29390911200000003
AB569_EDTA_NaNO2:NaNO2:1,-3.6680658792000003,-0.710622325
AB569_EDTA_NaNO2:NaNO2:2,-4.8607988307,-0.969622521
AB569_EDTA_NaNO2:EDTA:1,1.1550118587,-0.21264475800000002
AB569_EDTA_NaNO2:EDTA:2,1.4705148188,-0.796131535
AB569_EDTA_NaNO2:EDTA:3,1.2767783385,-0.48786452700000005
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-3.4833627676,-1.331308426
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-2.6702969254999998,-1.442746973
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.1011090021,-0.26611665900000003
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.1011090021,0.26611665900000003
Anthranilate_metabolism_GntR_AntP:antP:1,0.6779542028000001,0.348552038
Anthranilate_metabolism_GntR_AntP:antP:2,0.7836351680000001,-0.062860948
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.3012648652,-0.109775308
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.3012648652,0.109775308
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.435084611,0.17581881600000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.006400786800000001,0.6013988100000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.6741797094,-0.24591645
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,1.2089924545,-0.007998749000000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-4.2546628706,-2.038075304
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-4.0269260407,-1.916338671
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-3.4953249867,-1.620620089
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-3.5983078242,-2.027326927
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,1.37439793,0.24046349800000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.2992140902,0.47962833200000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.3373600015,0.49961138400000005
Catabolise_Nucleic_Acids:L_asp:1,8.8243837179,1.80767426
Catabolise_Nucleic_Acids:L_asp:2,11.2803200059,1.961676521
Catabolise_Nucleic_Acids:DNA_1:1,0.4812194467,0.161176791
Catabolise_Nucleic_Acids:DNA_1:2,-0.6191940532,-0.089216635
Catabolise_Nucleic_Acids:DNA_1:3,0.1379746065,-0.07196015600000001
Catabolite_repression:del_hfq_crc_wt:1,-0.443515822,-0.017984767000000002
Catabolite_repression:del_hfq_crc_wt:2,0.443515822,0.017984767000000002
Catabolite_repression:delHfq:1,-0.2578588488,-0.588717877
Catabolite_repression:delHfq:2,0.5352531696,-0.5830514760000001
Catabolite_repression:deldcrc:1,3.2962618008,-0.194587002
Catabolite_repression:deldcrc:2,2.8060753554,-0.34891126100000003
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.6028260120000001,0.047628326000000006
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.46577512060000004,0.18603613500000002
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.1370508913,-0.23366446100000002
Diallyl_disulphide_treatment:PAO1_DDS:1,3.030678806,-1.391891861
Diallyl_disulphide_treatment:PAO1_DDS:2,-0.3254906038,-1.802455849
Diallyl_disulphide_treatment:PAO1_DDS:3,0.5523176066000001,-0.9945035820000001
Dispersed_cells:PAO1_dispersed_wt:1,1.0447337163000001,-0.037114851000000004
Dispersed_cells:PAO1_dispersed_wt:2,-1.0447337163000001,0.037114851000000004
Dispersed_cells:PyhjH_dispersed:1,1.5353805436,0.266564789
Dispersed_cells:PyhjH_dispersed:2,1.8831748569000002,0.47310691600000004
Dispersed_cells:PA01_Planktonic:1,1.9343372867,-1.601522299
Dispersed_cells:PA01_Planktonic:2,0.7225095743000001,-2.463630536
Dispersed_cells:PAO1_Biofilm:1,5.562132047,0.87582766
Dispersed_cells:PAO1_Biofilm:2,5.7735930324,1.070727672
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-1.0793207419,-0.554519271
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-0.4971361394,-0.5798359630000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-1.1906375608,-0.778282484
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-1.4193931158,-0.085680504
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.7850468478,-0.094808132
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.6343462679,0.180488635
Farnesol_treatment:RNA of 0-1F_L:1,0.1549881384,-0.156369704
Farnesol_treatment:RNA of 0-1F_L:2,-0.3288705959,-0.07711119200000001
Farnesol_treatment:RNA of 0-1F_L:3,0.1738824575,0.23348089500000002
Farnesol_treatment:RNA of 6-F_L1:1,0.6546248532000001,-0.16567815200000002
Farnesol_treatment:RNA of 6-F_L1:2,0.9245349502,-0.11349776700000001
Farnesol_treatment:RNA of 6-F_L1:3,0.8826655560000001,-0.061310261000000005
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.3747407212,-0.041278472000000004
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.3747407212,0.041278472000000004
