,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.2877480396363521,2.0,0.0,0.2034685901,1.0,-0.2034685901,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,-4.26443235495,0.8433895581502955,2.0,2.0,-3.6680658792000003,3.0,-4.8607988307,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,1.3007683386666666,0.15911370003542444,3.0,4.0,1.1550118587,5.0,1.4705148188,6.0,1.2767783385,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,-3.07682984655,0.574924370500061,2.0,7.0,-3.4833627676,8.0,-2.6702969254999998,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.14298972204782975,2.0,9.0,-0.1011090021,10.0,0.1011090021,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,0.7307946854,0.07472772713525958,2.0,11.0,0.6779542028000001,12.0,0.7836351680000001,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.4260528582323423,2.0,13.0,-0.3012648652,14.0,0.3012648652,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.8279639970249999,0.6412467868475252,4.0,15.0,1.435084611,16.0,-0.006400786800000001,17.0,0.6741797094,18.0,1.2089924545,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-3.84380543055,0.35779169376217596,4.0,19.0,-4.2546628706,20.0,-4.0269260407,21.0,-3.4953249867,22.0,-3.5983078242,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.6703240072333333,0.6100441329750319,3.0,23.0,1.37439793,24.0,0.2992140902,25.0,0.3373600015,,,,,,,,,,
10,Catabolise_Nucleic_Acids__L_asp,10.0523518619,1.736609203406918,2.0,26.0,8.8243837179,27.0,11.2803200059,,,,,,,,,,,,
11,Catabolise_Nucleic_Acids__DNA_1,9.25185853854297e-18,0.5630321586904821,3.0,28.0,0.4812194467,29.0,-0.6191940532,30.0,0.1379746065,,,,,,,,,,
12,Catabolite_repression__del_hfq_crc_wt,0.0,0.6272260905994516,2.0,31.0,-0.443515822,32.0,0.443515822,,,,,,,,,,,,
13,Catabolite_repression__delHfq,0.13869716040000002,0.5608148864511898,2.0,33.0,-0.2578588488,34.0,0.5352531696,,,,,,,,,,,,
14,Catabolite_repression__deldcrc,3.0511685781,0.34661415958806935,2.0,35.0,3.2962618008,36.0,2.8060753554,,,,,,,,,,,,
15,Diallyl_disulphide_treatment__PAO1_ctrl_wt,-3.3333345343204236e-11,0.5473246799295156,3.0,37.0,-0.6028260120000001,38.0,0.46577512060000004,39.0,0.1370508913,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_DDS,1.0858352696,1.7405312692879311,3.0,40.0,3.030678806,41.0,-0.3254906038,42.0,0.5523176066000001,,,,,,,,,,
