,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,2AA__WT,3.469446951953614e-18,0.5182638932471454,4.0,0.0,-0.2129623246,1.0,-0.43404451180000003,2.0,0.749376566,3.0,-0.1023697296
1,2AA__del_ridA,0.698188965525,0.17916342080791484,4.0,4.0,0.6452021440000001,5.0,0.9251222348,6.0,0.4953201016,7.0,0.7271113817
2,GC_MS__WT,0.0,0.20696740745146236,3.0,8.0,-0.23888516440000002,9.0,0.1134495513,10.0,0.1254356131,,
3,GC_MS__del_slyA,-0.4029415867,0.3078653513047961,2.0,11.0,-0.6206352643,12.0,-0.1852479091,,,,
4,Rho__WT,-2.3129646346357427e-18,0.07041670823013935,3.0,13.0,0.0237781517,14.0,-0.07922749300000001,15.0,0.0554493413,,
5,Rho__rho_Y80C,1.5678939374,0.061538003896768646,3.0,16.0,1.6388449766000002,17.0,1.5357930956999999,18.0,1.5290437399,,
6,Rho__rho_K130Q,0.2121259451666667,0.025857457823993058,3.0,19.0,0.2308291037,20.0,0.18261867140000002,21.0,0.22293006040000002,,
7,flagella__WT,0.0,0.09822138897247691,2.0,22.0,0.0694530102,23.0,-0.0694530102,,,,
8,flagella__del_rfaL,-0.013209861099999998,0.2469267224492031,2.0,24.0,-0.187813421,25.0,0.1613936988,,,,
9,flagella__del_rfaG,0.46709456985000003,0.19033582484410283,2.0,26.0,0.3325068174,27.0,0.6016823223000001,,,,
10,flagella__del_rfaD,0.4367051959,0.09616511071481382,2.0,28.0,0.5047041978,29.0,0.36870619400000004,,,,
11,nusG__WT_OD08,0.0,0.06000045725598417,2.0,30.0,-0.0424267302,31.0,0.0424267302,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,-0.8404714655,0.18033692079583927,3.0,32.0,-1.0341938393,33.0,-0.8097550926,45.0,-0.6774654646,,
13,omv__spi2_ind_highOD_intracellularRNAs,-0.5572467302666667,0.2204199678632216,3.0,34.0,-0.5156764418,36.0,-0.3605717734,37.0,-0.7954919756000001,,
14,omv__spi1_ind_highOD_intracellularRNAs,-0.5078899726333334,0.12140964461506332,3.0,35.0,-0.41677949350000004,41.0,-0.645719056,42.0,-0.4611713684,,
15,omv__controlPCN_highOD_intracellularRNAs,0.7271143380333335,0.33728264894126225,3.0,38.0,0.8170503170000001,39.0,1.0103128079,40.0,0.3539798892,,
16,omv__controlPCN_lowOD_intracellularRNAs,0.0,0.055328220376804925,3.0,43.0,-0.0028567956000000003,44.0,0.0567012755,46.0,-0.0538444799,,
17,sv5015__STM1625,0.7816480579,0.2731078359513107,3.0,47.0,0.9921658778,48.0,0.47304319720000004,49.0,0.8797350987,,
18,sv5015__STM0581,-0.3599717206333333,0.19546273148144663,3.0,50.0,-0.5396878419,51.0,-0.388360293,52.0,-0.15186702700000002,,
19,sv5015__WT,-1.850371707708594e-17,0.6237973127719876,3.0,53.0,0.4520964858,54.0,-0.7116712068000001,55.0,0.259574721,,
20,tomato__tomato_root,3.4018040875,0.23817460053969233,3.0,56.0,3.5969588987,57.0,3.1364080593,58.0,3.4720453045,,
21,tomato__LB,0.0,0.14462346737560258,2.0,59.0,-0.10226423450000001,60.0,0.10226423450000001,,,,
22,AcrB_efflux_virulence__AcrB_D408A,-0.15416449736666668,0.2903229020580307,3.0,61.0,-0.44304166440000003,62.0,0.1375828579,63.0,-0.1570346856,,
23,AcrB_efflux_virulence__WT,0.0,0.33641966195189243,3.0,64.0,0.0960882712,65.0,0.2779213105,66.0,-0.37400958170000004,,
24,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_0,0.2557286785,0.2072037049956093,3.0,67.0,0.23417982450000002,74.0,0.47286470690000004,75.0,0.0601415041,,
25,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_16,4.285248310500001,0.09841562303347418,3.0,68.0,4.2055268044,69.0,4.2549735094,71.0,4.3952446177,,
