,BSU__misc_RNA_53
LBexp_1,14.0707
LBexp_2,14.0698
LBexp_3,13.9042
LBtran_1,12.3104
LBtran_2,12.2153
LBtran_3,12.2393
LBstat_1,12.5587
LBstat_2,12.4271
LBstat_3,12.4402
LBGexp_1,14.0608
LBGexp_2,13.0994
LBGexp_3,14.0485
LBGtran_2,12.2226
LBGtran_3,13.2979
LBGstat_1,13.9768
LBGstat_2,13.4144
LBGstat_3,12.259
S0_1,12.3913
S0_2,12.7061
S0_3,13.1572
S1_1,12.8203
S1_2,12.9597
S1_3,13.4113
S2_1,12.8706
S2_2,12.5722
S2_3,13.2909
S3_1,12.9098
S3_2,14.1808
S4_1,13.4046
S4_2,13.4765
S4_3,12.9089
S5_1,13.0017
S5_2,13.5098
S5_3,13.8274
S6_1,12.065
S6_2,11.9572
S6_3,12.7685
S6/t_1,11.966
S6/t_2,11.6113
S6_4,11.5142
S6_5,12.9322
S6_6,13.0512
S7_4,12.6787
S7_5,12.4779
S7_6,12.3779
S8_4,11.6944
S8_5,12.1352
G135_1,13.6384
G135_3,11.9654
G150_1,13.9509
G150_2,14.1838
G150_3,14.5664
G180_1,13.9779
G180_2,14.0187
G180_3,13.2903
C30_1,12.5799
C30_2,12.85
C90_1,13.4621
C90_2,13.8586
BI_1,12.9137
BI_2,13.2666
BC_2,13.3035
BC/t_1,13.4925
BC/t_2,13.3911
BC_1,12.5778
Sw_1,14.6792
Sw_2,14.1984
BT_1,13.0023
BT_2,11.7989
B36_1,13.7589
B36_2,13.7467
B60_1,13.3791
B60_2,13.8534
M9exp_1,15.0206
M9exp_2,14.5816
M9exp_3,14.5356
M9tran_1,13.0409
M9tran_2,12.9665
M9tran_3,13.4032
M9stat_1,12.0186
M9stat_2,11.4857
M9stat_3,11.4785
M+G_1,13.4781
M+G_2,14.2112
M+G_3,13.6472
Glu_1,14.2466
Glu_2,14.3117
Glu_3,14.7904
Fru_1,14.6784
Fru_2,14.0955
Fru_3,13.7107
Mal_1,12.6842
Mal_2,13.49
Mal_3,13.1324
G+S_2,13.5004
G+S_3,13.5598
Pyr_1,12.0782
Pyr_2,12.8134
Pyr_3,12.7881
Gly_1,12.0298
Gly_2,12.6061
Gly_3,11.2431
Glucon_1,13.1437
Glucon_2,13.3958
Glucon_3,12.3873
aero_1,13.3769
aero_2,12.2842
aero_3,13.0363
nit_1,13.0857
nit_2,13.2181
nit_3,12.4816
ferm_1,12.9735
ferm_2,12.4448
ferm_3,12.8834
T-5.40H_1,14.0587
T-4.40H_1,13.7484
T-3.40H_1,13.7991
T-2.40H_1,13.3461
T-1.40H_1,13.7573
T-1.10H_1,13.7239
T-0.40H_1,14.0852
T0.0H_1,13.3742
T0.30H_1,12.0021
T1.0H_1,11.33
T1.30H_1,11.2416
T2.0H_1,10.9192
T2.30H_1,11.5142
T3.0H_1,11.3054
T3.30H_1,11.6848
T4.0H_1,11.6591
T5.0H_1,11.4013
HPh_1,14.386800000000001
HPh_2,14.4658
HPh_3,14.7905
LPh_1,14.2078
LPh_2,14.2659
LPh_3,14.1282
LPhT_1,13.5495
LPhT_2,13.155
LPhT_3,13.4083
SMMPr_1,13.4681
SMMPr_2,13.1205
SMMPr_3,13.3105
HiTm_1,12.2906
HiTm_2,13.2555
HiTm_3,13.6448
LoTm_1,14.0131
LoTm_2,13.9518
LoTm_3,13.594100000000001
HiOs_1,13.3575
HiOs_2,13.1981
HiOs_3,13.2805
BMM_1,15.1221
BMM_2,14.9807
BMM_3,14.5522
Heat_1,14.7458
Heat_2,14.4114
Heat_3,13.9115
Cold_1,13.4836
Cold_2,12.9532
Cold_3,11.5786
Etha_1,11.7357
Etha_2,10.5612
Etha_3,11.1702
SMM_1,13.829
SMM_2,13.9474
SMM_3,13.8849
Salt_1,12.6299
Salt_2,12.5105
Salt_3,12.4546
Mt0_1,14.1951
Mt0_3,13.9452
M0t45_1,13.466
M0t45_2,13.4766
M0t45_3,13.1979
M0t90_1,11.6188
M0t90_2,12.5777
M0t90_3,12.3132
M40t45_1,12.999600000000001
M40t45_2,12.5849
M40t45_3,13.2796
M40t90_1,12.1868
M40t90_2,12.827
M40t90_3,12.8671
dia0_1,13.6021
dia0_2,14.0362
dia0_3,14.0555
dia5_1,13.4456
dia5_2,13.5723
dia5_3,13.6089
dia15_1,14.171
dia15_2,13.9921
dia15_3,12.2111
Diami_1,13.4017
Diami_2,13.449
Diami_3,13.6585
Paraq_1,13.6158
Paraq_2,14.3876
Paraq_3,12.2984
H2O2_1,12.5107
H2O2_2,13.2083
H2O2_3,13.0687
Oxctl_1,13.7402
Oxctl_2,13.7597
Oxctl_3,14.1264
GM-0.1_1,13.9063
GM-0.2_1,13.9377
GM+5_1,13.6427
GM+15_1,14.3202
GM+25_1,15.3175
GM+45_1,14.8246
GM+60_1,14.8896
GM+90_1,14.5436
GM+120_1,13.845
GM+150_1,14.0666
GM-0.1_2,14.4782
GM-0.2_2,14.4516
GM+5_2,14.1636
GM+10_2,14.4198
GM+15_2,14.3959
GM+25_2,15.1571
GM+45_2,13.6589
GM+60_2,13.9642
GM+90_2,14.8287
GM+150_2,12.9453
GM-0.1_3,14.2294
GM-0.2_3,14.3184
GM+5_3,14.0596
GM+10_3,13.5114
GM+15_3,14.4684
GM+25_3,13.8851
GM+45_3,13.0512
GM+60_3,13.2447
GM+90_3,14.2657
GM+120_3,14.2061
GM+150_3,14.3142
MG-0.1_1,14.4043
MG+5_1,15.3688
MG+10_1,15.7418
MG+15_1,14.433
MG+25_1,14.6799
MG+45_1,14.7625
MG+120_1,12.5811
MG+150_1,13.9777
MG-0.1_2,13.4975
MG-0.2_2,14.3169
MG+5_2,14.9344
MG+10_2,15.1646
MG+15_2,14.9954
MG+25_2,14.0197
MG+45_2,13.4847
MG+60_2,14.4017
MG+90_2,13.982
MG+120_2,13.6347
MG-0.1_3,15.2175
MG-0.2_3,14.7788
MG+5_3,15.0264
MG+10_3,14.1704
MG+15_3,15.1134
MG+25_3,14.8205
MG+45_3,14.9847
MG+60_3,14.388
MG+90_3,14.6144
MG+120_3,13.259
MG+150_3,14.2942
