,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,5.8605347349,0.13887158377299424,2.0,0.0,5.7623376963,5.0,5.9587317735,,
1,U01-Set001__USA300 LAC CA-MHB Control,5.7188046079,0.08830309079376121,2.0,1.0,5.7812443222,6.0,5.6563648936,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,5.9307014632,0.1279567527950632,2.0,2.0,5.8402223756,7.0,6.0211805508,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,5.7862484287,0.298517422709191,2.0,3.0,5.9973321226,8.0,5.5751647347999995,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,5.8140648558,0.04372467259912078,2.0,4.0,5.7831468433,9.0,5.8449828683,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,5.4524200465,0.13753494590563528,2.0,13.0,5.5496719394,14.0,5.3551681536,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,6.448880265250001,0.01174021105563411,2.0,15.0,6.4571818481,18.0,6.4405786824,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,6.4354696045,0.22990421634368657,2.0,16.0,6.2729027741,19.0,6.5980364349,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,6.4823555398,0.1197737150220549,2.0,17.0,6.5670483459,20.0,6.3976627337,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,5.12737773015,0.12799663849655873,2.0,34.0,5.0368704391,38.0,5.2178850212,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,4.68150161675,0.45138315307118443,2.0,35.0,4.3623255283,39.0,5.0006777052,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,4.95095731995,0.398213180585683,2.0,36.0,4.6693780796,40.0,5.2325365603,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,4.71558419215,0.33820464180629706,2.0,37.0,4.4764373965,41.0,4.9547309878,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,5.61456772575,0.00607694278195093,2.0,42.0,5.6188647732,45.0,5.6102706783,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,5.6480583566,0.0732805804988167,2.0,43.0,5.699875552,46.0,5.5962411612,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,5.7826780630000005,0.21225019218194352,2.0,44.0,5.6325945128,47.0,5.9327616132,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,5.70764761285,0.08369769902459256,2.0,56.0,5.7668308234,57.0,5.6484644023,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,5.98083588535,0.0006658830922397166,2.0,58.0,5.9803650349,59.0,5.9813067358000005,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,6.4408321508499995,0.14727613257399402,2.0,60.0,6.3366921988,61.0,6.5449721029,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,5.63828401795,0.1542279117547155,2.0,62.0,5.5292284157000005,63.0,5.7473396202,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.0,0.0,2.0,66.0,0.0,67.0,0.0,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,0.0,0.0,2.0,68.0,0.0,69.0,0.0,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.0,0.0,2.0,70.0,0.0,71.0,0.0,,
