,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.8051203031099299,2.0,0.0,-0.569306026,1.0,0.569306026,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,-11.00839353,0.8290564248532378,2.0,2.0,-10.42216211,3.0,-11.59462495,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,-10.157927624666668,0.6086038059867309,3.0,4.0,-10.23480752,5.0,-10.72443867,6.0,-9.514536684,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,-17.69597233,1.446449542293624,2.0,7.0,-18.71876661,8.0,-16.67317805,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.814638981446893,2.0,9.0,-0.576036748,10.0,0.576036748,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,1.8721031915,0.20545127463807134,2.0,11.0,1.726827202,12.0,2.017379181,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.38114500125108874,2.0,13.0,0.269510215,14.0,-0.269510215,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.847466324,2.5275179488949306,4.0,15.0,3.515931424,16.0,2.494056267,17.0,-1.417825996,18.0,-1.202296399,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,12.819232165,0.9643645166430854,4.0,19.0,13.533671,20.0,11.44993812,21.0,13.45503459,22.0,12.83828495,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.2963440246666667,1.4663736038768307,3.0,23.0,-1.25539757,24.0,0.48542264100000004,25.0,1.6590070030000001,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.2771348107723792,2.0,26.0,0.19596390400000002,27.0,-0.19596390400000002,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,-3.5404054675000003,0.19884935944760104,2.0,28.0,-3.681013198,29.0,-3.399797737,,,,,,,,,,,,
