,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,6.5661332186,0.049022843681165405,2.0,0.0,6.5314688334,5.0,6.6007976038
1,U01-Set001__USA300 LAC CA-MHB Control,6.5964869786,0.030232849788439965,2.0,1.0,6.5751091255,6.0,6.6178648317
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,6.7934307408,0.11890805849564874,2.0,2.0,6.7093500463,7.0,6.8775114353
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,6.91931592675,0.23613620939939675,2.0,3.0,6.7523424118,8.0,7.0862894417
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,6.792736002250001,0.059893004531697866,2.0,4.0,6.7503852526,9.0,6.8350867519000005
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,7.72837948845,0.0298018699730736,2.0,13.0,7.7073063841,14.0,7.7494525928
9,U01-Set001__USA300 LAC RPMI+10%LB Control,7.78974990475,0.12549836560906713,2.0,15.0,7.7010091594,18.0,7.8784906501
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,7.7323333837499995,0.35179899128187414,2.0,16.0,7.4835739314,19.0,7.9810928361
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,7.885356546200001,0.17835550309441633,2.0,17.0,7.7592401605,20.0,8.0114729319
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0
