,A,lrp
R2,,0.005048636321426714
xmin,,-2.415712766
xmid,,0.04016240997009129
xmax,,2.105614371
ystart,,-0.8142518300824756
yend,,-2.3252479465104416
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.16360006330000001,0.025430721
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.16360006330000001,-0.025430721
AB569_EDTA_NaNO2:NaNO2:1,-6.2125351939,-0.434322865
AB569_EDTA_NaNO2:NaNO2:2,-6.261633043,-0.267152496
AB569_EDTA_NaNO2:EDTA:1,3.5150157693,-0.268571084
AB569_EDTA_NaNO2:EDTA:2,4.2916863178,-0.391036569
AB569_EDTA_NaNO2:EDTA:3,3.0213668432,-0.36558631700000005
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-4.6144234563,-0.45147804
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-4.7876830805,-0.76113381
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.040061843300000004,-0.024165682
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.040061843300000004,0.024165682
Anthranilate_metabolism_GntR_AntP:antP:1,-0.7408061162,-0.8689491260000001
Anthranilate_metabolism_GntR_AntP:antP:2,-0.3047717049,-0.770926455
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.0492759304,-0.00812921
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.0492759304,0.00812921
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.455105407,-0.5349609790000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.3896385043,-0.318909477
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.6964388556,0.397815923
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-1.823790188,0.042604164
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-0.6253107374,-2.405979807
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-0.9449395046,-2.343499079
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-0.6253383072,-2.415712766
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-0.4296016999,-2.3322515470000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-1.8360702368,0.10456192600000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.4516257795,-0.1030314
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-1.7103355422000002,-0.211597646
Catabolise_Nucleic_Acids:L_asp:1,-1.8217798011,0.10920193900000001
Catabolise_Nucleic_Acids:L_asp:2,-0.48236887570000003,-0.790177
Catabolise_Nucleic_Acids:DNA_1:1,-1.5345593482000002,-0.21561760900000002
Catabolise_Nucleic_Acids:DNA_1:2,0.154344593,0.09021527900000001
Catabolise_Nucleic_Acids:DNA_1:3,1.3802147552,0.125402329
Catabolite_repression:del_hfq_crc_wt:1,-0.3315213383,0.07044807900000001
Catabolite_repression:del_hfq_crc_wt:2,0.3315213383,-0.07044807900000001
Catabolite_repression:delHfq:1,2.9243913447,-0.69016884
Catabolite_repression:delHfq:2,3.3237565331,-0.731575183
Catabolite_repression:deldcrc:1,2.8761641821,-1.127677022
Catabolite_repression:deldcrc:2,2.4597484025,-1.174540392
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.5702373138,0.09104780800000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.8516051033,0.008294286
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.2813677895,-0.099342094
Diallyl_disulphide_treatment:PAO1_DDS:1,-0.29232947330000003,1.239713574
Diallyl_disulphide_treatment:PAO1_DDS:2,-2.362822061,1.299056462
Diallyl_disulphide_treatment:PAO1_DDS:3,-2.3518466257,1.079190104
Dispersed_cells:PAO1_dispersed_wt:1,-0.3576231982,-0.143348161
Dispersed_cells:PAO1_dispersed_wt:2,0.3576231982,0.143348161
