,BSU__misc_RNA_29
LBexp_1,12.1168
LBexp_2,12.7311
LBexp_3,12.3905
LBtran_1,13.7544
LBtran_2,12.8919
LBtran_3,13.0439
LBstat_1,13.2426
LBstat_2,12.4033
LBstat_3,12.0492
LBGexp_1,12.2955
LBGexp_2,12.313
LBGexp_3,12.545
LBGtran_2,12.7289
LBGtran_3,12.5168
LBGstat_1,12.4065
LBGstat_2,11.7858
LBGstat_3,12.0316
S0_1,13.9254
S0_2,13.8064
S0_3,14.3411
S1_1,15.5021
S1_2,14.8359
S1_3,16.3909
S2_1,14.9482
S2_2,14.6609
S2_3,13.8288
S3_1,14.6946
S3_2,15.6372
S4_1,15.7092
S4_2,15.6499
S4_3,15.0202
S5_1,14.8512
S5_2,15.0804
S5_3,15.4058
S6_1,13.9591
S6_2,11.6502
S6_3,14.0932
S6/t_1,14.0937
S6/t_2,10.8374
S6_4,13.0881
S6_5,13.8857
S6_6,14.221
S7_4,13.809
S7_5,13.6289
S7_6,13.7589
S8_4,12.9374
S8_5,12.0418
G135_1,8.7566
G135_3,7.8475
G150_1,9.2968
G150_2,9.8325
G150_3,9.5209
G180_1,9.1335
G180_2,9.2097
G180_3,8.4224
C30_1,13.8571
C30_2,13.9613
C90_1,14.5951
C90_2,14.7904
BI_1,12.5814
BI_2,12.4782
BC_2,14.956900000000001
BC/t_1,14.4927
BC/t_2,14.9401
BC_1,14.644
Sw_1,14.3229
Sw_2,14.673
BT_1,16.2004
BT_2,15.3105
B36_1,16.2828
B36_2,16.3523
B60_1,16.3773
B60_2,16.4761
M9exp_1,16.4646
M9exp_2,16.4044
M9exp_3,16.3874
M9tran_1,16.0043
M9tran_2,15.6109
M9tran_3,15.9666
M9stat_1,14.0652
M9stat_2,13.952
M9stat_3,13.8213
M+G_1,16.3184
M+G_2,15.8769
M+G_3,16.3235
Glu_1,16.0053
Glu_2,16.2201
Glu_3,16.285
Fru_1,16.4175
Fru_2,16.3194
Fru_3,15.784
Mal_1,15.9753
Mal_2,15.707
Mal_3,15.856300000000001
G+S_2,15.5197
G+S_3,15.9743
Pyr_1,15.199
Pyr_2,15.3964
Pyr_3,15.5835
Gly_1,15.9059
Gly_2,16.3874
Gly_3,14.891
Glucon_1,15.0969
Glucon_2,15.6504
Glucon_3,14.5023
aero_1,16.0302
aero_2,15.372
aero_3,15.8041
nit_1,14.5567
nit_2,15.1766
nit_3,14.0686
ferm_1,14.9233
ferm_2,14.7753
ferm_3,14.5053
T-5.40H_1,16.2456
T-4.40H_1,15.975200000000001
T-3.40H_1,16.1138
T-2.40H_1,15.9537
T-1.40H_1,16.0972
T-1.10H_1,15.7757
T-0.40H_1,15.9588
T0.0H_1,15.7062
T0.30H_1,14.6901
T1.0H_1,14.4429
T1.30H_1,14.1469
T2.0H_1,14.688
T2.30H_1,15.1777
T3.0H_1,15.212
T3.30H_1,15.2551
T4.0H_1,15.3201
T5.0H_1,14.9749
HPh_1,16.3619
HPh_2,16.1911
HPh_3,16.3231
LPh_1,16.2052
LPh_2,16.0343
LPh_3,15.8658
LPhT_1,15.4552
LPhT_2,15.1764
LPhT_3,15.2828
SMMPr_1,15.325
SMMPr_2,15.6735
SMMPr_3,16.0962
HiTm_1,14.7605
HiTm_2,15.1098
HiTm_3,16.4486
LoTm_1,15.8203
LoTm_2,15.8308
LoTm_3,16.0973
HiOs_1,16.2415
HiOs_2,16.1971
HiOs_3,15.986
BMM_1,16.2576
BMM_2,16.3162
BMM_3,15.7767
Heat_1,15.3298
Heat_2,15.2271
Heat_3,14.415
Cold_1,16.4154
Cold_2,15.8114
Cold_3,15.1236
Etha_1,13.6431
Etha_2,12.7485
Etha_3,13.4395
SMM_1,16.0461
SMM_2,15.9539
SMM_3,16.1977
Salt_1,15.0916
Salt_2,14.8403
Salt_3,14.7312
Mt0_1,11.6426
Mt0_3,10.8814
M0t45_1,11.5024
M0t45_2,14.7577
M0t45_3,10.763
M0t90_1,13.5387
M0t90_2,14.0045
M0t90_3,13.8373
M40t45_1,11.6111
M40t45_2,13.2872
M40t45_3,10.7929
M40t90_1,13.7076
M40t90_2,13.812
M40t90_3,14.0458
dia0_1,13.1103
dia0_2,15.1585
dia0_3,15.3609
dia5_1,15.5031
dia5_2,15.7502
dia5_3,15.5143
dia15_1,14.7207
dia15_2,14.2903
dia15_3,13.0523
Diami_1,14.2655
Diami_2,15.1075
Diami_3,14.1721
