,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,0.252834612,0.26464571968322137,2.0,0.0,0.439967395,5.0,0.065701829,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,1.0074125520400994,2.0,1.0,-0.712348247,6.0,0.712348247,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,0.1547729905,0.3521189870109775,2.0,2.0,-0.094212733,7.0,0.403758714,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,0.0976666405,0.23415236977669351,2.0,3.0,-0.067904088,8.0,0.263237369,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-1.2753103355,0.3329884888176201,2.0,4.0,-1.039851917,9.0,-1.510768754,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.04739760937345345,2.0,10.0,0.033515171,29.0,-0.033515171,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.8855146644999999,0.44174037615062045,2.0,11.0,0.573157049,30.0,1.19787228,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-0.538117375,0.4582483941905726,2.0,12.0,-0.862147922,31.0,-0.214086828,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,-10.642842810000001,0.08438452520547754,2.0,13.0,-10.58317394,14.0,-10.70251168,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-9.7375884155,0.8251615315029325,2.0,15.0,-10.32106573,18.0,-9.154111101,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-9.837021980500001,0.3197481703125572,2.0,16.0,-9.610925881,19.0,-10.06311808,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,-9.626649372,0.2447323439744325,2.0,17.0,-9.799701272,20.0,-9.453597472,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,-14.44696156,0.32052522480364465,2.0,21.0,-14.67360712,24.0,-14.220316,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-13.76396844,0.13478646017235027,2.0,22.0,-13.85927686,25.0,-13.66866002,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,-13.041217975,1.6381854563128573,2.0,23.0,-11.88284593,26.0,-14.19959002,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-3.601047881,0.6663999745686002,2.0,27.0,-3.12983194,28.0,-4.072263822,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-1.38521804,0.1251522052320034,2.0,32.0,-1.4737140130000002,33.0,-1.296722067,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-3.239917425,0.27139603678807295,2.0,34.0,-3.048011447,38.0,-3.431823403,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-2.5986954355,0.23016912555539829,2.0,35.0,-2.761449585,39.0,-2.435941286,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-2.801430835,0.1871748970896703,2.0,36.0,-2.669078196,40.0,-2.933783474,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,-6.929859447,1.89872219687538,2.0,37.0,-8.272458788,41.0,-5.587260106,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-10.171746743,0.8099541006224709,2.0,42.0,-9.599022706,45.0,-10.74447078,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,-9.0911985965,0.4285931666380768,2.0,43.0,-9.394259731,46.0,-8.788137462,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-9.361981689,1.4675510242720082,2.0,44.0,-10.39969697,47.0,-8.324266408,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.041177044999999995,0.14337130076716723,2.0,48.0,-0.06020177400000001,52.0,0.142555864,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,-0.17820970049999998,0.7140729419292495,2.0,49.0,-0.68313552,53.0,0.326716119,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,1.4413928585,0.08144485533480778,2.0,50.0,1.3838026490000002,54.0,1.498983068,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0127076525,0.6454542250805994,2.0,51.0,-0.443697407,55.0,0.469112712,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,-11.103593535000002,0.6027849630925148,2.0,56.0,-11.52982687,57.0,-10.6773602,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,-11.265581605000001,0.15291940040308205,2.0,58.0,-11.15745126,59.0,-11.37371195,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,-10.476778484,0.9323586246672849,2.0,60.0,-9.817501378,61.0,-11.13605559,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,-10.784089855000001,0.002168548005475161,2.0,62.0,-10.78562325,63.0,-10.78255646,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,-9.945565276499998,2.7299016850903937,2.0,64.0,-8.015233282999999,65.0,-11.87589727,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,-14.2167408,0.2654454390679674,2.0,66.0,-14.02904253,67.0,-14.40443907,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,-11.252430555,0.5713806114573384,2.0,68.0,-11.65645766,69.0,-10.84840345,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,-9.9090852725,0.6855184399258624,2.0,70.0,-9.424350535,71.0,-10.39382001,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,-5.013790368,0.36890124934494484,2.0,72.0,-5.274642943,73.0,-4.752937793,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,-10.569576535,0.1062692184536911,2.0,74.0,-10.49443285,75.0,-10.64472022,,
38,ICA-Set002__USA300 LAC CA-MHB Control,-0.2365484705,0.3049763561001792,2.0,76.0,-0.020897621,77.0,-0.45219932,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,-10.076735966000001,0.29184506426838547,2.0,78.0,-9.870370342000001,79.0,-10.28310159,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,-9.6787859995,0.62268489316586,2.0,80.0,-9.238481289,81.0,-10.11909071,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,-2.473371233,0.9804567548293645,2.0,82.0,-3.166658853,83.0,-1.7800836130000002,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,-9.451617765,1.903471654933702,2.0,84.0,-10.79757548,85.0,-8.10566005,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,-8.515432103,0.13623205230524701,2.0,86.0,-8.419101495,87.0,-8.611762711,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,-7.9711248835,0.5316748636876909,2.0,88.0,-8.347075785,89.0,-7.595173982,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.06268367689194387,2.0,90.0,-0.044324053,91.0,0.044324053,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,-8.570418782,1.2138988902915788,2.0,92.0,-9.428774919,93.0,-7.712062645,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,-9.352844260000001,0.4845343519759174,2.0,94.0,-9.010226734,96.0,-9.695461786000001,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,0.5215602460000001,0.24819084991026358,2.0,95.0,0.697057679,97.0,0.346062813,,
