,A,whiB7
R2,,0.548659019769079
xmin,,-4.0773113818
xmid,,-2.072664117387229
xmax,,5.6023557743
ystart,,-3.771818600078953
yend,,10.858814768950653
AX:AX_10_MIC:1,0.8021995153,0.1292674987
AX:AX_10_MIC:2,1.9469248245,0.33415461280000003
AX:AX_30_MIC:1,0.8244871285,-0.1736577641
AX:AX_30_MIC:2,3.1622025666,-0.012149223300000001
AX:QZ_10_MIC:1,0.8218980224,-0.0969436984
AX:QZ_10_MIC:2,2.8111260809000003,0.28551032260000003
AX:QZ_30_MIC:1,2.3563707029,-0.6748255536000001
AX:QZ_30_MIC:2,1.2565039269,-0.20616645290000002
AX:wt:1,0.3146027319,-0.0722740952
AX:wt:2,-0.3146027319,0.0722740952
ITM_04:00h_clinic_ctrl:1,2.7785732185,0.7668201404
ITM_04:00h_clinic_ctrl:2,2.5868596184,0.6401672984
ITM_04:00h_h37rv_control:1,0.1551841515,0.0626907828
ITM_04:00h_h37rv_control:2,-0.1413646227,-0.1286839727
ITM_04:00h_h37rv_control:3,-0.013819528800000001,0.0659931899
ITM_04:06h_clinic_delam:1,-3.7632269573,-1.2264640815
ITM_04:06h_clinic_delam:2,-3.7756280492,-1.3326401895
ITM_04:06h_clinic_delam:3,-4.6645720225,-1.6512906107
ITM_04:06h_clinic_DMSO:1,2.2884583866,1.317052991
ITM_04:06h_clinic_DMSO:2,1.4614732552,1.3624763652
ITM_04:06h_clinic_DMSO:3,2.3595615938,1.2598256911
ITM_04:06h_h37rv_delam:1,-5.0303204828,-1.47421039
ITM_04:06h_h37rv_delam:2,-5.5748589727999995,-1.8888972176
ITM_04:06h_h37rv_delam:3,-4.7996304377,-1.5913110389
ITM_04:06h_h37rv_DMSO:1,5.4192598497,2.527340659
ITM_04:06h_h37rv_DMSO:2,4.4624256539000005,2.476248821
ITM_04:06h_h37rv_DMSO:3,4.672835952,2.4551539933
ITM_04:24h_clinic_delam:1,-5.0827252975,-1.2732788918
ITM_04:24h_clinic_delam:2,-3.9081677266,-0.8955734593
ITM_04:24h_clinic_delam:3,-4.5569320671,-1.3654627244
ITM_04:24h_clinic_DMSO:1,5.622585767,2.7611458248
ITM_04:24h_clinic_DMSO:2,4.9993166212,2.0346479691
ITM_04:24h_clinic_DMSO:3,4.08970936,2.1444657511
ITM_04:24h_h37rv_delam:1,-5.5981353568,-2.4379847839
ITM_04:24h_h37rv_delam:2,-5.9876497028,-2.4260669984
ITM_04:24h_h37rv_delam:3,-5.9628407701,-2.4286342214
ITM_04:24h_h37rv_DMSO:1,5.2516554827,1.6767408714
ITM_04:24h_h37rv_DMSO:2,4.9060721597,2.0572633257
JSF:DMSO:1,0.1990402521,0.009059073400000001
JSF:DMSO:2,-0.168937097,-0.1408269331
JSF:DMSO:3,-0.10639861290000001,0.0068443549
JSF:DMSO:4,0.0762954577,0.12492350470000001
JSF:JSF_2019:1,0.7321696743,-0.5282670128
JSF:JSF_2019:2,-0.32607274880000003,-0.7158837601
JSF:JSF_2019:3,0.7763919804,-0.8151334459
JSF:JSF_2019:4,0.7051466735,-0.6025382180000001
JSF:JSF_2026:1,1.2805137609,0.4237364384
JSF:JSF_2026:2,1.1448315322,0.5864412886
JSF:JSF_2026:3,0.6386620082000001,0.47306276220000004
JSF:JSF_2026:4,1.0675800772,0.47070853300000004
MTS1338:over_expression:1,-0.0826540826,-0.4679586576
MTS1338:over_expression:2,0.0826540826,0.4679586576
PAS:control:1,-0.4223551515,-0.1651923293
PAS:control:2,-0.2315118851,-0.22641474290000002
PAS:control:3,0.6538670367,0.3916070723
PAS:treated:1,5.1744696008,2.3295021139
PAS:treated:2,4.1585468414,2.1732798042
PAS:treated:3,5.4911367361,2.1347039936
THP-1:24h_THP_B_enriched:1,0.9389873466,0.2631313132
THP-1:24h_THP_B_enriched:2,-0.9389873466,-0.2631313132
aminoimidazoles:02h_treated:1,1.9353299829,1.7420655618
aminoimidazoles:02h_treated:2,2.1440036604,1.7013082536000002
aminoimidazoles:24h_treated:1,1.1901766857,0.1031969814
aminoimidazoles:24h_treated:2,1.8243590889,0.1749817001
aminoimidazoles:untreated:1,-0.13500250730000002,-0.0755646702
aminoimidazoles:untreated:2,-0.042722405500000005,-0.1013767076
aminoimidazoles:untreated:3,0.1777249129,0.1769413778
antibiotic:ctrl_24h:1,-1.0212230206,0.7388362351000001
antibiotic:ctrl_24h:2,-0.46674861770000003,-0.0715100259
antibiotic:ctrl_24h:3,0.5572452627,0.7943499707
antibiotic:ctrl_4h:1,0.4692359176,0.2490415531
antibiotic:ctrl_4h:2,-0.4587290339,0.5227476673
antibiotic:ctrl_4h:3,-0.0105068837,-0.7717892205
antibiotic:izd_4h:1,-1.5826391737,2.8203822137000003
antibiotic:izd_4h:2,-1.6689061241,3.2236079423
base:wt_glu_24:1,-1.9635545338,-1.2588123856
base:wt_glu_24:2,-2.3691678737,-0.896187594
base:wt_glu_24:3,-2.8557930268,-1.0882768779
base:wt_glu_6:1,-0.40636825930000003,0.0095044738
base:wt_glu_6:2,0.5234182669,-0.1081078988
base:wt_glu_6:3,-0.1170500076,0.09860342500000001
base:wt_llac_24:1,-3.413357868,-0.4178600248
base:wt_llac_24:2,-2.3861494416,-0.6658361742000001
base:wt_llac_24:3,-3.2530177514,-0.7459360999
