,BSU_misc_RNA_3
M9exp_1,16.5078
M9exp_2,16.4866
M9exp_3,16.4967
M9tran_1,16.4256
M9tran_2,16.3351
M9tran_3,16.4844
M9stat_1,15.5289
M9stat_2,15.1889
M9stat_3,15.0306
MG-0.1_1,16.4332
MG-0.1_2,16.2747
MG-0.1_3,16.4903
MG-0.2_2,16.5039
MG-0.2_3,16.4667
MG+5_1,16.4345
MG+5_2,16.3858
MG+5_3,16.4607
MG+10_1,16.498
MG+10_2,16.504
MG+10_3,16.1508
MG+15_1,16.492
MG+15_2,16.4706
MG+15_3,16.4937
MG+25_1,16.49
MG+25_2,16.462
MG+25_3,16.4907
MG+45_1,16.4757
MG+45_2,16.1259
MG+45_3,16.5067
MG+60_2,16.4654
MG+60_3,16.4633
MG+90_2,16.3805
MG+90_3,16.5024
MG+120_1,15.7468
MG+120_2,16.4797
MG+120_3,16.4836
MG+150_1,16.4756
MG+150_3,16.4815
GM-0.1_1,16.2248
GM-0.1_2,16.5089
GM-0.1_3,16.4773
GM-0.2_1,16.0449
GM-0.2_2,16.4678
GM-0.2_3,16.5082
GM+5_1,16.3664
GM+5_2,16.5037
GM+5_3,16.4937
GM+10_2,16.4201
GM+10_3,16.4035
GM+15_1,16.1835
GM+15_2,16.4511
GM+15_3,16.4607
GM+25_1,16.5051
GM+25_2,16.5034
GM+25_3,16.3795
GM+45_1,16.4944
GM+45_2,16.3839
GM+45_3,15.8355
GM+60_1,16.500999999999998
GM+60_2,16.3167
GM+60_3,15.9853
GM+90_1,16.475
GM+90_2,16.4622
GM+90_3,16.4699
GM+120_1,15.7402
GM+120_3,16.4087
GM+150_1,16.4664
GM+150_2,16.3633
GM+150_3,16.4864
BT_1,16.4314
BT_2,16.1463
B36_1,16.4313
B36_2,16.3829
B60_1,16.464000000000002
B60_2,16.4652
S0_1,16.5155
S0_2,16.4796
S0_3,16.5128
S1_1,16.2751
S1_2,16.4215
S1_3,16.337
S2_1,16.3407
S2_2,16.2662
S2_3,15.932
S3_1,16.2383
S3_2,16.2576
S4_1,16.0768
S4_2,16.2767
S4_3,16.221
S5_1,15.6051
S5_2,15.5785
S5_3,15.8761
S6_1,15.0364
S6_2,9.4986
S6_3,15.5874
S6/t_1,14.7952
S6/t_2,8.9747
S6_4,14.1554
S6_5,15.4764
S6_6,15.7328
S7_4,15.2821
S7_5,14.841
S7_6,14.6929
S8_4,14.0939
S8_5,11.969
G135_1,16.4854
G135_3,16.4682
G150_1,16.4922
G150_2,16.4952
G150_3,16.488
G180_1,16.4826
G180_2,16.5013
G180_3,16.4871
T-5.40H_1,16.4856
T-4.40H_1,16.4849
T-3.40H_1,16.4904
T-2.40H_1,16.4752
T-1.40H_1,16.4692
T-1.10H_1,16.1221
T-0.40H_1,16.4584
