,A,NarL,Dnr
R2,,0.273461813614723,0.14536150749639842
xmin,,-2.351913409,-5.981426667
xmid,,,
xmax,,4.268279083,4.23999928
ystart,,-5.163223761509171,-7.2369223153672335
yend,,10.356725471993407,6.039090505343809
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.807878,-0.203365081,-0.332129962
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.807878,0.203365081,0.332129962
AB569_EDTA_NaNO2:NaNO2:1,-11.27773068,-0.211360776,-2.2129448910000002
AB569_EDTA_NaNO2:NaNO2:2,-11.34486781,-0.202624578,-1.77083698
AB569_EDTA_NaNO2:EDTA:1,-4.709698569,-0.926283924,-1.473702187
AB569_EDTA_NaNO2:EDTA:2,-4.425882202,-0.786048374,-1.978841262
AB569_EDTA_NaNO2:EDTA:3,-5.139060019,-0.726201085,-2.067638286
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-10.98131099,-0.48789973500000006,-2.172064474
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-11.30452801,-0.253315016,-1.4290741
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.24210213100000003,-0.052057765000000006,0.006977635
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.24210213100000003,0.052057765000000006,-0.006977635
Anthranilate_metabolism_GntR_AntP:antP:1,0.079076488,-0.268214518,0.5147234940000001
Anthranilate_metabolism_GntR_AntP:antP:2,0.133988682,0.145552983,0.918860686
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.037239576,-0.050206557000000006,0.005671217
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.037239576,0.050206557000000006,-0.005671217
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.686116209,-0.37794296,-0.42109512800000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.669247684,-0.618766857,-0.565625189
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.079260693,-1.244649039,-0.42543474000000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.889387809,-0.825670372,-0.695634771
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-0.9809568470000001,-1.936775167,0.598776304
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-0.009549088,-1.8090338190000002,0.665641131
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,0.32465598900000003,-1.8897308,0.719623243
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-0.462644718,-1.887664038,0.541541559
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.843474998,-0.7899794520000001,-0.395202227
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.16639403400000002,-0.6447860160000001,-0.386662351
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.512104266,-0.800839167,-0.361322071
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.21036343600000001,0.149802918,0.506418355
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.21036343600000001,-0.149802918,-0.506418355
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-0.101975675,-0.442995152,-0.544110757
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.08772796100000001,-0.53106992,-1.100436395
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.71375476,0.24087764900000003,0.208953509
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,0.564498297,-0.027148156000000003,-0.180741755
Catabolite_repression:del_hfq_crc_wt:1,0.029889251000000002,-0.024759661000000002,0.155397362
Catabolite_repression:del_hfq_crc_wt:2,-0.029889251000000002,0.024759662,-0.155397363
Catabolite_repression:delHfq:1,-1.012813414,-0.11239898300000001,0.338065447
Catabolite_repression:delHfq:2,-0.9629897350000001,0.13383382,0.508549016
Catabolite_repression:deldcrc:1,0.738465813,0.6638424190000001,0.31383014600000003
Catabolite_repression:deldcrc:2,0.219779301,0.6570473910000001,0.444450761
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,1.425722913,-0.09235625800000001,-0.285639511
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.7444662940000001,0.01971373,-0.079727346
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.681256619,0.072642527,0.365366858
Diallyl_disulphide_treatment:PAO1_DDS:1,-2.520042159,-1.720513739,-0.80073109
Diallyl_disulphide_treatment:PAO1_DDS:2,-1.5571023620000002,-1.5539026740000002,-0.7598774450000001
Diallyl_disulphide_treatment:PAO1_DDS:3,1.544519003,-0.701163349,-0.367344328
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.5879256230000001,-0.068546806,-0.01839968
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.5879256230000001,0.068546807,0.01839968
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-1.18260541,-0.413921939,0.27446731700000004
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.429584375,-0.6766474410000001,0.050554359
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.479573095,0.169785092,-0.8319643640000001
HapZ_SagS_mutant:delHapZp:1,-0.9532189440000001,0.035581927,0.241073366
HapZ_SagS_mutant:delHapZp:2,-0.9604988820000001,0.141078215,-1.178852497
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,0.162171762,-0.22162077300000002,1.9875797780000002
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.317401333,0.051835682,-1.155615415
HapZ_SagS_mutants:delHApZ:1,-2.165591171,-0.368917569,-0.885846949
HapZ_SagS_mutants:delHApZ:2,-1.39140385,-0.251732116,-0.638176882
HapZ_SagS_mutants:delHApZ:3,-0.951892661,-0.357289208,-0.578955761
HapZ_SagS_mutants:delSagS:1,-0.656418484,0.140610112,-0.15365794800000002
HapZ_SagS_mutants:delSagS:2,-0.60728213,0.072676555,-1.129703547
HapZ_SagS_mutants:delSagS:3,-0.49016011600000003,-0.063093745,1.75418407
HapZ_SagS_mutants:delHapZp:1,-0.18753196800000002,-0.006005937,-0.32860290600000003
yhjH_knockout:PA_delyhjH_wt:1,-0.20758242200000002,0.09994014200000001,-0.011678245
yhjH_knockout:PA_delyhjH_wt:2,0.20758242200000002,-0.09994014200000001,0.011678245
yhjH_knockout:PA_delyhjH:1,-2.4769058040000003,-0.13515607400000001,0.226944307
yhjH_knockout:PA_delyhjH:2,-2.705206175,-0.08494705400000001,0.13705429300000002
yhjH_knockout:PA_delwspF:1,-2.220930926,-0.259568065,0.555827166
yhjH_knockout:PA_delwspF:2,-0.037224086,-0.389069577,0.21112132800000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,3.70218222,0.004886726,-0.486062826
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,4.342120661,0.127916003,-0.124738212
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,5.609902182,0.495657084,0.5616818090000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,5.215966882,0.016777205,-0.11074621300000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.038093516,-0.26677878,-0.35869385400000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.046588296,-0.071550905,-0.274144912
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.227348252,-0.018907662000000002,0.073310634
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.312030063,0.357237346,0.559528133
