,A,argR
R2,,0.20905077066274946
xmin,,-4.2035371127
xmid,,0.22883867591871535
xmax,,1.8664877612000002
ystart,,-0.0190875592575086
yend,,12.624669185222707
2AA:WT:1.0,0.78565269,0.3275377378
2AA:WT:2.0,0.5281913748,0.0448632816
2AA:WT:3.0,-0.9491593641,-0.0727822382
2AA:WT:4.0,-0.36468470080000004,-0.2996187811
2AA:del_ridA:1.0,2.6765039478,-0.036585218600000004
2AA:del_ridA:2.0,3.1365681201,0.1133718565
2AA:del_ridA:3.0,2.8347260201,-0.0939733547
2AA:del_ridA:4.0,3.262047185,0.0879873766
GC_MS:WT:1.0,0.43956661480000003,0.12395555280000001
GC_MS:WT:2.0,-0.1627217787,-0.1541261524
GC_MS:WT:3.0,-0.2768448361,0.0301705996
GC_MS:del_slyA:1.0,4.2550479302,-0.1045992033
GC_MS:del_slyA:2.0,4.1969673288,-0.1930600254
Rho:WT:1.0,0.0375041984,-0.017048491500000002
Rho:WT:2.0,-0.5628755683000001,-0.11865728140000001
Rho:WT:3.0,0.5253713698,0.1357057729
Rho:rho_Y80C:1.0,-3.6652779793,-0.2661421807
Rho:rho_Y80C:2.0,-3.1313207755,-0.2339328527
Rho:rho_Y80C:3.0,-2.9664000141,-0.1229609985
Rho:rho_K130Q:1.0,-3.9480224062,-0.011076460100000001
Rho:rho_K130Q:2.0,-3.7782740552,-0.0124603049
Rho:rho_K130Q:3.0,-4.7306706834,0.0500070137
flagella:WT:1.0,0.3065372704,-0.2026692508
flagella:WT:2.0,-0.3065372704,0.2026692508
flagella:del_rfaL:1.0,0.07906420410000001,0.2377101979
flagella:del_rfaL:2.0,0.0742865316,0.0517188827
flagella:del_rfaG:1.0,0.0042043325000000005,0.8792728846000001
flagella:del_rfaG:2.0,0.1388020302,0.7054936651
flagella:del_rfaD:1.0,0.1938192839,0.5105126432
flagella:del_rfaD:2.0,0.5054093806000001,0.6578761643000001
nusG:WT_OD08:1.0,-0.22555551410000002,-0.023835684000000003
nusG:WT_OD08:2.0,0.22555551410000002,0.023835684000000003
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-0.6216886682,0.0342367467
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-1.0937103713,0.46071484500000004
omv:spi2_ind_highOD_intracellularRNAs:1.0,-7.1666962146,-0.2330252087
omv:spi1_ind_highOD_intracellularRNAs:1.0,0.6448954186,0.6587297089
omv:spi2_ind_highOD_intracellularRNAs:2.0,-4.0781719618,0.1238100256
omv:spi2_ind_highOD_intracellularRNAs:3.0,-6.5024965453,-0.0089725297
omv:controlPCN_highOD_intracellularRNAs:1.0,-12.3261639159,1.6518135916999999
omv:controlPCN_highOD_intracellularRNAs:2.0,-12.2854788336,1.4897030555000002
omv:controlPCN_highOD_intracellularRNAs:3.0,-8.3619708929,1.7137733661999999
omv:spi1_ind_highOD_intracellularRNAs:2.0,-0.4580511339,0.682915389
omv:spi1_ind_highOD_intracellularRNAs:3.0,0.5130931240000001,0.6419600139
omv:controlPCN_lowOD_intracellularRNAs:1.0,-0.1721811257,0.0495025284
omv:controlPCN_lowOD_intracellularRNAs:2.0,0.5695113122000001,-0.1164964973
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-0.9923587316,0.41690697660000003
omv:controlPCN_lowOD_intracellularRNAs:3.0,-0.3973301865,0.0669939688
sv5015:STM1625:1.0,-3.4817583473,0.129769932
sv5015:STM1625:2.0,-3.7175237741,0.47594442810000004
