,A,whiB6
R2,,0.04843576115383097
xmin,,-7.2327062433
xmid,,
xmax,,5.365678749
ystart,,-2.484241428337592
yend,,2.0086499892026737
AX:AX_10_MIC:1,0.0574073609,-1.8505096902
AX:AX_10_MIC:2,-0.0768024685,-1.389913683
AX:AX_30_MIC:1,0.5721227786,-1.0564141965
AX:AX_30_MIC:2,0.0947530612,-1.4514574719
AX:QZ_10_MIC:1,0.266167517,-2.3698064766
AX:QZ_10_MIC:2,0.1104892412,-1.0315540952
AX:QZ_30_MIC:1,0.48016454820000004,-1.3641510574
AX:QZ_30_MIC:2,0.5030804889,-2.026434038
AX:wt:1,0.21646125530000002,-0.157867939
AX:wt:2,-0.21646125530000002,0.157867939
ITM_04:00h_clinic_ctrl:1,3.8508098517000002,1.2234267693
ITM_04:00h_clinic_ctrl:2,3.5213764183,0.6895524695
ITM_04:00h_h37rv_control:1,0.2354162435,-0.2933124083
ITM_04:00h_h37rv_control:2,-0.1764699962,0.1065749196
ITM_04:00h_h37rv_control:3,-0.058946247300000004,0.18673748880000002
ITM_04:06h_clinic_delam:1,1.9521718634,-0.1223710474
ITM_04:06h_clinic_delam:2,1.658523755,-0.6885546784000001
ITM_04:06h_clinic_delam:3,1.5642307630999999,-0.8273617677
ITM_04:06h_clinic_DMSO:1,3.8614417081,1.790637851
ITM_04:06h_clinic_DMSO:2,3.698484932,1.8117502941999999
ITM_04:06h_clinic_DMSO:3,4.461252376,1.7170196034
ITM_04:06h_h37rv_delam:1,1.7251333368,-1.1280323828
ITM_04:06h_h37rv_delam:2,1.5994860733,-1.2200655115
ITM_04:06h_h37rv_delam:3,1.4921244545,-1.1622008445
ITM_04:06h_h37rv_DMSO:1,0.2706365093,0.0421488905
ITM_04:06h_h37rv_DMSO:2,0.5548676822,0.1578300125
ITM_04:06h_h37rv_DMSO:3,0.4916460966,-0.024776174600000003
ITM_04:24h_clinic_delam:1,1.58810418,0.09029757790000001
ITM_04:24h_clinic_delam:2,1.9941265449,0.0998580592
ITM_04:24h_clinic_delam:3,1.5312357099,0.06836430760000001
ITM_04:24h_clinic_DMSO:1,4.6888925492,2.0551746786
ITM_04:24h_clinic_DMSO:2,4.3381592381,1.8175201098
ITM_04:24h_clinic_DMSO:3,4.7263715024,2.0922384314
ITM_04:24h_h37rv_delam:1,0.6742624337,-1.6593990717
ITM_04:24h_h37rv_delam:2,0.8446077837,-1.6187457006
ITM_04:24h_h37rv_delam:3,0.7543071456,-1.4340267412
ITM_04:24h_h37rv_DMSO:1,1.0401241761,-0.6713061063
ITM_04:24h_h37rv_DMSO:2,0.5722005286,-0.1888786459
JSF:DMSO:1,0.2573367554,-0.14950286200000001
JSF:DMSO:2,0.0666029175,-0.0503572302
JSF:DMSO:3,-0.0696983937,0.1331222698
JSF:DMSO:4,-0.2542412792,0.0667378225
JSF:JSF_2019:1,2.313216712,-0.8049616219
JSF:JSF_2019:2,1.9266679982000001,0.3116313589
JSF:JSF_2019:3,2.065651748,-0.6217297726000001
JSF:JSF_2019:4,2.3216465172,-0.38796815760000003
JSF:JSF_2026:1,2.3674877747,0.36218996670000003
JSF:JSF_2026:2,1.8851382852,0.910404466
JSF:JSF_2026:3,1.8649267809,0.7596751061
JSF:JSF_2026:4,2.1348269737,0.5586148989
MTS1338:over_expression:1,-0.2083134952,0.0444652386
MTS1338:over_expression:2,0.2083134952,-0.0444652386
PAS:control:1,-0.2836789151,-0.01466574
PAS:control:2,0.2188970663,-0.2740208965
PAS:control:3,0.0647818488,0.28868663640000003
PAS:treated:1,-0.30461405080000004,3.8124689018
PAS:treated:2,-0.3276124769,3.8370892337
PAS:treated:3,-0.8013193084,3.7342447544
THP-1:24h_THP_B_enriched:1,0.2283480652,0.3256174919
THP-1:24h_THP_B_enriched:2,-0.2283480652,-0.3256174919
aminoimidazoles:02h_treated:1,-0.4345220254,0.2183507032
aminoimidazoles:02h_treated:2,-0.4632532741,0.2624125603
aminoimidazoles:24h_treated:1,1.2375022195,1.6536258548
aminoimidazoles:24h_treated:2,0.825059717,1.5513460676
aminoimidazoles:untreated:1,0.3832070849,0.10642563270000001
aminoimidazoles:untreated:2,-0.16370541360000002,-0.068154188
aminoimidazoles:untreated:3,-0.2195016713,-0.038271444700000004
antibiotic:ctrl_24h:1,-0.18676617980000002,0.2154444232
antibiotic:ctrl_24h:2,0.1090112241,0.0041641183
antibiotic:ctrl_24h:3,-0.4361348487,0.4536992604
antibiotic:ctrl_4h:1,-0.1350983469,0.0857212757
antibiotic:ctrl_4h:2,-0.0028022639,-0.0147054994
antibiotic:ctrl_4h:3,0.1379006109,-0.07101577640000001
antibiotic:izd_4h:1,-10.1567099135,-7.2327062433
antibiotic:izd_4h:2,-10.2603043463,-7.1088290542
base:wt_glu_24:1,0.9444710854,-1.3485948301000001
base:wt_glu_24:2,0.6452183976,-0.589827992
base:wt_glu_24:3,0.8547491415,-1.1023396742
base:wt_glu_6:1,-0.3547325,0.27687884690000003
base:wt_glu_6:2,0.1152292862,-0.3822405325
base:wt_glu_6:3,0.2395032138,0.1053616857
base:wt_llac_24:1,0.4199634678,-0.29888200800000003
base:wt_llac_24:2,-0.37430553120000004,0.3448768609
base:wt_llac_24:3,0.0816363036,-1.0925560555
base:wt_llac_6:1,-0.30185596340000004,-0.2178717251
base:wt_llac_6:2,-0.2157987139,-0.8168194271
base:wt_llac_6:3,0.1189287635,-0.8039509720000001
base:wt_pyr_24:1,1.3219270908,1.2138114062
base:wt_pyr_24:2,1.0760068591,-0.40518736920000004
base:wt_pyr_24:3,1.4308154219,1.0281564231
base:wt_pyr_6:1,0.0054356177,-0.1580272921
base:wt_pyr_6:2,-0.6093593672000001,0.5885208624
base:wt_pyr_6:3,0.0199900741,-0.0072192022
biofilm:biofilm:1,-2.0122412078,1.5162295576
biofilm:biofilm:2,-2.0009032896,1.3603040808
biofilm:planktonic:1,-0.1545105307,0.0214376005
biofilm:planktonic:2,0.1545105307,-0.0214376005
btz043:0_days_.006:1,-0.1352915444,-0.17592758560000002
btz043:0_days_.006:2,-0.0467616313,-0.588230557
btz043:0_days_.006:3,-0.09297891380000001,-0.0774643696
btz043:0_days_control:1,0.0072600449,-0.0441910121
btz043:0_days_control:2,0.09912535900000001,0.10207611080000001
btz043:0_days_control:3,-0.10638540390000001,-0.057885098700000005
btz043:1_days_.006:1,0.14217412910000002,2.8957614014
btz043:1_days_.006:2,-0.0630577636,2.7777309829
btz043:1_days_.006:3,0.0049380589,2.9568853361
btz043:1_days_.006:4,0.657824119,2.5077830842
btz043:1_days_control:1,-0.29995748510000003,1.7613698184
btz043:1_days_control:2,-0.3131286303,1.6257591737000001
btz043:1_days_control:3,-0.5583748282000001,1.7444540849
btz043:1_days_control:4,-0.3851048703,2.0363222036
clarithromycin:1_days_control:1,-0.0364425975,0.40695483120000003
clarithromycin:1_days_control:2,-0.1104309276,-0.2330351581
clarithromycin:1_days_control:3,0.1468735251,-0.17391967300000002
cnpB:del:1,0.1388711581,2.0084617768
cnpB:del:2,0.2351983709,0.8975643390000001
cnpB:del:3,0.1743139596,1.2921993658
cnpB:wt:1,0.0919350768,0.5774886555000001
cnpB:wt:2,0.0563236583,-0.5659310433
cnpB:wt:3,-0.1482587351,-0.011557612200000001
csoR:ko:1,-0.8330542053000001,0.0284841895
csoR:ko:2,-1.2896976901000001,0.037381129400000004
csoR:wt:1,-0.0243022045,0.2022660574
csoR:wt:2,0.0243022045,-0.2022660574
dap:0_days_25:1,-0.1452271664,-0.39719361400000003
dap:0_days_25:2,-0.1835162941,-0.1790518831
dap:0_days_25:3,-0.1987451458,0.0984068183
dap:0_days_25:4,-0.38806127360000003,0.1046061918
dap:0_days_control:1,-0.1232039909,0.3231493473
dap:0_days_control:2,-0.1297458816,-0.1767420714
dap:0_days_control:3,0.2935352986,-0.18032056330000001
dap:0_days_control:4,-0.040585426,0.0339132874
dap:1_days_25:1,-1.8505004724,-1.8252660726
dap:1_days_25:2,-1.6502396766,-1.0479150718
dap:1_days_25:3,-1.4029172962,-1.069366886
dap:1_days_25:4,-1.7684721564,-1.4522524985
dap:1_days_control:1,-1.368615379,-0.2404540497
dap:1_days_control:2,-1.0948805761,-0.2548082488
dap:1_days_control:3,-1.3213384266000001,-0.4161050676
dap:1_days_control:4,-1.3939160264,0.0426563514
degradosome:mutant_rnj:1,-1.265309386,-2.173593239
degradosome:mutant_rnj:2,-1.2354875594,-2.7747926367
degradosome:mutant_rnj:3,-1.6843375147000001,-3.7406195849
degradosome:PNPase_ko:1,-2.8349112324,2.3370387026
degradosome:PNPase_ko:2,-2.7820506254,2.3226038113
degradosome:PNPase_ko:3,-2.7202702197,2.389882955
degradosome:Rnase_E_ko:1,1.2697527101000001,-2.2494870924
degradosome:Rnase_E_ko:2,0.9251601821000001,-1.8966995376
degradosome:Rnase_E_ko:3,1.4517426802,-1.6882092477000001
degradosome:wt_cas9_ctrl:1,-0.1555542014,-4.5508589276
degradosome:wt_cas9_ctrl:2,-0.0434928908,-3.8187213257
degradosome:wt_cas9_ctrl:3,0.10460072740000001,-3.6195594419
degradosome:wt_expn:1,-0.2214086059,-0.249183752
degradosome:wt_expn:2,0.11807325980000001,0.11019329430000001
degradosome:wt_expn:3,0.1033353461,0.13899045770000001
delam:0_days_.09:1,-0.030053742,0.146629627
delam:0_days_.09:2,0.08545845490000001,-0.0691878018
delam:0_days_.09:3,0.0355589516,0.31290268530000004
delam:0_days_.09:4,0.009752091800000001,-0.1638068782
delam:0_days_control:1,0.1056353455,0.0620824748
delam:0_days_control:2,-0.2818327316,0.1761300392
delam:0_days_control:3,0.0125433136,-0.4487679416
delam:0_days_control:4,0.1636540725,0.2105554275
delam:1_days_.09:1,-0.45926827680000004,-2.1941259649
delam:1_days_.09:2,-0.1801506484,-1.3085947651
delam:1_days_.09:3,-0.2752765354,-1.2609413922
delam:1_days_.09:4,-0.1879186434,-1.6331812308
delam:1_days_control:1,-0.2213083278,-1.9212958566
delam:1_days_control:2,-0.2672619765,-1.5733535819000002
delam:1_days_control:3,-0.30309246300000003,-1.6252084501000001
delam:1_days_control:4,-0.4375169746,-1.9103934916
dg_inh:both:1,0.2121622903,0.8550959962
dg_inh:both:2,0.5120448636,0.3320117752
dg_inh:both:3,0.4622312229,0.7566190135
dg_inh:dg:1,0.0027744273,0.21691767380000002
dg_inh:dg:2,0.1944402217,-0.192202592
dg_inh:dg:3,-0.0647421277,0.1282788329
dg_inh:DMSO:1,-0.11592955660000001,-0.06532316290000001
dg_inh:DMSO:2,0.09796896590000001,0.2823047128
dg_inh:DMSO:3,0.0179605907,-0.21698155
dg_inh:inh:1,0.0277916244,0.7009440525
dg_inh:inh:2,0.2124470685,0.45379780340000003
dg_inh:inh:3,0.2495621515,0.7423858134
dormancy:dormant_20d_rifampicin:1,-2.646432867,-0.6176371724
dormancy:dormant_20d_rifampicin:2,-2.5275534109,-0.3713363447
dormancy:dormant_20d_rifampicin:3,-3.240105977,-0.2592489987
dormancy:dormant_no_treatment:1,-0.13321173390000002,0.1158209473
dormancy:dormant_no_treatment:2,0.1141113646,0.1561857811
dormancy:dormant_no_treatment:3,0.0191003693,-0.2720067285
eccE1:control:1,0.1051848437,-0.14994240320000002
eccE1:control:2,-0.1051848437,0.14994240320000002
eccE1:delta_eccE1:1,-0.7707708795,-1.3658160109
eccE1:delta_eccE1:2,-0.6619348796,-1.1036139164
eccE1:delta_eccE1_eccE1_HA_comp:1,-0.2987064271,-1.3777855973
eccE1:delta_eccE1_eccE1_HA_comp:2,-0.6793439752,-1.3677205409
eccE1:delta_eccE1_empty_vector:1,-0.24263565350000002,-0.7973778417
eccE1:delta_eccE1_empty_vector:2,-0.1490347448,-0.8553368101000001
eccE1:delta_eccE1_myc_p1_HA_comp:1,0.0086559919,0.1858793931
eccE1:delta_eccE1_myc_p1_HA_comp:2,0.0958672295,-0.3928835037
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-0.09461510640000001,-0.6001533536
eccE1:delta_eccE1_mycP1_eccE1_comp:2,-0.1000205425,-0.7245309643000001
emb:0_days_2.45:1,0.2914147308,-0.4600687143
emb:0_days_2.45:2,0.0337838638,-0.1492493276
emb:0_days_2.45:3,0.2251003442,-0.8167169212000001
emb:0_days_2.45:4,-0.19095985140000002,-0.059069361800000005
emb:0_days_control:1,0.2649429569,0.49008466430000003
emb:0_days_control:2,-0.13615139710000002,0.0292313049
emb:0_days_control:3,-0.057889114500000005,-0.4078011494
emb:0_days_control:4,-0.0709024453,-0.1115148197
emb:1_days_2.45:1,-0.1083153248,0.16858102490000001
emb:1_days_2.45:2,0.0337479699,0.7853464348
emb:1_days_2.45:3,-0.1271812684,0.1849826614
emb:1_days_2.45:4,-0.2731420258,0.3190289556
emb:1_days_control:1,-0.4878468117,-0.4594999067
emb:1_days_control:2,-0.2253061902,-0.2337063304
emb:1_days_control:3,-0.4983204251,-0.7598100009000001
emb:1_days_control:4,-0.353365129,-0.065742251
espL:ko:1,-0.3119854522,-3.9216065
espL:ko:2,-0.3408189728,-3.2611526686
espL:wt:1,0.2717062383,-0.1011122396
espL:wt:2,-0.2717062383,0.1011122396
esx_1:ko:1,30.3183067961,2.4477623022
esx_1:ko:2,29.9839047164,2.0507166356
esx_1:wt:1,0.0202108304,-0.0927792967
esx_1:wt:2,-0.3630551155,-0.3355217601
esx_1:wt:3,0.34284428510000003,0.4283010568
genotoxic:control:1,0.0795103437,-0.22896494150000002
genotoxic:control:2,-0.0795103437,0.22896494150000002
genotoxic:growth_supplement:1,0.5666595215,-0.4100855223
genotoxic:growth_supplement:2,0.11106051300000001,0.0043969452
growth:tss_expnt:1,-5.1042061586,-0.2779138605
growth:tss_expnt:2,-4.3045375967,-0.32736957710000003
growth:tss_expnt:3,-5.088279628,-0.6460257128
growth:tss_starved:1,-3.8218380199,-1.6047208562000002
growth:tss_starved:2,-3.7165220682999998,-1.3791823107
growth:tss_starved:3,-2.6743047401,-1.608967846
growth:wt_expn:1,0.2055122734,-0.2157476119
growth:wt_expn:2,-0.08023922110000001,-0.2758421126
growth:wt_expn:3,-0.1252730523,0.4915897245
hs2:treated:1,0.4475327261,-0.1526264762
hs2:treated:2,0.4368279283,-0.0554131623
hs2:treated:3,0.207415278,-0.0322101466
hs2:untreated:1,0.4507711185,-0.2692680121
hs2:untreated:2,-0.15998906000000002,-0.23702440230000002
hs2:untreated:3,-0.2907820585,0.5062924144000001
hypoxia:000h_.81_DO:1,0.4045669308,-0.2561530281
hypoxia:000h_.81_DO:2,0.1641644414,0.1281489845
hypoxia:000h_.81_DO:3,-0.5687313722,0.1280040436
hypoxia:017h_.57_DO:1,0.6996807305,-0.0576718156
hypoxia:017h_.57_DO:2,0.7655837669000001,0.7288633193
hypoxia:017h_.57_DO:3,1.4957061696,0.2046210852
hypoxia:023h_.42_DO:1,1.9622155576,-0.5659308451
hypoxia:023h_.42_DO:2,1.7577026841,-0.3101120629
hypoxia:040h_.11_DO:1,2.2456093364,-0.6071415154
hypoxia:040h_.11_DO:2,1.8218902043,-1.2006666525
