,BSU__misc_RNA_45
LBexp_1,-6.6740666667
LBexp_2,-3.6717666667
LBexp_3,-5.1456666667
LBtran_1,-5.9142666667
LBtran_2,-6.3339666667
LBtran_3,-5.9754666667
LBstat_1,-4.3099666667
LBstat_2,-4.9002666667
LBstat_3,-6.0781666667
LBGexp_1,-6.2121666667
LBGexp_2,-5.7785666667
LBGexp_3,-6.1288666667
LBGtran_2,-3.3665666667
LBGtran_3,-4.1188666667
LBGstat_1,-6.7899666667
LBGstat_2,-7.2472666667
LBGstat_3,-6.1175666667
S0_1,-1.5882666667
S0_2,-2.4776666667000002
S0_3,-2.1193666667
S1_1,-0.3261666667
S1_2,-0.24756666670000002
S1_3,-0.5842666667
S2_1,-0.26736666670000003
S2_2,-0.7584666667000001
S2_3,-0.7871666667
S3_1,-0.1647666667
S3_2,-0.1506666667
S4_1,0.11933333330000001
S4_2,-0.30566666670000003
S4_3,-0.6339666667
S5_1,-0.9856666667
S5_2,-0.7589666667
S5_3,-0.7891666667
S6_1,-2.0754666667
S6_2,-4.7728666667
S6_3,-1.5087666667000001
S6/t_1,-2.2099666667
S6/t_2,-5.1376666667
S6_4,-1.4875666667
S6_5,-1.1479666667
S6_6,-0.9619666667000001
S7_4,-1.2683666667
S7_5,-2.3381666667
S7_6,-1.7472666667
S8_4,-2.0288666667
S8_5,-4.3930666667
G135_1,-5.6264666667
G135_3,-6.6555666667
G150_1,-6.9926666667
G150_2,-6.5831666667
G150_3,-6.9034666667
G180_1,-6.8114666667
G180_2,-6.7435666667
G180_3,-7.4055666667
C30_1,-1.8608666667
C30_2,-1.4986666667000001
C90_1,-0.1404666667
C90_2,-0.1015666667
BI_1,-0.7499666667
BI_2,-0.9756666667
BC_2,0.1710333333
BC/t_1,0.4924333333
BC/t_2,0.7078333333
BC_1,0.0337333333
Sw_1,0.7937333333000001
Sw_2,0.7849333333
BT_1,-2.1413666667
BT_2,-2.6326666667
B36_1,-0.0784666667
B36_2,-0.3578666667
B60_1,0.5697333333
B60_2,0.7054333333
M9exp_1,0.41493333330000004
M9exp_2,-0.0900666667
M9exp_3,-0.32486666670000003
M9tran_1,-0.5596666667
M9tran_2,-0.3285666667
M9tran_3,-0.0394666667
M9stat_1,-1.7668666667
M9stat_2,-2.4060666667
M9stat_3,-2.1352666667
M+G_1,-1.0168666667
M+G_2,-0.8356666667
M+G_3,-0.7995666667
Glu_1,-0.2525666667
Glu_2,-0.30566666670000003
Glu_3,-0.0418666667
Fru_1,0.0320333333
Fru_2,-0.047866666700000005
Fru_3,-0.6357666667
Mal_1,-2.1882666667
Mal_2,-1.0704666667
Mal_3,-1.6655666667
G+S_2,-0.9475666667
G+S_3,-0.5818666667
Pyr_1,-0.30916666670000004
Pyr_2,0.015433333300000001
Pyr_3,-0.1208666667
Gly_1,-0.8326666667
Gly_2,-0.7794666667
Gly_3,-2.1160666667
Glucon_1,-0.6348666667
Glucon_2,-0.20096666670000002
Glucon_3,-1.9449666667
aero_1,-1.4752666667
aero_2,-1.7062666667
aero_3,-0.3341666667
nit_1,-1.4163666667
nit_2,-0.8384666667
nit_3,-1.2443666667
ferm_1,-2.1655666667
ferm_2,-0.9964666667000001
ferm_3,-1.6372666667
T-5.40H_1,0.4569333333
T-4.40H_1,0.3621333333
T-3.40H_1,0.40143333330000003
T-2.40H_1,-0.1019666667
T-1.40H_1,-0.007666666700000001
T-1.10H_1,-0.4580666667
T-0.40H_1,-0.0442666667
T0.0H_1,-0.6853666667
T0.30H_1,-3.8692666667
T1.0H_1,-2.8341666667
T1.30H_1,-2.0230666667
T2.0H_1,-1.5658666667
T2.30H_1,-0.8399666667
T3.0H_1,-1.0744666667
T3.30H_1,-0.4836666667
T4.0H_1,-0.6039666667
T5.0H_1,-0.8161666667
HPh_1,-0.4515666667
HPh_2,-0.6051666667
HPh_3,-0.2108666667
LPh_1,-0.9262666667
LPh_2,-0.6612666667
LPh_3,-1.1921666667
LPhT_1,0.5167333333
LPhT_2,0.3010333333
LPhT_3,0.30613333330000003
SMMPr_1,-0.7242666667000001
SMMPr_2,-0.9643666667
SMMPr_3,-0.8560666667
HiTm_1,-2.4852666667
HiTm_2,-1.2848666667
HiTm_3,-0.2429666667
LoTm_1,0.5209333333
LoTm_2,0.4355333333
LoTm_3,0.7163333333
HiOs_1,0.4776333333
HiOs_2,0.5028333333
HiOs_3,0.5736333333
BMM_1,-0.3421666667
BMM_2,-0.6106666667
BMM_3,-0.7062666667
Heat_1,-1.1737666667
Heat_2,-1.2331666667
Heat_3,-1.9105666667
Cold_1,-1.2016666667
Cold_2,-1.5613666667000001
Cold_3,-2.1281666667
Etha_1,-0.8665666667
Etha_2,-1.5934666667
Etha_3,-1.1371666667
SMM_1,-0.4728666667
SMM_2,-0.3063666667
SMM_3,-0.4534666667
Salt_1,-1.9230666667
Salt_2,-1.9999666667
Salt_3,-2.1482666667
Mt0_1,-6.2388666667
Mt0_3,-7.5190666667
M0t45_1,-4.0096666667
M0t45_2,-2.9807666667
M0t45_3,-4.7715666667
M0t90_1,-4.7030666667
M0t90_2,-5.2564666667
M0t90_3,-4.1202666667
M40t45_1,-5.0924666667
M40t45_2,-6.3252666667
M40t45_3,-4.4758666667
M40t90_1,-4.7907666667
M40t90_2,-5.0195666667
M40t90_3,-4.4782666667
dia0_1,-6.1144666667
dia0_2,-6.5599666667
dia0_3,-4.5523666667
dia5_1,-5.4343666667
dia5_2,-5.9906666667
dia5_3,-5.9139666667
dia15_1,-7.2580666667
dia15_2,-6.3081666667
dia15_3,-4.2406666667
Diami_1,-4.3952666666999995
Diami_2,-4.6025666667
Diami_3,-5.2276666667
Paraq_1,-6.1615666667
Paraq_2,-6.5760666667
Paraq_3,-7.8897666667
H2O2_1,-7.4056666667
H2O2_2,-7.2535666667
H2O2_3,-7.5221666667000004
Oxctl_1,-6.4099666667
Oxctl_2,-6.5105666667
Oxctl_3,-6.7043666667
GM-0.1_1,-0.4153666667
GM-0.2_1,-0.34496666670000004
GM+5_1,-0.4468666667
GM+15_1,-0.5125666667000001
GM+25_1,0.2865333333
GM+45_1,0.11103333330000001
GM+60_1,-0.0625666667
GM+90_1,-0.2771666667
GM+120_1,-1.0498666667
GM+150_1,-0.48956666670000004
GM-0.1_2,0.13693333330000002
GM-0.2_2,0.3582333333
GM+5_2,-0.1265666667
GM+10_2,-0.1658666667
GM+15_2,-0.0200666667
GM+25_2,-0.1560666667
GM+45_2,-1.0243666667
GM+60_2,-1.0419666667
GM+90_2,-0.4071666667
GM+150_2,-1.2841666667
GM-0.1_3,0.0622333333
GM-0.2_3,0.3609333333
GM+5_3,0.2791333333
GM+10_3,-0.6706666667
GM+15_3,-0.11876666670000001
GM+25_3,-0.3860666667
GM+45_3,-1.3571666667
GM+60_3,-1.1695666667
GM+90_3,-0.6076666667
GM+120_3,-0.8874666667000001
GM+150_3,-0.4365666667
MG-0.1_1,-0.6376666667
MG+5_1,-0.1839666667
MG+10_1,-0.08236666670000001
MG+15_1,-1.1401666666999999
MG+25_1,-0.1986666667
MG+45_1,-0.1559666667
MG+120_1,-0.5712666667
MG+150_1,-0.6951666667
MG-0.1_2,-1.3257666666999999
MG-0.2_2,-0.5646666667
MG+5_2,-0.43816666670000004
MG+10_2,-0.4854666667
MG+15_2,0.1680333333
MG+25_2,-0.6687666667000001
MG+45_2,-0.8555666667
MG+60_2,-0.4010666667
MG+90_2,-0.8255666667
MG+120_2,0.1116333333
MG-0.1_3,-0.0965666667
MG-0.2_3,-0.13446666670000001
MG+5_3,-0.6081666667
MG+10_3,-1.2300666667
MG+15_3,-0.1784666667
MG+25_3,-0.0036666667
MG+45_3,0.5195333333000001
MG+60_3,-0.5505666667
MG+90_3,-0.0961666667
MG+120_3,-0.3310666667
MG+150_3,0.0765333333
