k,name,in_iM,gene_weight,regulator,function,category
79,Null-3,False,0.0391256593518937,,Null,Uncharacterized
34,Null-2,False,0.0350453413637119,,Null,Uncharacterized
67,TurA-2,False,0.0248724447388209,TurA,Chaeperone,Translation
56,PP_5350,False,0.0243417755071968,PP_5350,Glyoxylate and dicarboxylate metabolism,Carbon
59,IonicLiquid,False,-0.0242595674804497,,Triethylamine hydrogen sulfate stress,Stress
41,Unchar-5,False,0.0199660638666544,,Unknown,Uncharacterized
26,Exporters,False,-0.0177809454249876,,"FleQ related exporters, aldehyde stress",Stress
36,InfA,False,-0.017512803918874,,Translation,Translation
2,PP_2034-7,False,-0.0174861685810144,,Benzoate catabolism,Carbon
70,FruR,False,-0.0167702620888306,FruR,Fructose catabolism,Carbon
17,Putrescine,False,-0.0153320609044159,,Polyamine metabolism,Carbon
37,PydR/RpoS,False,-0.0139946586916217,PydR,Stationary phase response,Stress
73,GcsR,False,-0.0134336097131109,GcsR,Glycine metabolism,Amino acid
4,PedR1-1,False,-0.0132447400336462,PedR1,Alcohol/aromatics catabolism,Carbon
62,OxyR,False,0.0125183451778268,OxyR,Oxidative stress,Stress
80,GlcC,False,0.0124272720268735,GlcC,Glycolate catabolism,Carbon
63,Noise-4,False,-0.0124143044851741,,"Noise, kdpF, too small peptide",Uncharacterized
30,PvdS,False,-0.0120760672081826,PvdS,Pyoverdine biosynthesis,Secondary metabolite
7,Genomic-1,False,-0.0119278175479997,,Muconate production study,Genomic
76,LiuR,False,-0.0119142707965499,LiuR,Ribose and lipid catabolism,Carbon
10,Redox,False,0.0118545788050167,,Redox state homeostasis,Stress
82,Genomic-3,False,-0.0116337642123227,,TurB deletion,Genomic
58,PP_0204/CysB,False,-0.0114592312590251,PP_0204,Sulfur metabolism,Element homeostasis
12,GclR,False,-0.0111129289697819,GclR,C2 carbon metabolism,Carbon
47,Unchar-7,False,-0.0109854345838834,,Galactose ALE specific,Uncharacterized
42,Unchar-6,False,0.0108226989280619,,mfsR related,Uncharacterized
31,BkdR,False,0.0105436295195024,BkdR,Starvation response,Stress
5,Acetate stress,False,-0.01042259884475,,Acetate specific response,Stress
78,HmgR,False,-0.0100004238440704,HmgR,Tyrosine metabolism,Amino acid
52,HexR,False,-0.009666078736576,HexR,Sugar catabolism,Carbon
69,FnrA-2,False,0.009637884235423,FnrA,potentially iron metabolism,Energy generation
64,PsrA,False,0.0094684746361137,PsrA,Fatty acid catabolism,Carbon
50,Noise-3,False,0.0085944626751549,,"Noise, PP_5437 hypothetical protein, 183 bp",Uncharacterized
65,PcaR,False,-0.0081873845033691,PcaR,Aromatic acid catabolism,Carbon
13,FnrA-1,False,-0.0077423387152624,FnrA,Redox state homeostasis,Energy generation
54,RbsR,False,0.0077211120585873,RbsR,"Ribose, nicotinic acid catabolism",Carbon
20,Unchar-2,False,0.0073496370589978,,Unknown,Uncharacterized
6,Noise-1,False,-0.0073135849967956,,"Noise, PP_2520 hypothetical protein, 117 bp",Uncharacterized
9,TCA cycle,False,-0.0069900078379135,,TCA cycle,Carbon
33,Unchar-4,False,0.0069204900263332,,ICE related,Uncharacterized
61,Unchar-8,False,-0.0066854552234709,,potentially iron metabolism,Uncharacterized
68,FleQ/AmrZ,False,-0.0063416325111194,FleQ,Flagella synthesis,Structural components
