,A,MmsR
R2,,0.07179497692406134
xmin,,-2.092075725
xmid,,1.4787665346645187
xmax,,4.545185783
ystart,,-1.4240326538947574
yend,,-21.170075038728893
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,1.2925420108,-0.46084336600000003
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-1.2925420108,0.46084336600000003
AB569_EDTA_NaNO2:NaNO2:1,-2.722234958,1.579016035
AB569_EDTA_NaNO2:NaNO2:2,-3.1359997962,1.8568633399999999
AB569_EDTA_NaNO2:EDTA:1,2.8430792047,1.061968543
AB569_EDTA_NaNO2:EDTA:2,3.4803319917,0.681693132
AB569_EDTA_NaNO2:EDTA:3,2.6721972213000003,0.746023808
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-2.0212035666,1.9339689660000001
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-1.7051777784,2.110516274
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.06421043700000001,-0.230118767
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.06421043700000001,0.230118767
Anthranilate_metabolism_GntR_AntP:antP:1,1.0473874286,-0.12989677100000002
Anthranilate_metabolism_GntR_AntP:antP:2,0.6025852496,0.325977391
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.07060987910000001,-0.027910647
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.07060987910000001,0.027910647
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.3263674485,-0.29109077
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.8041919249,-0.20413218500000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.7028814466000001,-0.322793665
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.1950772861,-0.045469246000000005
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-2.1781823057,-1.663580649
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-1.6196377794,-1.488355483
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-1.4331147518,-1.493271271
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-1.6379388873,-1.495501548
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.5678065777,-0.008301462
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.0474666605,0.28666017
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.5618437638,0.177702685
Catabolise_Nucleic_Acids:L_asp:1,1.3336113502,0.36123968500000003
Catabolise_Nucleic_Acids:L_asp:2,5.3324279662,-0.06829990100000001
Catabolise_Nucleic_Acids:DNA_1:1,0.700011057,0.021677543
Catabolise_Nucleic_Acids:DNA_1:2,-0.7524698701,0.177050715
Catabolise_Nucleic_Acids:DNA_1:3,0.0524588132,-0.19872825800000002
Catabolite_repression:del_hfq_crc_wt:1,0.5580405486000001,-0.001639868
Catabolite_repression:del_hfq_crc_wt:2,-0.5580405486000001,0.001639868
Catabolite_repression:delHfq:1,5.0675840736,0.39519903500000003
Catabolite_repression:delHfq:2,4.9814668397,0.44968680200000005
Catabolite_repression:deldcrc:1,6.7049769545,1.328103956
Catabolite_repression:deldcrc:2,6.450352899,1.044462896
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.34178748870000003,-0.205167918
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.9283619214000001,0.23276997100000002
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.5865744327,-0.027602052000000002
Diallyl_disulphide_treatment:PAO1_DDS:1,-4.672244024,-0.384841977
Diallyl_disulphide_treatment:PAO1_DDS:2,-4.1729381061,-0.322853347
Diallyl_disulphide_treatment:PAO1_DDS:3,-3.5575389828,0.062884219
Dispersed_cells:PAO1_dispersed_wt:1,1.2848699448,-0.300133274
Dispersed_cells:PAO1_dispersed_wt:2,-1.2848699448,0.300133274
Dispersed_cells:PyhjH_dispersed:1,4.9549166019,0.454855936
Dispersed_cells:PyhjH_dispersed:2,4.9465659646999995,0.991812396
Dispersed_cells:PA01_Planktonic:1,9.1722262181,-0.274471705
Dispersed_cells:PA01_Planktonic:2,9.603266723800001,0.07357319400000001
Dispersed_cells:PAO1_Biofilm:1,8.0900889183,1.47873181
Dispersed_cells:PAO1_Biofilm:2,8.4648064271,1.068936766
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,2.759046021,1.52214377
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,2.7333227534,1.4284681780000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,2.2792373449,1.349875601
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.013778058400000001,-0.161608405
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.1513714499,0.38441553100000003
