,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.29960258427236025,2.0,0.0,-0.211851019,1.0,0.211851019,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,-8.3476683415,0.1729170045503247,2.0,2.0,-8.225397555,3.0,-8.469939128,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,0.08357055333333335,0.5676885953332625,3.0,4.0,-0.570477338,5.0,0.448493815,6.0,0.37269518300000004,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,-9.432929174,0.1267524175763134,2.0,7.0,-9.34330168,8.0,-9.522556668,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.03093257423340932,2.0,9.0,0.021872633000000002,10.0,-0.021872633000000002,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,-1.2390568785,0.15743952888302185,2.0,11.0,-1.350383437,12.0,-1.12773032,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.6815854533190397,2.0,13.0,-0.48195369600000004,14.0,0.48195369600000004,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.9915927277500001,1.45112754100069,4.0,15.0,3.077265305,16.0,0.878447477,17.0,-0.061936999000000006,18.0,0.07259512800000001,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-7.6010027005000005,0.26407744974839736,4.0,19.0,-7.60485439,20.0,-7.232819141,21.0,-7.722886492,22.0,-7.843450779,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.9045690716666667,0.2962809896400738,3.0,23.0,0.714910951,24.0,1.24598437,25.0,0.752811894,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.5964753842301634,2.0,26.0,-0.421771789,27.0,0.421771789,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,2.433403958,0.0928161244471015,2.0,28.0,2.367773047,29.0,2.499034869,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,1.3263312955000002,1.538083114794899,2.0,30.0,0.23874229500000002,31.0,2.413920296,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,0.07154089360465944,2.0,32.0,-0.050587051,33.0,0.050587051,,,,,,,,,,,,
14,Catabolite_repression__delHfq,-2.0214728445,0.0572575522922593,2.0,34.0,-2.061960048,35.0,-1.9809856410000002,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,-2.1513749239999997,1.2173645380058995,2.0,36.0,-3.012181644,37.0,-1.290568204,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,0.0,1.105635508862751,3.0,38.0,-0.181117052,39.0,1.185011512,40.0,-1.00389446,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,-7.002608491666667,0.8317398167581973,3.0,41.0,-7.962588975,42.0,-6.547502512,43.0,-6.497733988,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.026922168626435133,2.0,44.0,-0.019036848000000002,45.0,0.019036848000000002,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,-0.6937996115,0.06519507481266541,2.0,46.0,-0.7398994910000001,47.0,-0.6476997320000001,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,-0.668836945,,1.0,48.0,-0.668836945,,,,,,,,,,,,,,
21,HapZ_SagS_mutant__delHapZp,-0.8478152139999999,0.5981533769061902,2.0,49.0,-1.270773523,50.0,-0.424856905,,,,,,,,,,,,
22,HapZ_SagS_mutants__PA_HapZ_SagS_wt,0.33441847300000005,0.055931196040342024,2.0,51.0,0.294869145,52.0,0.37396780100000004,,,,,,,,,,,,
23,HapZ_SagS_mutants__delHApZ,-0.17937308200000002,0.4966284319496015,3.0,53.0,-0.691342695,54.0,0.300341776,55.0,-0.14711832700000002,,,,,,,,,,
24,HapZ_SagS_mutants__delSagS,-0.19338515200000006,0.48172143839509346,3.0,56.0,-0.48327213700000005,57.0,-0.45957387200000005,58.0,0.362690553,,,,,,,,,,
25,HapZ_SagS_mutants__delHapZp,-1.207746813,,1.0,59.0,-1.207746813,,,,,,,,,,,,,,
26,yhjH_knockout__PA_delyhjH_wt,0.0,0.3574067378846515,2.0,60.0,-0.252724728,61.0,0.252724728,,,,,,,,,,,,
27,yhjH_knockout__PA_delyhjH,-0.9654875355000001,0.16552542503353768,2.0,62.0,-1.082531686,63.0,-0.848443385,,,,,,,,,,,,
28,yhjH_knockout__PA_delwspF,0.932673447,0.9158367819826534,2.0,64.0,1.580267846,65.0,0.285079048,,,,,,,,,,,,
29,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Acetate,1.242792772,0.4664091541271633,4.0,66.0,0.970612746,67.0,1.891399091,68.0,1.263136568,69.0,0.846022683,,,,,,,,
30,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Glycerol,-2.50000003337858e-10,0.40863211571756747,4.0,70.0,-0.138104316,71.0,-0.46341237900000004,72.0,0.508370505,73.0,0.093146189,,,,,,,,
31,Pseudomonas_culture_MOPS_Glycerol_Acetate__Gly_Hypoxia,-1.142498203,0.08209219108688748,2.0,74.0,-1.084450258,75.0,-1.200546148,,,,,,,,,,,,
