,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,0.7265424467,1.0274861817628715,2.0,0.0,0.0,5.0,1.4530848934
1,U01-Set001__USA300 LAC CA-MHB Control,2.66249436695,0.4233054893742187,2.0,1.0,2.961816549,6.0,2.3631721849
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,1.1438280956,1.617617205820909,2.0,2.0,0.0,7.0,2.2876561912
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,3.32316867185,0.11828845059249053,2.0,3.0,3.2395261063,8.0,3.4068112374
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,3.4594995285500003,0.3250330284830995,2.0,4.0,3.6893325871,9.0,3.22966647
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,2.1782097522,0.3127730721644047,2.0,13.0,1.9570457919000002,14.0,2.3993737125
9,U01-Set001__USA300 LAC RPMI+10%LB Control,3.0472577688499998,0.31916947207222396,2.0,15.0,2.8215708708,18.0,3.2729446669
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,1.1466570109,1.6216178962049739,2.0,16.0,2.2933140218,19.0,0.0
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,2.09830771735,0.301793942764779,2.0,17.0,1.8849071739,20.0,2.3117082608
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,2.7664962496000003,0.22474116431656033,2.0,34.0,2.6075802483,38.0,2.9254122509
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,0.0,0.0,2.0,35.0,0.0,39.0,0.0
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,1.4275994847,2.018930552899582,2.0,36.0,0.0,40.0,2.8551989694
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,0.83944687825,1.1871571601129063,2.0,37.0,0.0,41.0,1.6788937565
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,1.49115310105,0.014782839350599099,2.0,42.0,1.4807000551,45.0,1.501606147
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,1.09933634955,1.5546963751433394,2.0,43.0,2.1986726991,46.0,0.0
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,2.123289878,0.11816340038458349,2.0,44.0,2.2068440197,47.0,2.0397357363
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,0.7829608987000001,1.107273921749367,2.0,56.0,1.5659217974000001,57.0,0.0
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,1.61754594425,2.287555412119944,2.0,58.0,3.2350918885,59.0,0.0
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,1.5557298139500002,0.06377383395239009,2.0,60.0,1.5106349035000002,61.0,1.6008247244
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,0.7509311591500001,1.0619770296784792,2.0,62.0,0.0,63.0,1.5018623183000002
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.0,0.0,2.0,66.0,0.0,67.0,0.0
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,0.0,0.0,2.0,68.0,0.0,69.0,0.0
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.0,0.0,2.0,70.0,0.0,71.0,0.0
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,2.0947769802,1.398516142131453,2.0,72.0,3.0836772279,73.0,1.1058767325
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,1.9183549519,1.2748108548575594,2.0,74.0,2.8197823521,75.0,1.0169275517
38,ICA-Set002__USA300 LAC CA-MHB Control,0.49214753860000005,0.6960017237766564,2.0,76.0,0.0,77.0,0.9842950772000001
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,3.14612950275,0.14265081616207653,2.0,78.0,3.0452601433,79.0,3.2469988622
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,1.4509503908,0.03184374326352214,2.0,80.0,1.428433464,81.0,1.4734673176
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.0,0.0,2.0,82.0,0.0,83.0,0.0
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,0.0,0.0,2.0,84.0,0.0,85.0,0.0
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,0.0,0.0,2.0,86.0,0.0,87.0,0.0
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,0.0,0.0,2.0,88.0,0.0,89.0,0.0
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,90.0,0.0,91.0,0.0
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,92.0,0.0,93.0,0.0
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,1.8771696752500002,1.1785502671203267,2.0,94.0,2.7105305611,96.0,1.0438087894
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,1.09860486395,1.5536618982871389,2.0,95.0,2.1972097279,97.0,0.0
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,0.0,0.0,2.0,98.0,0.0,99.0,0.0
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,0.0,0.0,2.0,100.0,0.0,101.0,0.0
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,0.0,0.0,2.0,102.0,0.0,103.0,0.0
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,104.0,0.0,105.0,0.0
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,0.0,0.0,2.0,106.0,0.0,107.0,0.0
