,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,0.9246123512,1.3075993270047153,2.0,0.0,0.0,5.0,1.8492247024,,
1,U01-Set001__USA300 LAC CA-MHB Control,1.5883064519499999,0.3346382689937378,2.0,1.0,1.8249314412,6.0,1.3516814627,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,0.98315814645,1.3903955846671836,2.0,2.0,0.0,7.0,1.9663162929,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,0.568420216,0.8038675785942442,2.0,3.0,0.0,8.0,1.136840432,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,2.37676739885,0.7991816327962984,2.0,4.0,2.9418741508,9.0,1.8116606469,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,2.02852099055,0.5220353818847278,2.0,13.0,1.6593862320000001,14.0,2.3976557491,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,2.19985791435,0.9971961084389255,2.0,15.0,1.4947337839000001,18.0,2.9049820448,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,2.06580983065,0.3193533174311695,2.0,16.0,2.291626727,19.0,1.8399929343,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,1.4974770914,0.6948847583889469,2.0,17.0,1.0061193666,20.0,1.9888348162,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,0.8975109958,1.269272222639342,2.0,34.0,0.0,38.0,1.7950219916,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,0.0,0.0,2.0,35.0,0.0,39.0,0.0,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,0.0,0.0,2.0,36.0,0.0,40.0,0.0,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,1.0518134965,1.4874889118373658,2.0,37.0,0.0,41.0,2.103626993,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,0.9521615659,1.3465598000661836,2.0,42.0,0.0,45.0,1.9043231318,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,2.8316776822,0.7072877121341834,2.0,43.0,2.3315497447,46.0,3.3318056197,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,1.49919242615,2.1201782616683547,2.0,44.0,0.0,47.0,2.9983848523,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0,,
