,BSU__misc_RNA_8
LBexp_1,13.3924
LBexp_2,13.1045
LBexp_3,12.8911
LBtran_1,9.8816
LBtran_2,10.1816
LBtran_3,10.2483
LBstat_1,10.5012
LBstat_2,10.1743
LBstat_3,9.9861
LBGexp_1,12.3207
LBGexp_2,13.6614
LBGexp_3,13.4671
LBGtran_2,11.9045
LBGtran_3,12.4612
LBGstat_1,13.7417
LBGstat_2,11.6788
LBGstat_3,12.2683
S0_1,9.5127
S0_2,10.1692
S0_3,10.6664
S1_1,11.8692
S1_2,11.3702
S1_3,11.7106
S2_1,11.1185
S2_2,11.0789
S2_3,10.9719
S3_1,11.3075
S3_2,11.6453
S4_1,12.0649
S4_2,12.6853
S4_3,12.749600000000001
S5_1,11.692
S5_2,11.2609
S5_3,12.6677
S6_1,10.8757
S6_2,7.484
S6_3,12.5692
S6/t_1,10.218
S6/t_2,7.4597
S6_4,10.8658
S6_5,11.2362
S6_6,11.2006
S7_4,11.5948
S7_5,11.2001
S7_6,10.2695
S8_4,10.6585
S8_5,9.9152
G135_1,12.412
G135_3,11.3234
G150_1,12.1788
G150_2,12.7208
G150_3,12.2684
G180_1,12.6303
G180_2,12.7052
G180_3,12.6165
C30_1,11.2149
C30_2,11.4863
C90_1,10.5934
C90_2,10.405100000000001
BI_1,11.722
BI_2,11.937
BC_2,10.4851
BC/t_1,9.9846
BC/t_2,10.4637
BC_1,10.4924
Sw_1,10.1528
Sw_2,10.5379
BT_1,11.2772
BT_2,10.6796
B36_1,12.1893
B36_2,11.4105
B60_1,12.1749
B60_2,12.4553
M9exp_1,11.3954
M9exp_2,10.9204
M9exp_3,10.9481
M9tran_1,11.1098
M9tran_2,10.892900000000001
M9tran_3,10.7989
M9stat_1,11.4205
M9stat_2,10.767900000000001
M9stat_3,10.4435
M+G_1,10.9976
M+G_2,10.9879
M+G_3,11.7703
Glu_1,13.0601
Glu_2,11.4454
Glu_3,11.7969
Fru_1,11.3767
Fru_2,11.1403
Fru_3,11.3632
Mal_1,9.869
Mal_2,10.9043
Mal_3,11.1141
G+S_2,12.9257
G+S_3,12.0554
Pyr_1,10.5896
Pyr_2,11.8398
Pyr_3,11.8274
Gly_1,9.0045
Gly_2,10.1795
Gly_3,8.6649
Glucon_1,10.9893
Glucon_2,11.5326
Glucon_3,10.6262
aero_1,12.5944
aero_2,10.4356
aero_3,11.2843
nit_1,11.7551
nit_2,12.0834
nit_3,11.0575
ferm_1,11.931000000000001
ferm_2,11.2484
ferm_3,12.1241
T-5.40H_1,11.4814
T-4.40H_1,11.0156
T-3.40H_1,11.4031
T-2.40H_1,10.6201
T-1.40H_1,10.8818
T-1.10H_1,11.3471
T-0.40H_1,11.5957
T0.0H_1,10.3396
T0.30H_1,12.2391
T1.0H_1,10.7127
T1.30H_1,11.0787
T2.0H_1,8.6537
T2.30H_1,9.378
T3.0H_1,9.2201
T3.30H_1,9.485
T4.0H_1,9.473
T5.0H_1,8.3777
HPh_1,12.9259
HPh_2,12.8708
HPh_3,14.278
LPh_1,12.8743
LPh_2,12.64
LPh_3,12.6961
LPhT_1,13.1629
LPhT_2,12.2922
LPhT_3,11.9718
SMMPr_1,10.8605
SMMPr_2,11.5524
SMMPr_3,11.3378
HiTm_1,11.2805
HiTm_2,12.832699999999999
HiTm_3,13.1782
LoTm_1,12.2632
LoTm_2,12.7934
LoTm_3,12.4268
HiOs_1,13.2974
HiOs_2,12.834
HiOs_3,13.2463
BMM_1,12.4139
BMM_2,12.2165
BMM_3,12.1243
Heat_1,12.0363
Heat_2,12.4053
Heat_3,12.9884
Cold_1,11.8421
Cold_2,11.6681
Cold_3,10.7855
Etha_1,9.8656
Etha_2,9.9143
Etha_3,9.9612
SMM_1,12.1102
SMM_2,12.3261
SMM_3,11.9775
Salt_1,10.6151
Salt_2,10.4011
Salt_3,10.08
Mt0_1,13.7396
Mt0_3,12.901
M0t45_1,10.9963
M0t45_2,12.3057
M0t45_3,11.8145
M0t90_1,9.9026
M0t90_2,10.8474
M0t90_3,10.1576
M40t45_1,10.3931
M40t45_2,10.5732
M40t45_3,11.7426
M40t90_1,9.2666
M40t90_2,11.0499
M40t90_3,10.861
dia0_1,13.2244
dia0_2,14.0305
dia0_3,13.5713
dia5_1,11.4243
dia5_2,12.6101
dia5_3,12.2875
dia15_1,14.1509
dia15_2,14.3583
dia15_3,13.0648
Diami_1,11.9794
Diami_2,12.3721
Diami_3,11.9674
Paraq_1,11.9042
Paraq_2,12.8824
Paraq_3,10.763
H2O2_1,11.937
H2O2_2,13.0193
H2O2_3,12.0533
Oxctl_1,11.7713
Oxctl_2,11.9145
Oxctl_3,13.2084
GM-0.1_1,10.9283
GM-0.2_1,11.4327
GM+5_1,10.9967
GM+15_1,11.5416
GM+25_1,12.7506
GM+45_1,11.7468
GM+60_1,11.769
GM+90_1,11.8996
GM+120_1,10.9957
GM+150_1,12.5142
GM-0.1_2,11.3258
GM-0.2_2,12.5725
GM+5_2,11.8756
GM+10_2,11.3461
GM+15_2,12.6545
GM+25_2,12.8178
GM+45_2,10.9332
GM+60_2,8.8423
GM+90_2,11.4483
GM+150_2,10.2485
GM-0.1_3,12.9787
GM-0.2_3,12.196
GM+5_3,11.334
GM+10_3,10.8385
GM+15_3,12.3674
GM+25_3,12.6476
GM+45_3,11.5036
GM+60_3,11.6169
GM+90_3,12.4715
GM+120_3,11.8435
GM+150_3,11.7738
MG-0.1_1,11.5078
MG+5_1,11.3439
MG+10_1,12.4174
MG+15_1,12.2017
MG+25_1,12.6917
MG+45_1,12.7585
MG+120_1,9.0326
MG+150_1,11.9352
MG-0.1_2,11.0606
MG-0.2_2,12.1923
MG+5_2,11.6
MG+10_2,11.5117
MG+15_2,12.7861
MG+25_2,11.9643
MG+45_2,10.4451
MG+60_2,11.1736
MG+90_2,10.0547
MG+120_2,12.1895
MG-0.1_3,12.8516
MG-0.2_3,12.5699
MG+5_3,11.4218
MG+10_3,8.5896
MG+15_3,12.5852
MG+25_3,12.9764
MG+45_3,12.395199999999999
MG+60_3,11.8297
MG+90_3,13.0811
MG+120_3,12.2178
MG+150_3,13.1823
