,A,kstR2
R2,,0.7180985930002557
xmin,,-2.6067851892
xmid,,-1.6317867774245678
xmax,,3.9533579513
ystart,,-7.461283151204568
yend,,17.44831421151334
AX:AX_10_MIC:1,1.1838696389,-0.0642595787
AX:AX_10_MIC:2,1.8133010868000001,0.0019473757000000001
AX:AX_30_MIC:1,2.0907511416,0.2609071032
AX:AX_30_MIC:2,2.6138380657,0.1643729196
AX:QZ_10_MIC:1,2.0153371542,0.2441334963
AX:QZ_10_MIC:2,2.4615647438,0.0525585926
AX:QZ_30_MIC:1,2.684317011,0.20169822280000002
AX:QZ_30_MIC:2,2.7513452892,0.5072394805
AX:wt:1,1.0402065682,0.1744751545
AX:wt:2,-1.0402065682,-0.1744751545
ITM_04:00h_clinic_ctrl:1,0.2791167055,0.48547576080000004
ITM_04:00h_clinic_ctrl:2,0.4022433178,0.2392355759
ITM_04:00h_h37rv_control:1,0.0314062912,-0.0635518874
ITM_04:00h_h37rv_control:2,0.2779865164,0.068970795
ITM_04:00h_h37rv_control:3,-0.3093928076,-0.0054189076
ITM_04:06h_clinic_delam:1,6.1201391884,0.8660986485000001
ITM_04:06h_clinic_delam:2,6.7134822782,0.8960129293
ITM_04:06h_clinic_delam:3,6.315425846,0.8978190779
ITM_04:06h_clinic_DMSO:1,-0.5786826589,0.3098432399
ITM_04:06h_clinic_DMSO:2,-0.78940599,0.33517329090000003
ITM_04:06h_clinic_DMSO:3,-0.4052262645,0.3402945649
ITM_04:06h_h37rv_delam:1,4.5367792765,0.7795397463
ITM_04:06h_h37rv_delam:2,5.2624388933,0.8006144730000001
ITM_04:06h_h37rv_delam:3,4.4803117509,0.8048279078
ITM_04:06h_h37rv_DMSO:1,-1.4283156049,0.16692374170000002
ITM_04:06h_h37rv_DMSO:2,-1.7340331362999999,0.2023602911
ITM_04:06h_h37rv_DMSO:3,-1.1976550382,0.487048193
ITM_04:24h_clinic_delam:1,5.9994073311000005,0.7702326627
ITM_04:24h_clinic_delam:2,5.1748843778,0.9240928443
ITM_04:24h_clinic_delam:3,5.8141012259,0.8859244924
ITM_04:24h_clinic_DMSO:1,-1.6557080396,0.2581932119
ITM_04:24h_clinic_DMSO:2,-1.0590589666,0.174695863
ITM_04:24h_clinic_DMSO:3,-1.1826952009,0.3391794912
ITM_04:24h_h37rv_delam:1,3.8412050345,0.5500097376
ITM_04:24h_h37rv_delam:2,4.6227844312,0.8168154528
ITM_04:24h_h37rv_delam:3,4.5070021264,0.7467037308000001
ITM_04:24h_h37rv_DMSO:1,-2.907283773,-0.0400708055
ITM_04:24h_h37rv_DMSO:2,-3.5785107691,0.17659367880000001
JSF:DMSO:1,-0.1458578481,-0.1421548137
JSF:DMSO:2,-0.2631854232,-0.0173493999
JSF:DMSO:3,0.2930848474,0.0701123791
JSF:DMSO:4,0.115958424,0.0893918345
JSF:JSF_2019:1,4.0607332451,-0.1509543656
JSF:JSF_2019:2,4.1084171794,0.0754523292
JSF:JSF_2019:3,4.1916030806,-0.1258361069
JSF:JSF_2019:4,4.078539983,-0.1303528287
JSF:JSF_2026:1,0.571248348,-0.42971069
JSF:JSF_2026:2,1.1737839816,-0.3066554371
JSF:JSF_2026:3,1.1208363969,-0.1478619529
JSF:JSF_2026:4,0.8335484171,-0.2758258322
MTS1338:over_expression:1,1.3743549401,0.0452922596
MTS1338:over_expression:2,-1.3743549401,-0.0452922596
PAS:control:1,0.0451474616,-0.038920066100000004
PAS:control:2,-1.3842656963,-0.1812827623
PAS:control:3,1.3391182347,0.2202028284
PAS:treated:1,3.5804665385,0.5629883593
PAS:treated:2,2.4274625027,0.50726147
PAS:treated:3,4.5442359163,1.0744029887
THP-1:24h_THP_B_enriched:1,0.0625764555,0.022790830300000002
THP-1:24h_THP_B_enriched:2,-0.0625764555,-0.022790830300000002
aminoimidazoles:02h_treated:1,-4.7041627712,-0.5013105139
aminoimidazoles:02h_treated:2,-4.5183784969000005,-0.3838780308
aminoimidazoles:24h_treated:1,-2.9911759192,-0.10244257200000001
aminoimidazoles:24h_treated:2,-2.3629890232,0.1333399848
aminoimidazoles:untreated:1,0.2595986112,0.1921333858
aminoimidazoles:untreated:2,0.4305226204,-0.052846021900000005
aminoimidazoles:untreated:3,-0.6901212315,-0.13928736390000002
antibiotic:ctrl_24h:1,0.3854975202,0.2335151117
antibiotic:ctrl_24h:2,0.7005382089000001,0.1098072734
antibiotic:ctrl_24h:3,0.5005132290000001,-0.36368775070000003
antibiotic:ctrl_4h:1,0.7645327312,-0.0342448615
antibiotic:ctrl_4h:2,-0.48381475500000004,0.1616011222
antibiotic:ctrl_4h:3,-0.2807179762,-0.1273562607
antibiotic:izd_4h:1,-3.0579710714,0.4770189973
antibiotic:izd_4h:2,-2.7087805072,0.3125216302
base:wt_glu_24:1,1.8368916899,-0.0512982796
base:wt_glu_24:2,0.9891178389,0.1316394375
base:wt_glu_24:3,0.9478373993,-0.14072063040000002
base:wt_glu_6:1,0.2352177792,0.2305775927
base:wt_glu_6:2,-0.0550395168,-0.1044162191
base:wt_glu_6:3,-0.1801782624,-0.1261613735
base:wt_llac_24:1,2.1206602388,0.3307098066
base:wt_llac_24:2,2.2060199327,0.5677119246
base:wt_llac_24:3,1.2857752481,-0.2538284697
base:wt_llac_6:1,3.7820761893,0.5746952996
base:wt_llac_6:2,2.3736145085,-0.45690134
base:wt_llac_6:3,3.2595255588,-0.0714436235
base:wt_pyr_24:1,2.345715212,0.1931061244
base:wt_pyr_24:2,1.5174150602,-0.030753022600000002
base:wt_pyr_24:3,2.6238624194,0.2002037032
base:wt_pyr_6:1,0.7719802981,-0.0120864603
base:wt_pyr_6:2,1.4835984132,0.5489563896
base:wt_pyr_6:3,1.3358186775,0.25967836450000004
biofilm:biofilm:1,0.6317989956,0.8331289498000001
biofilm:biofilm:2,0.3965971701,0.9409852623
biofilm:planktonic:1,0.10481846060000001,0.0366078471
biofilm:planktonic:2,-0.10481846060000001,-0.0366078471
btz043:0_days_.006:1,-0.2401049801,-0.045928210000000004
btz043:0_days_.006:2,-0.025975046800000002,0.2021545209
btz043:0_days_.006:3,0.0328670045,0.1636921111
btz043:0_days_control:1,-0.044018360400000005,0.0455034147
btz043:0_days_control:2,0.0128579086,-0.0057647937000000005
btz043:0_days_control:3,0.0311604517,-0.039738621
btz043:1_days_.006:1,1.0968666481,0.6148073611
btz043:1_days_.006:2,1.2871155589,0.2409504946
btz043:1_days_.006:3,1.3460912993,0.44005645730000004
