,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,-5.000000136146099e-10,0.6011384600027745,2.0,0.0,0.425069081,1.0,-0.42506908200000004,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,1.0743565830000001,0.03444759780004708,2.0,2.0,1.0987147130000001,3.0,1.049998453,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,0.2715481103333333,0.19240415081623982,3.0,4.0,0.056085457000000005,5.0,0.42619682200000003,6.0,0.332362052,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,1.277912793,0.11905153823972618,2.0,7.0,1.193730643,8.0,1.362094943,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,5.00000003206269e-10,0.05790382667706052,2.0,9.0,0.040944189000000006,10.0,-0.040944188,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,0.45019852700000007,0.0667934903986444,2.0,11.0,0.40296839700000003,12.0,0.49742865700000005,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.275692434561125,2.0,13.0,0.19494399,14.0,-0.19494399,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,-1.1609990875,1.242176798108909,4.0,15.0,-0.17264020700000002,16.0,-0.016814805000000002,17.0,-2.041356074,18.0,-2.413185264,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,1.175141942,0.17060431522850783,4.0,19.0,1.255371302,20.0,1.051949332,21.0,1.376597742,22.0,1.016649392,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,-1.5972271266666667,0.8723855854945011,3.0,23.0,-2.531424808,24.0,-1.456491012,25.0,-0.80376556,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,4.999999997368221e-10,0.18801455457252414,2.0,26.0,0.132946367,27.0,-0.132946366,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,-0.791425048,0.015105017069808315,2.0,28.0,-0.802105908,29.0,-0.780744188,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,-0.25460098200000003,0.38502985156378194,2.0,30.0,-0.526858201,31.0,0.017656237,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,0.03795957797909837,2.0,32.0,0.026841475,33.0,-0.026841475,,,,,,,,,,,,
14,Catabolite_repression__delHfq,-0.44959566,0.10872365680186832,2.0,34.0,-0.526474895,35.0,-0.372716425,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,-0.6966831550000001,0.08404777267200486,2.0,36.0,-0.7561139050000001,37.0,-0.637252405,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,0.0,0.29548942288041935,3.0,38.0,0.30930656,39.0,-0.029909190000000002,40.0,-0.27939737,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,-0.41014200166666664,0.5100460142481172,3.0,41.0,-0.9917970450000001,42.0,-0.03928327,43.0,-0.19934569,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.09768174317900893,2.0,44.0,-0.069071423,45.0,0.069071423,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,0.06618111500000001,0.22639367951099712,2.0,46.0,-0.093903391,47.0,0.22626562100000003,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,-0.199243051,,1.0,48.0,-0.199243051,,,,,,,,,,,,,,
21,HapZ_SagS_mutant__delHapZp,0.130929127,0.04865500362232211,2.0,49.0,0.09652484400000001,50.0,0.16533341000000001,,,,,,,,,,,,
22,HapZ_SagS_mutants__PA_HapZ_SagS_wt,0.09962152600000002,0.2842635233432606,2.0,51.0,0.30062619100000004,52.0,-0.10138313900000001,,,,,,,,,,,,
