k,name,in_iM,gene_weight,regulator,function,category
33,Singlet-4,False,-0.018596644000000002,,,Singlet
6,Translational-2,False,0.014653729,,,Translational
110,LaoR,False,0.014441302000000001,MvaT/LaoR,Oxidation of Long-Chain Alcohols,Carbon Source Utilization
58,FruR,False,-0.013799833000000001,LldR/FruR,Fructose and mannose metabolism/Pentose phosphate pathway,Carbon Source Utilization
76,Uncharacterized-10,False,-0.013692622000000002,,,Uncharacterized
87,CpxR,False,0.012811221000000001,CpxR/ParB,Various stress response,Antibiotic Resistance
23,EsrC,False,0.01155487,EsrC,RND efflux pump,Antibiotic Resistance
37,QscR-1,False,0.011539536000000001,QscR,PA1891-PA1897 novel operon,Quorum Sensing
34,Uncharacterized-3,False,-0.010902001000000001,,,Uncharacterized
91,Singlet-10,False,0.010767728,,,Singlet
62,RoxR,False,0.010518708,RoxR,Cytochrome oxidases,Energy Metabolism
29,FoxR,False,0.009398809000000001,FoxR,Iron chelator,Metal Homeostasis
77,LasR,False,0.008852671000000001,LasR/MvfR,Pyochelin biosynthesis and Secretion (I) system,Metal Homeostasis
5,CueR,False,-0.008813638,CueR,Copper adaptation/transport,Metal Homeostasis
45,PA1226,False,-0.008381495000000001,PA1226,Lipopolysaccharide synthesis,Structural Components
16,NagQ,False,-0.00815658,NagQ/GbuR,N-acetylglucosamine catabolism,Carbon Source Utilization
105,Translational-3,False,-0.008081784,,,Translational
49,RpoN,False,-0.008015469,RpoN,Starch and sucrose metabolism,Carbon Source Utilization
12,Singlet-1,False,0.007690815,,,Singlet
78,XisF4-1,False,-0.007674905,CueR/XisF4,Excision of Pf4 prophage,Prophages
18,Uncharacterized-6,False,-0.007487121,,,Uncharacterized
56,Uncharacterized-1,False,-0.007479306000000001,,,Uncharacterized
9,DhcR,False,-0.007103519000000001,DhcR,Carnitine catabolism,Amino Acid and Nucleotide Biosynthesis
96,Zur-1,False,-0.006990844,Zur/Cobalamin,Zinc uptake,Metal Homeostasis
88,HexR-1,False,-0.0068465060000000005,HexR/GltR,Glucose metabolism,Carbon Source Utilization
15,Singlet-3,False,-0.00660851,,,Singlet
36,PtxS,False,-0.00637478,GntR/PtxS,2-ketogluconate metabolism,Carbon Source Utilization
94,Lrp,False,-0.006018608,lrp,Alanine catabolism,Amino Acid and Nucleotide Biosynthesis
4,CbrB,False,0.005921747000000001,CbrB,Polyamine catabolism,Amino Acid and Nucleotide Biosynthesis
41,LiuR,False,-0.005803293,PrpR/LiuR,Homogentisate pathway,Amino Acid and Nucleotide Biosynthesis
68,MdcR,False,-0.0057595,MdcR,Malonate synthesis,Miscellaneous Metabolism
106,NarL,False,-0.005736184,Dnr/NarL,Denitrification (Nitrate),Amino Acid and Nucleotide Biosynthesis
98,PhnR-2,False,-0.005691311,PhnF/PhnR,Phosphate transport,Metal Homeostasis
84,Iron acquisition,False,-0.005646028,,Iron acquisition,Metal Homeostasis
26,MexS-1,False,0.0056389840000000005,MexS/MexZ,RND efflux pump,Antibiotic Resistance
44,FleN-2,False,-0.005632128,FleN,Bacterial chemotaxis,Structural Components
113,Quorum sensing,False,0.005371235,,Quorum sensing,Quorum Sensing
14,Singlet-2,False,0.005280527,,,Singlet
63,AtsR,False,0.0051214830000000005,AtsR,ABC transporter (Sulphur metabolism),Metal Homeostasis
111,Fur,False,0.005087033,Fur,Uncharaterized,Metal Homeostasis
0,LexA,False,0.0050770500000000005,LexA,SOS response for DNA protection and repair,Stress Response
39,AtuR,False,-0.00505848,AtuR/LaoR,Geraniol degradation,Carbon Source Utilization
27,Translational-1,False,-0.005011251,,,Translational
89,PmrA,False,-0.004781396,PmrA,Polymyxins resistance,Antibiotic Resistance
97,MmsR,False,0.004603996,PrpR/MmsR,Carnitine catabolism,Amino Acid and Nucleotide Biosynthesis
70,ErbR-1,False,-0.004590224,LldR/ErbR,Pyrroloquinoline quinone biosynthesis,Amino Acid and Nucleotide Biosynthesis
57,HutC,False,-0.00457724,HutC,Histidine utilization,Amino Acid and Nucleotide Biosynthesis
60,RsmA,False,-0.004506255000000001,RsmA,2-ketogluconate metabolism,Carbon Source Utilization
32,ArgR-1,False,-0.004458539,ArgR/Sigma factor X,Arginine catabolism and biosynthesis,Amino Acid and Nucleotide Biosynthesis
20,GcsR,False,0.004405643,GcsR,Glycine cleavage,Amino Acid and Nucleotide Biosynthesis
7,PprB,False,0.004309735,PprB,Flp pilus assembly protein,Structural Components
107,Uncharacterized-13,False,-0.004304128,,,Uncharacterized
10,EutR,False,0.00416586,EutR,Ethanolamine catabolism,Amino Acid and Nucleotide Biosynthesis
54,Singlet-7,False,0.003981271000000001,,,Singlet
13,SoxR,False,-0.003969908,SoxR,RND efflux pump,Antibiotic Resistance
92,Anr-2,False,0.0036111990000000003,NorR/Dnr,Molybdenum cofactor biosynthesis,Amino Acid and Nucleotide Biosynthesis
50,DguR,False,-0.0035289080000000003,DguR,D-glu utilization,Amino Acid and Nucleotide Biosynthesis
21,BexR,False,0.0035222120000000003,BexR,Virulence factor AprA,Miscellaneous Metabolism
64,CysB-2,False,-0.0033774710000000004,CysB/YdfF,ABC transporter (Sulphur metabolism),Metal Homeostasis
93,FleN-1,False,-0.003347356,FleN/AmpR,Bacterial chemotaxis,Structural Components
8,PhhR-1,False,0.0033410120000000004,PhhR/HmgR,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid and Nucleotide Biosynthesis
102,Cell Division,False,0.003256492,,Cell wall biosynthesis,Structural Components
109,AHL,False,-0.0031439460000000003,AHL,AHL synthesis,Quorum Sensing
101,CzcR,False,0.003094092,Fur/CzcR,Resistance-nodulation-cell division (RND) divalent metal cation,Antibiotic Resistance
71,Sigma-70,False,-0.003076142,Sigma-70,Prophages (YMC11/02/R656),Prophages
83,Anr-1,False,-0.002994191,Anr,Molybdenum cofactor biosynthesis,Metal Homeostasis
46,Singlet-5,False,-0.002990906,,,Singlet
108,Singlet-12,False,0.002983176,,,Singlet
31,GlpR,False,-0.002866561,GlpR,Glycerol-3-phosphate metabolism,Carbon Source Utilization
35,QscR-2,False,0.002856092,QscR,Phenazine/Pyocyanin biosynthesis,Biosynthetic Gene Cluster
42,RpoS-1,False,0.0028259720000000004,AlgU/RpoN,General stress response,Stress Response
104,AcoR,False,-0.002627894,AcoR,"2,3-butanediol and acetoin catabolism",Carbon Source Utilization
82,AntR,False,-0.0022812880000000002,AntR,Degradation of anthranilate to tricarboxylic acid cycle intermediates,Miscellaneous Metabolism
81,Uncharacterized-2,False,0.002244354,,,Uncharacterized
43,RiPP,False,-0.002240919,,RiPP like gene cluster (Hypochlorite sensing),Biosynthetic Gene Cluster
28,Uncharacterized-8,False,0.0022166150000000003,,,Translational
19,TagR1,False,-0.00213372,TagR1,H1-Type VI secretion system,Secretion System
67,MexZ,False,0.0020609160000000003,MexZ,Aminoglycoside resistance,Antibiotic Resistance
22,Uncharacterized-11,False,-0.002044853,,,Uncharacterized
59,NRPS,False,-0.002009028,,Nonribosomal peptide synthetase,Biosynthetic Gene Cluster
3,RpoS-2,False,-0.0019693320000000003,RpoS/Sfa3,General stress response,Stress Response
72,HexR-2,False,0.00196006,HexR,Glucose metabolism,Carbon Source Utilization
53,AmrZ,False,0.00187834,RsmA/AmrZ,Exopolysaccharide biosynthesis,Structural Components
103,Uncharacterized-12,False,-0.0018191250000000002,,,Uncharacterized
115,Uncharacterized-14,False,0.0017959340000000001,,,Uncharacterized
25,Uncharacterized-5,False,0.0017471960000000001,,,Uncharacterized
79,Uncharacterized-7,False,-0.001722971,,,Uncharacterized
47,AmiE,False,-0.001675941,AmiE,AHL synthesis,Amino Acid and Nucleotide Biosynthesis
61,FpvR,False,0.0016122390000000001,FpvR,Ferripyoveridine system,Metal Homeostasis
51,PvdS,False,0.001576993,PvdS,Pyoverdine synthesis,Biosynthetic Gene Cluster
48,SouR,False,0.0015436480000000001,SouR/DguR,Sarcosine Catabolism,Amino Acid and Nucleotide Biosynthesis
2,PrrF,False,0.0015072940000000002,PrrF,2-Oxocarboxylic acid metabolism,Amino Acid and Nucleotide Biosynthesis
65,MexS-2,False,-0.0014685450000000001,GlcC/MexS,RND efflux pump,Antibiotic Resistance
80,AauR,False,-0.001410851,AauR,D-Glutamate transport,Amino Acid and Nucleotide Biosynthesis
90,Uncharacterized-9,False,-0.001397065,,,Uncharacterized
112,Anr-4,False,-0.001321666,Anr+Dnr,Nitrite reductases,Amino Acid and Nucleotide Biosynthesis
95,Singlet-11,False,-0.001317107,,,Singlet
38,AmpC,False,0.00121213,AmpC,beta-lactamases,Antibiotic Resistance
40,Zur-2,False,0.001198646,Zur/yybP-ykoY,Zinc uptake,Metal Homeostasis
52,Singlet-6,False,0.000971472,,,Singlet
17,ErbR-2,False,-0.000735477,ErbR,PQQ biosynthesis,Miscellaneous Metabolism
100,Uncharacterized-4,False,-0.00070547,,,Uncharacterized
69,PchR,False,0.00068234,PchR,Pyochelin synthesis,Biosynthetic Gene Cluster
99,Anr-3,False,0.00061355,Dnr/NarL,Nitrate reductases,Amino Acid and Nucleotide Biosynthesis
66,MvfR,False,-0.0005864080000000001,MvfR,PQS signalling,Miscellaneous Metabolism
75,Singlet-9,False,-0.000557951,,,Singlet
85,RpoH,False,-0.0005575830000000001,RpoH,Heat Shock Response,Heat Shock Response
24,Sfa2,False,0.000516105,Sfa2,H2-T6SS/Secretion system (VI),Secretion System
55,Singlet-8,False,-0.00041825300000000005,,,Singlet
11,ExsB,False,-0.00034433200000000004,ExsB,T3SS system,Secretion System
114,CysB-3,False,0.000313423,YdfF,ABC transporter (Sulphur metabolism),Metal Homeostasis
73,CysB-1,False,-0.000254379,YdfF/CysB,Sulfonate utilization operons,Metal Homeostasis
30,XisF4-2,False,0.0002281,XisF4,Excision of Pf4 prophage,Prophages
74,HypR,False,0.00019132100000000002,HypR,Redox-sensing,Amino Acid and Nucleotide Biosynthesis
1,EatR,False,-0.000178932,EatR,Ethanolamine utilization,Amino Acid and Nucleotide Biosynthesis
86,k-opioid,False,7.15e-05,k-opioid,Nonribosomal peptide synthetase (Pyoveridine),Biosynthetic Gene Cluster
