,A,CcpA
R2,,0.06847133613797585
xmin,,7.6659798018
xmid,,
xmax,,10.5533580836
ystart,,-29.927051827561023
yend,,-6.851494155179836
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,2.475393705,9.3573323362
USA300_LAC_U01-Set001_CAMHB_Control_1,-0.32231840700000003,9.6687178287
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,0.061714877,9.6426255934
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,-1.590320471,9.7190260839
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,-0.0019348310000000001,9.5778680414
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,2.068046368,9.3736810409
USA300_LAC_U01-Set001_CAMHB_Control_2,0.32231840700000003,9.7340730898
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,-0.213581357,9.6696172991
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,-1.7944425019999999,9.656578007
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,-0.5990510950000001,9.6645857057
USA300_TCH1516_U01-Set000_CAMHB_Control_1,0.461360672,10.212704491
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,0.372458913,10.03671529
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,0.45284877700000004,10.249708197
USA300_LAC_U01-Set001_R10LB_PreCulture_1,-15.70760483,9.1125540558
USA300_LAC_U01-Set001_R10LB_PreCulture_2,-14.80100647,8.8260145106
USA300_LAC_U01-Set001_R10LB_Control_1,-15.87664102,10.0759879634
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,-15.4537159,10.0773961673
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,-14.73190113,10.0989853416
USA300_LAC_U01-Set001_R10LB_Control_2,-15.29772697,9.9310854824
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,-16.45785526,9.9678547815
