,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,2.2717200365,0.28803806429098183,2.0,0.0,2.475393705,5.0,2.068046368,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.45582706258189115,2.0,1.0,-0.32231840700000003,6.0,0.32231840700000003,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,-0.07593324,0.19466383389651862,2.0,2.0,0.061714877,7.0,-0.213581357,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,-1.6923814865,0.14433607230967055,2.0,3.0,-1.590320471,8.0,-1.7944425019999999,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-0.30049296300000006,0.42222495943117677,2.0,4.0,-0.0019348310000000001,9.0,-0.5990510950000001,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.6524625194879651,2.0,10.0,0.461360672,29.0,-0.461360672,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.5780460045,0.2907440530481385,2.0,11.0,0.372458913,30.0,0.7836330960000001,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-0.025057245999999977,0.6758611792663883,2.0,12.0,0.45284877700000004,31.0,-0.502963269,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,-15.25430565,0.6410618481686018,2.0,13.0,-15.70760483,14.0,-14.80100647,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-15.587183995,0.40935405047916795,2.0,15.0,-15.87664102,18.0,-15.29772697,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-15.95578558,0.7100337507123186,2.0,16.0,-15.4537159,19.0,-16.45785526,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,-15.12286473,0.5529060255142099,2.0,17.0,-14.73190113,20.0,-15.51382833,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,-51.844585214999995,0.16806772069217066,2.0,21.0,-51.96342704,24.0,-51.72574339,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-53.74685468,0.30461488382074375,2.0,22.0,-53.53145943,25.0,-53.96224993,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,-52.564784724999996,1.3494214316525808,2.0,23.0,-51.61059968,26.0,-53.51896977,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-37.706371225,0.8849704763825623,2.0,27.0,-38.33213985,28.0,-37.0806026,,
