,A,PtxS,GntR
R2,,0.29635922921583524,0.21732345281097476
xmin,,-5.212330608,-1.867022681
xmid,,-0.12854610201580757,-0.4418268908270132
xmax,,3.891942165,3.151398215
ystart,,-0.09379224919183721,-0.21329855127334463
yend,,9.777180850391028,7.492031636066621
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.3491401886,0.428522033,-0.17034373
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.3491401886,-0.428522033,0.17034373
AB569_EDTA_NaNO2:NaNO2:1,4.7089769537,1.5559710720000002,2.946073344
AB569_EDTA_NaNO2:NaNO2:2,4.8686238374,1.701404785,3.151398215
AB569_EDTA_NaNO2:EDTA:1,2.1827633257,1.969459016,0.8503656580000001
AB569_EDTA_NaNO2:EDTA:2,2.3410106079,1.993683533,0.9665333650000001
AB569_EDTA_NaNO2:EDTA:3,2.1797050898,1.8009398120000002,0.8206670070000001
AB569_EDTA_NaNO2:NaNO2_EDTA:1,5.0290605602,1.401822065,2.608773647
AB569_EDTA_NaNO2:NaNO2_EDTA:2,5.6443734649,1.8789377420000002,2.840466472
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.3482295144,-0.10939225500000001,-0.18987611100000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.3482295144,0.10939225500000001,0.18987611100000001
Anthranilate_metabolism_GntR_AntP:antP:1,2.5445092915,0.19938993600000002,-0.59110783
Anthranilate_metabolism_GntR_AntP:antP:2,3.8425505566,0.474344325,-0.330586146
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.1221008937,-0.033291691000000005,0.014913741000000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.1221008937,0.033291691000000005,-0.014913741000000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,3.348703724,1.032572256,-0.249491813
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.6711222062000001,0.345113243,-0.186460072
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.2417142783,-0.214197728,-0.035906246
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.3093765079,0.0030140590000000004,0.08848776500000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-0.9841861456000001,-1.817037795,-0.315661393
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-0.6315810907,-1.7307095110000001,0.061452628
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-1.0225805615,-1.61936368,-0.09361035100000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-0.5243895938,-1.716072568,0.728897805
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.06833345810000001,0.017465446000000003,-0.017828517000000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.9221367339000001,0.42130198100000005,-0.087875441
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,2.0931029348,0.89314557,0.13651553400000002
Catabolise_Nucleic_Acids:L_asp:1,-0.7757419796,0.24990170800000003,0.441385935
Catabolise_Nucleic_Acids:L_asp:2,-2.7541392903,0.010050853,0.512790908
Catabolise_Nucleic_Acids:DNA_1:1,0.2527106185,0.17667486300000002,-0.05830331800000001
Catabolise_Nucleic_Acids:DNA_1:2,0.6126208052000001,0.077692306,0.11909558
Catabolise_Nucleic_Acids:DNA_1:3,-0.8653314236,-0.25436717000000003,-0.06079226200000001
Catabolite_repression:del_hfq_crc_wt:1,-0.450184279,-0.179236842,-0.043646963000000004
Catabolite_repression:del_hfq_crc_wt:2,0.450184279,0.179236842,0.043646963000000004
Catabolite_repression:delHfq:1,7.6845664962,1.352245686,0.045923888
Catabolite_repression:delHfq:2,8.2509358349,1.39149572,0.22137169999999998
Catabolite_repression:deldcrc:1,11.435290811,1.890219912,1.9843494050000001
Catabolite_repression:deldcrc:2,10.4307478725,1.450488497,1.7444181890000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.2689440826,0.03803164,-0.043719499
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.8703336741000001,0.356401419,0.137981814
