,A,arcA
R2,,0.09663708861737841
xmin,,-2.8024003365
xmid,,
xmax,,2.8908553208
ystart,,-7.227133616696116
yend,,11.301150112435943
2AA:WT:1.0,-0.241405539,0.1106648445
2AA:WT:2.0,-1.2444696987000001,-0.0515616398
2AA:WT:3.0,4.0898391836,-0.1982607265
2AA:WT:4.0,-2.6039639459,0.1391575217
2AA:del_ridA:1.0,3.5227702011,-0.1382086237
2AA:del_ridA:2.0,4.2085870311,-0.1998116449
2AA:del_ridA:3.0,4.6925229591,-0.2359467664
2AA:del_ridA:4.0,3.7889937761,-0.0893729774
GC_MS:WT:1.0,-0.9236690172,0.0589396146
GC_MS:WT:2.0,0.40970962110000003,0.0712870801
GC_MS:WT:3.0,0.5139593961,-0.1302266947
GC_MS:del_slyA:1.0,3.1727327039,0.49360082920000004
GC_MS:del_slyA:2.0,5.0448723655,0.4857185627
Rho:WT:1.0,0.2845374215,0.029406565200000002
Rho:WT:2.0,-0.371430535,-0.1343459422
Rho:WT:3.0,0.0868931134,0.10493937710000001
Rho:rho_Y80C:1.0,-7.1305993639,-0.4382093602
Rho:rho_Y80C:2.0,-6.6039688179,-0.29166751760000004
Rho:rho_Y80C:3.0,-6.1081727793,-0.3438282063
Rho:rho_K130Q:1.0,-4.0496367789,-0.0647079877
Rho:rho_K130Q:2.0,-5.2682442938000005,-0.025895418
Rho:rho_K130Q:3.0,-6.486414395,-0.1361741373
flagella:WT:1.0,-0.3587760098,-0.18183767650000002
flagella:WT:2.0,0.3587760098,0.18183767650000002
flagella:del_rfaL:1.0,1.0660350454,0.0430197026
flagella:del_rfaL:2.0,0.5484432029,-0.1481023867
flagella:del_rfaG:1.0,-5.4569363286,0.23651549430000002
flagella:del_rfaG:2.0,-6.1395651749,0.1764753336
flagella:del_rfaD:1.0,-2.9759473099,0.6719059487
flagella:del_rfaD:2.0,-3.612847893,0.7918699582000001
nusG:WT_OD08:1.0,-5.5079084277,0.1884908322
nusG:WT_OD08:2.0,5.5079084277,-0.1884908322
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-7.8290774576,-0.8229624714
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-7.90255946,0.1237989201
omv:spi2_ind_highOD_intracellularRNAs:1.0,-6.7342173229,-0.6693665883000001
omv:spi1_ind_highOD_intracellularRNAs:1.0,0.32613235890000003,0.1556288147
omv:spi2_ind_highOD_intracellularRNAs:2.0,-7.1977954193,-0.5847380541
omv:spi2_ind_highOD_intracellularRNAs:3.0,-8.2388782778,-1.0066041164
omv:controlPCN_highOD_intracellularRNAs:1.0,12.4597968058,0.8089446951
omv:controlPCN_highOD_intracellularRNAs:2.0,10.9940905034,0.9571536230000001
omv:controlPCN_highOD_intracellularRNAs:3.0,12.080710244,0.33270336840000003
omv:spi1_ind_highOD_intracellularRNAs:2.0,0.2084622093,0.2238798659
omv:spi1_ind_highOD_intracellularRNAs:3.0,0.629650307,0.3135194355
omv:controlPCN_lowOD_intracellularRNAs:1.0,3.9036325458,-0.0437069096
omv:controlPCN_lowOD_intracellularRNAs:2.0,-6.2619502944,0.0413804911
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-7.8469319691,0.1700485027
omv:controlPCN_lowOD_intracellularRNAs:3.0,2.3583177486,0.0023264185
sv5015:STM1625:1.0,-6.260659926,0.0410404772
sv5015:STM1625:2.0,-5.9336517892,-0.0066995100000000005
sv5015:STM1625:3.0,-5.6993177087,0.0020876063
sv5015:STM0581:1.0,-0.20014795500000002,-0.2305153664
sv5015:STM0581:2.0,-0.1457367547,-0.427446304
sv5015:STM0581:3.0,-0.3271779589,-0.1926406471
sv5015:WT:1.0,-0.1119934035,-0.0690813021
sv5015:WT:2.0,0.0032909740000000003,0.031317299
sv5015:WT:3.0,0.1087024296,0.0377640031
tomato:tomato_root:1.0,-9.0986220341,-1.5340755758
tomato:tomato_root:2.0,-10.258320349,-1.7593083374
tomato:tomato_root:3.0,-9.0972519893,-1.4704689267
tomato:LB:1.0,-0.0603796544,-0.1496886758
tomato:LB:2.0,0.0603796544,0.1496886758
AcrB_efflux_virulence:AcrB_D408A:1.0,-1.9014375014,0.0248956223
AcrB_efflux_virulence:AcrB_D408A:2.0,-1.1080041742,-0.0537466081
AcrB_efflux_virulence:AcrB_D408A:3.0,1.2990492144,-0.0592997519
AcrB_efflux_virulence:WT:1.0,0.2161620821,-0.0642952405
AcrB_efflux_virulence:WT:2.0,-0.1090640466,0.0059596219
AcrB_efflux_virulence:WT:3.0,-0.1070980354,0.0583356186
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-4.9451529842,0.2868962219
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,14.5511830761,-0.42183064400000003
