,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,9.988853643599999,0.08369014931620075,2.0,0.0,10.0480315157,5.0,9.9296757715,,
1,U01-Set001__USA300 LAC CA-MHB Control,9.3434397736,0.027973681099208423,2.0,1.0,9.3632201532,6.0,9.323659394,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,9.05559779815,0.13022353370092551,2.0,2.0,9.1476797419,7.0,8.9635158544,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,9.0391410643,0.03373023910190465,2.0,3.0,9.0152901835,8.0,9.0629919451,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,9.14157356115,0.013332533219637241,2.0,4.0,9.1510010858,9.0,9.1321460365,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,9.78923915235,0.21130868452325216,2.0,10.0,9.6398213486,29.0,9.9386569561,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,9.56658954785,0.2414795605035394,2.0,11.0,9.3958377131,30.0,9.7373413826,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,9.5746916131,0.09213491601746106,2.0,12.0,9.5095423892,31.0,9.639840837,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,9.7925142197,0.12600789112852978,2.0,13.0,9.881615254,14.0,9.7034131854,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,10.43819754895,0.06777346381770454,2.0,15.0,10.3902744731,18.0,10.4861206248,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,10.319123684400001,0.0740534828588856,2.0,16.0,10.2667599645,19.0,10.3714874043,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,10.074849975149998,0.08529512013559468,2.0,17.0,10.0145372173,20.0,10.135162733,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,9.9494459954,0.10436919806674878,2.0,21.0,10.0232461631,24.0,9.8756458277,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,9.917960131000001,0.03535080410069776,2.0,22.0,9.8929633377,25.0,9.9429569243,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,9.759591569249999,0.18970177930539672,2.0,23.0,9.6254521547,26.0,9.8937309838,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,8.50166268125,0.062295311432432485,2.0,27.0,8.4576132441,28.0,8.545712118400001,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,9.52883689325,0.07554911191822755,2.0,32.0,9.4754156039,33.0,9.5822581826,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,9.1917368135,0.04312641458313942,2.0,34.0,9.2222317937,38.0,9.1612418333,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,9.41278770655,0.08578386682731771,2.0,35.0,9.3521293526,39.0,9.4734460605,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,9.454895137200001,0.04434229855268256,2.0,36.0,9.4235403972,40.0,9.4862498772,,
