,A,RsmA
R2,,0.06599979959100644
xmin,,-11.86582774
xmid,,-5.436978494990329
xmax,,3.239488809
ystart,,-11.052870130088886
yend,,2.1535657291721937
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,1.0751379253,0.130518076
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-1.0751379253,-0.130518076
AB569_EDTA_NaNO2:NaNO2:1,-4.6440116871,1.22092463
AB569_EDTA_NaNO2:NaNO2:2,-4.6882527776,1.100526543
AB569_EDTA_NaNO2:EDTA:1,-1.7824054729,-0.158950789
AB569_EDTA_NaNO2:EDTA:2,-2.3940947087,0.100571318
AB569_EDTA_NaNO2:EDTA:3,-1.6323874373,-0.20536514700000003
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-4.6220052263,1.379213347
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-4.7792428325,1.385894851
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.19510913130000002,0.068178731
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.1951091314,-0.068178731
Anthranilate_metabolism_GntR_AntP:antP:1,-14.8973848692,1.088075222
Anthranilate_metabolism_GntR_AntP:antP:2,-14.7419994109,0.8494373110000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.045375129800000004,0.20452166400000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.045375129800000004,-0.20452166400000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,5.316816722,0.521787529
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,2.4240958043,0.48637925
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.3872920151,-0.803107148
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.5947736661,-1.415052607
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,5.9083236207,3.239488809
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,4.8691626617,3.196071484
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,5.6662408741,3.056985743
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,5.9258725851000005,2.979745097
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.7926341065,-1.320947224
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.2854147493,-1.583030623
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.5485218401,-0.052747969000000006
Catabolise_Nucleic_Acids:L_asp:1,0.27660016600000004,0.354042785
Catabolise_Nucleic_Acids:L_asp:2,0.4896195641,-0.69118146
Catabolise_Nucleic_Acids:DNA_1:1,0.26338788700000004,-0.37008751700000003
Catabolise_Nucleic_Acids:DNA_1:2,0.5631952973000001,0.133835602
Catabolise_Nucleic_Acids:DNA_1:3,-0.8265831843,0.236251915
Catabolite_repression:del_hfq_crc_wt:1,0.0431365862,0.019328886
Catabolite_repression:del_hfq_crc_wt:2,-0.0431365862,-0.019328886
Catabolite_repression:delHfq:1,-7.8721164852,0.351345024
Catabolite_repression:delHfq:2,-7.9711985904,0.542642096
Catabolite_repression:deldcrc:1,-11.8659251683,0.556933863
Catabolite_repression:deldcrc:2,-12.0763761176,0.356474946
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.0051337253,-0.031817112
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.0057426889,-0.18174489300000002
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.0006089636,0.21356200600000003
Diallyl_disulphide_treatment:PAO1_DDS:1,-5.1725087844,-1.264693732
Diallyl_disulphide_treatment:PAO1_DDS:2,-6.5062692433,-0.7902755100000001
Diallyl_disulphide_treatment:PAO1_DDS:3,-4.9139977178,-0.6408308730000001
Dispersed_cells:PAO1_dispersed_wt:1,0.40731914700000005,-0.053128982000000005
Dispersed_cells:PAO1_dispersed_wt:2,-0.40731914700000005,0.053128982000000005
Dispersed_cells:PyhjH_dispersed:1,-1.7344399164,1.536500702
Dispersed_cells:PyhjH_dispersed:2,-1.2142621568,1.690582714
Dispersed_cells:PA01_Planktonic:1,-19.3900647664,1.072553007
Dispersed_cells:PA01_Planktonic:2,-19.2462004345,0.9686988120000001
Dispersed_cells:PAO1_Biofilm:1,-4.0009650901,0.812067619
Dispersed_cells:PAO1_Biofilm:2,-3.7726626792999998,1.038594908
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,0.0982391522,-0.460834907
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,1.5531810851999999,-0.822703104
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,1.1682763048,-0.9262013520000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.5106419981,0.11715285
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.3280861504,0.090723628
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.1825558477,-0.207876478
Farnesol_treatment:RNA of 0-1F_L:1,0.23261606940000001,0.062718272
Farnesol_treatment:RNA of 0-1F_L:2,0.35845185560000004,0.019960321
Farnesol_treatment:RNA of 0-1F_L:3,-0.591067925,-0.08267859200000001
Farnesol_treatment:RNA of 6-F_L1:1,0.5185760318,-0.47429669900000004
Farnesol_treatment:RNA of 6-F_L1:2,1.8166676455,-0.337174548
Farnesol_treatment:RNA of 6-F_L1:3,1.7673643162000001,-0.19754054000000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.1580605552,0.08822977300000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.1580605552,-0.08822977300000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.6743372181,0.270366828
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.6696299786000001,0.514265396
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-0.2507759889,0.482675734
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-0.3629964036,0.8681496870000001
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-0.1217902961,-0.992874506
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,1.4243102804,0.010908453
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-0.8105378879,-1.361733875
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,0.6326606527,0.49201798100000005
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.4078674959,-0.130518021
HapZ_SagS_mutant:delHapZp:1,-1.4041805306000001,-0.079242909
HapZ_SagS_mutant:delHapZp:2,-2.8191106817,-0.019483054
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.2186758546,0.16261498200000002
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-0.18919164130000002,-0.032096961
HapZ_SagS_mutants:delHApZ:1,2.6791611902,0.028954819000000003
HapZ_SagS_mutants:delHApZ:2,2.0327474652,0.073488383
HapZ_SagS_mutants:delHApZ:3,2.4773782185,0.206842205
HapZ_SagS_mutants:delSagS:1,3.4787168622,-0.171541413
HapZ_SagS_mutants:delSagS:2,3.3391804412,-0.203880989
HapZ_SagS_mutants:delSagS:3,3.1025954598,-0.130258191
HapZ_SagS_mutants:delHapZp:3,-1.2486795923,-0.043035685000000004
Lung_infection_transcriptome:PA01_LS1:1,3.1818087332,-0.384914523
Lung_infection_transcriptome:PA01_LS1:2,2.0096255683,-0.5437967060000001
Lung_infection_transcriptome:PA01_CS1:1,-0.9894014792,0.046420507
Lung_infection_transcriptome:PA01_CS1:2,0.9894014792,-0.046420507
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-1.7782138458,-0.145420512
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,1.7782138458,0.145420512
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-3.2869598277,0.371940396
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-2.895552854,-0.281963307
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-1.5337067488,0.30338247
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-2.0128856893,0.581239861
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-3.5463930453,0.027892673000000003
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-4.2833873159,0.0029108650000000003
Metabolic_fitness_plasmid:PAO1_pBS228:1,-3.4416084998,0.361316242
Metabolic_fitness_plasmid:PAO1_pBS228:2,-3.4770189885000002,0.5171396580000001
Metabolic_fitness_plasmid:PAO1_RmS149:1,-4.8444788689,0.21461502000000002
Metabolic_fitness_plasmid:PAO1_RmS149:2,-4.6810898903,0.183837453
Mucin_glycans:ABTGC:1,-0.32765625460000003,0.343318336
Mucin_glycans:ABTGC:2,-3.3866229616,0.34956061600000005
Mucin_glycans:ABTGC:3,0.7016403494,-0.098438807
Mucin_glycans:ABTGC:4,1.2365751762000001,-0.375390333
Mucin_glycans:ABTGC:5,1.7760636905,-0.219049812
Mucin_glycans:MUC5B:1,5.5860813071,-0.254662736
Mucin_glycans:MUC5B:2,5.1893635059,-0.270670085
Mucin_glycans:Glycans:1,-0.7098518693,0.195527939
Mucin_glycans:Glycans:2,-2.1853814336,0.21035668200000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-0.4681582326,0.19818159400000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-0.8268656422,-0.08345690500000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,0.4427382291,-0.446160834
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-2.5985310551,-0.08822341700000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-1.3361073936,-0.201852154
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-1.3259114532,0.10281512200000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,1.0654532648,0.200470953
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,1.8156591753,0.165666104
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,1.2957936373,0.265868747
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-1.6813534414,-0.528940693
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-1.3642613256,-0.10439606100000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-1.1312913105,0.00133095
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.3007770406,-0.19773315900000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.3007770406,0.19773315900000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,1.7225271718,-0.045658372
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.19061080930000002,-0.079701858
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-0.5526885148,0.43421403900000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-0.0114722356,0.26063230200000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-4.1225299573,-0.675501727
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-4.6679443524,-0.688981407
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-4.3071441517,-0.050608308000000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-3.4650534544,-0.265808736
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-3.6562132434,0.42433992600000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-1.0877508793,-0.031878456
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,5.9040776179000005,-0.321667348
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-1.1601134951,-0.070794122
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,8.5387346259,2.5337623860000003
