,A,RsmA
R2,,0.028781796042168906
xmin,,-12.24389618
xmid,,
xmax,,3.239488805
ystart,,-11.605776804763055
yend,,0.9827001244631708
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,1.269796676,0.13051808
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-1.269796676,-0.13051808
AB569_EDTA_NaNO2:NaNO2:1,-4.724807365,1.22092463
AB569_EDTA_NaNO2:NaNO2:2,-4.831390793,1.10052654
AB569_EDTA_NaNO2:EDTA:1,-1.805552084,-0.15895079
AB569_EDTA_NaNO2:EDTA:2,-2.120702231,0.10057132
AB569_EDTA_NaNO2:EDTA:3,-1.657649265,-0.20536515
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-4.760411493,1.3792133500000001
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-4.952496375,1.3858948500000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.171547893,0.06817873
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.171547893,-0.06817873
Anthranilate_metabolism_GntR_AntP:antP:1,-15.90562715,1.08807522
Anthranilate_metabolism_GntR_AntP:antP:2,-15.76917175,0.84943731
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.09642687300000001,0.20452166500000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.09642687300000001,-0.20452166500000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,4.739889734,0.521787525
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,2.193355379,0.486379245
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.546507874,-0.803107145
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.9181637370000001,-1.415052605
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,6.745590097,3.239488805
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,5.299406626,3.196071485
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,6.270617349,3.056985745
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,6.811953767,2.979745095
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-1.158988871,-1.320947225
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.5041096190000001,-1.5830306250000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.988852782,-0.052747965
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.427927955,-0.19773315500000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.427927955,0.19773315500000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,1.172533344,-0.045658375
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.019290331,-0.079701855
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-0.5557695610000001,0.43421403500000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,0.02434666,0.260632305
Catabolite_repression:del_hfq_crc_wt:1,0.12413083600000001,0.019328885
Catabolite_repression:del_hfq_crc_wt:2,-0.12413083600000001,-0.019328885
Catabolite_repression:delHfq:1,-7.8379959580000005,0.35134502500000003
