,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,RichMedia__BHIN_Growth_Late,12.632309361892302,7.8065336299228,2.0,0.0,7.112256494613056,1.0,18.152362229171548
1,RichMedia__BHIN_Growth_Mid,4.561615364878333,2.834379196807615,2.0,2.0,2.557406614361588,3.0,6.565824115395077
2,RichMedia__BHIN_Growth_Stat,10.939868620704132,1.3304607255722964,2.0,4.0,9.999090819549588,5.0,11.880646421858678
3,RichMedia__LBv2_Growth_Late,-1.4062385833082622,0.11354950367879003,2.0,6.0,-1.3259469592566229,7.0,-1.4865302073599014
4,RichMedia__LBv2_Growth_Mid,1.8318679906315083e-15,1.0324017695912993,2.0,8.0,-0.7300182921869975,9.0,0.7300182921870012
5,RichMedia__LBv2_Growth_Stat,5.8360088046926615,0.8835946073881472,2.0,10.0,5.2112130659886375,11.0,6.460804543396685
6,RichMedia__MHB_Rich_Mid,8.021631844552257,1.1872063479258441,2.0,12.0,7.1821501852661775,13.0,8.861113503838338
7,RichMedia__NBO_Rich_Mid,0.6062324432254644,1.0384723134536575,2.0,14.0,-0.1280783716920989,15.0,1.3405432581430277
8,Carbon__M9Na_Arabinose_Mid,0.7948910291240496,9.967655868446942,2.0,16.0,7.843088086236768,17.0,-6.2533060279886685
9,Carbon__M9Na_Galactose_Mid,0.031015848547612856,0.29832854038781903,2.0,18.0,-0.1799342853820988,19.0,0.2419659824773245
10,Carbon__M9Na_GlcNAcGrowth_Late,1.9567064007298585,1.117217867530811,2.0,20.0,2.746698730923669,21.0,1.166714070536048
11,Carbon__M9Na_GlcNAcGrowth_Mid,1.6882439242621334,0.12667346135425253,2.0,22.0,1.5986722607421695,23.0,1.7778155877820976
12,Carbon__M9Na_GlcNAcGrowth_Stat,3.9020324809423563,0.24539874176778856,2.0,24.0,4.075555595341006,25.0,3.728509366543707
13,Carbon__M9Na_GlcNAc_Mid,0.3732085266424354,1.6951110745805618,2.0,26.0,-0.8254160090578953,27.0,1.571833062342766
14,Carbon__M9Na_Gluconate_Mid,8.787074810839048,0.2120888838234468,2.0,28.0,8.937044298804892,29.0,8.637105322873202
15,Carbon__M9Na_Glucosamine_Mid,17.61666502130742,1.0629119211365894,2.0,30.0,18.36825724854712,31.0,16.865072794067714
16,Carbon__M9Na_Glycerol_Mid,5.072523722088931,1.6854627444897303,2.0,32.0,6.264325858154908,33.0,3.880721586022953
17,Carbon__M9Na_Maltose_Mid,2.410237092871631,3.6547178243434213,2.0,34.0,4.994512849788209,35.0,-0.1740386640449478
18,Carbon__M9Na_Mannitol_Mid,-0.3474392465684256,2.327784196515276,2.0,36.0,1.2985527439264049,37.0,-1.993431237063256
19,Carbon__M9Na_Trehalose_Mid,2.5726006662676815,2.0294466753173457,2.0,38.0,1.1375651600942929,39.0,4.00763617244107
20,Carbon__M9Na_ethanol_Mid,0.18536506670438196,0.7212710695745248,2.0,40.0,-0.3246505976654386,41.0,0.6953807310742025
21,Carbon__M9Na_fructose_Mid,12.81195139021855,3.1024435526007363,2.0,42.0,15.005710264511013,43.0,10.618192515926085
22,Carbon__M9Na_fumarate_Mid,11.30662831703304,0.12080800037954574,2.0,44.0,11.221204160743076,45.0,11.392052473323004
23,Carbon__M9Na_glucoseGrowth_Late,-2.3787403964495093,2.215160826593491,2.0,46.0,-0.8123851545464538,47.0,-3.945095638352565
