,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,2AA__WT,0.0,0.29677537270739907,4.0,0.0,-0.1839725691,1.0,-0.2370808703,2.0,0.0037289672,3.0,0.4173244722
1,2AA__del_ridA,-0.14803440442500002,0.09628365969995542,4.0,4.0,-0.0471662844,5.0,-0.24027167170000002,6.0,-0.2197749465,7.0,-0.0849247151
2,GC_MS__WT,0.0,0.10047650586895189,3.0,8.0,-0.1031596119,9.0,0.0056004727,10.0,0.0975591392,,
3,GC_MS__del_slyA,0.61726167455,0.17657015937605794,2.0,11.0,0.4924077175,12.0,0.7421156316,,,,
4,Rho__WT,0.0,0.18181311684411136,3.0,13.0,0.1411919067,14.0,-0.20514945040000002,15.0,0.06395754370000001,,
5,Rho__rho_Y80C,-0.029134653200000027,0.46371205271994725,3.0,16.0,0.5011232764,17.0,-0.229852719,18.0,-0.358674517,,
6,Rho__rho_K130Q,-0.1301461259,0.17173204698815087,3.0,19.0,-0.0882949069,20.0,-0.3189355271,21.0,0.0167920563,,
7,flagella__WT,0.0,0.0749880571234561,2.0,22.0,-0.0530245637,23.0,0.0530245637,,,,
8,flagella__del_rfaL,1.77741517165,0.03431344359233186,2.0,24.0,1.753151903,25.0,1.8016784403,,,,
9,flagella__del_rfaG,0.8525083572,0.3648569400891331,2.0,26.0,1.1105011737,27.0,0.5945155407,,,,
10,flagella__del_rfaD,1.1829485555,0.49774106226135545,2.0,28.0,1.5349046359,29.0,0.8309924751000001,,,,
11,nusG__WT_OD08,0.0,0.6877611287844514,2.0,30.0,0.486320558,31.0,-0.486320558,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,-1.3972785788,0.15454182530082544,3.0,32.0,-1.5107866275,33.0,-1.2212764185,45.0,-1.4597726904,,
13,omv__spi2_ind_highOD_intracellularRNAs,-2.3143994764,0.4491610009758915,3.0,34.0,-2.3981905482,36.0,-1.8292434110000002,37.0,-2.71576447,,
14,omv__spi1_ind_highOD_intracellularRNAs,-0.9676554659666667,0.4761742983631729,3.0,35.0,-0.41888025430000003,41.0,-1.2124409145,42.0,-1.2716452291,,
15,omv__controlPCN_highOD_intracellularRNAs,-1.3554522518,1.2898146978356577,3.0,38.0,-1.6051474483,39.0,-2.5021632194,40.0,0.0409539123,,
16,omv__controlPCN_lowOD_intracellularRNAs,-3.33333360913457e-11,0.7273931470224756,3.0,43.0,-0.4900822065,44.0,0.8357740069,46.0,-0.34569180050000003,,
17,sv5015__STM1625,-0.017083707366666662,0.3717713832315839,3.0,47.0,-0.1441302301,48.0,0.401556925,49.0,-0.308677817,,
18,sv5015__STM0581,0.6586806742000001,0.3586272186485333,3.0,50.0,0.3690803174,51.0,1.0598247758,52.0,0.5471369294,,
19,sv5015__WT,3.333331758762862e-11,0.595586279996132,3.0,53.0,0.1706394379,54.0,-0.6622812892000001,55.0,0.4916418514,,
20,tomato__tomato_root,-0.8953602815333334,0.6768811806776912,3.0,56.0,-0.1311117883,57.0,-1.1356701664,58.0,-1.4192988899,,
21,tomato__LB,0.0,0.24963416388653098,2.0,59.0,-0.1765180101,60.0,0.1765180101,,,,
22,AcrB_efflux_virulence__AcrB_D408A,0.8076906854666667,0.3644320581142103,3.0,61.0,0.526563146,62.0,0.6770788573000001,63.0,1.2194300531,,
23,AcrB_efflux_virulence__WT,0.0,0.6532807782964327,3.0,64.0,0.5007673340000001,65.0,-0.7389528363000001,66.0,0.23818550230000002,,
24,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_0,-0.655070919,0.5942659516934431,3.0,67.0,-0.47172724380000003,74.0,-0.17408156190000001,75.0,-1.3194039513,,
25,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_16,4.020305544966667,0.16121966499369716,3.0,68.0,4.0554818136,69.0,4.1610327699,71.0,3.8444020514,,
26,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_0,0.5977999675333333,0.716537706679014,3.0,70.0,1.1212006189000001,106.0,0.8910456786000001,107.0,-0.21884639490000002,,
27,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_32,4.193337394266667,0.12625268973668416,3.0,72.0,4.2201562758,79.0,4.0558299988,110.0,4.3040259082,,
28,Chlortetracycline_florfenicol_MDR__530_Florfenicol_0,2.576575818866667,0.3787976526644207,3.0,73.0,2.5974692622,76.0,2.1877638508,109.0,2.9444943436,,
