,A,PhnF
R2,,0.18293783066476188
xmin,,-4.395212302
xmid,,
xmax,,2.757243941
ystart,,-5.805990794358857
yend,,4.047790193589822
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.525715569,0.31511308400000004
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.525715569,-0.31511308400000004
AB569_EDTA_NaNO2:NaNO2:1,6.026177883,1.645637223
AB569_EDTA_NaNO2:NaNO2:2,6.088147113,1.40182499
AB569_EDTA_NaNO2:EDTA:1,-0.025713835,-0.10988510400000001
AB569_EDTA_NaNO2:EDTA:2,1.196573806,1.197239551
AB569_EDTA_NaNO2:EDTA:3,-0.6641356620000001,0.6655505620000001
AB569_EDTA_NaNO2:NaNO2_EDTA:1,7.031164718,1.5163908959999999
AB569_EDTA_NaNO2:NaNO2_EDTA:2,7.647808573,1.74686204
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.556845208,0.19642630700000002
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.556845208,-0.19642630700000002
Anthranilate_metabolism_GntR_AntP:antP:1,0.861570846,-0.83496981
Anthranilate_metabolism_GntR_AntP:antP:2,0.96357508,-0.170041787
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.09433063900000001,-0.145939752
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.09433063900000001,0.145939752
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-1.719321549,-0.15976061
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.193672067,-0.052994875000000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.549084526,-0.556272043
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.781451408,-0.131363532
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-8.604429709,-4.359205563
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-6.364633807,-3.729191013
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-8.874747208,-4.395212302
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-8.664970273,-4.15734192
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.744367811,0.049129408000000006
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.289251504,0.46481609
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,1.7515358540000001,0.434641504
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.18503527,-0.316323682
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.18503527,0.316323681
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.17139774300000002,0.027715727000000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.412391314,-0.097719304
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-0.893864238,0.10629806
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-1.475493167,0.080836767
Catabolite_repression:del_hfq_crc_wt:1,-0.019892448,-0.104147844
Catabolite_repression:del_hfq_crc_wt:2,0.019892448,0.104147844
Catabolite_repression:delHfq:1,0.468863974,0.043341116000000006
Catabolite_repression:delHfq:2,0.044031457,0.6077185150000001
Catabolite_repression:deldcrc:1,0.811151249,0.778128306
Catabolite_repression:deldcrc:2,1.281260299,0.825422922
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.511172727,-0.193590477
