,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,4.64655361895,0.19855811142752863,2.0,0.0,4.786955406,5.0,4.5061518319000005
1,U01-Set001__USA300 LAC CA-MHB Control,4.17655382585,0.15440376199870823,2.0,1.0,4.0673738787,6.0,4.2857337730000005
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,3.9459238461000004,0.07343997834790958,2.0,2.0,3.9978537528,7.0,3.8939939394
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,2.59696312625,0.3802641779206227,2.0,3.0,2.3280757474,8.0,2.8658505051
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,4.63994580735,0.23218242819635343,2.0,4.0,4.4757680379,9.0,4.8041235768
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,1.8449259583,0.7038073580130275,2.0,13.0,1.3472590028,14.0,2.3425929138
9,U01-Set001__USA300 LAC RPMI+10%LB Control,1.97010648645,1.512288631931372,2.0,15.0,0.9007569397,18.0,3.0394560332
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,1.8282283231,1.2450364653874555,2.0,16.0,0.9478545956000001,19.0,2.7086020506
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,2.1709266952,0.5704775864588674,2.0,17.0,1.7675381253,20.0,2.5743152651
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0
