,A,arcA
R2,,0.0019378710502460095
xmin,,-2.8024003365
xmid,,
xmax,,2.8908553208
ystart,,-0.8098012673816704
yend,,-4.398069861725351
2AA:WT:1.0,-0.6900918088,0.1106648445
2AA:WT:2.0,0.9754820877,-0.0515616398
2AA:WT:3.0,-1.3461839646,-0.1982607265
2AA:WT:4.0,1.0607936857,0.1391575217
2AA:del_ridA:1.0,-1.5930837594,-0.1382086237
2AA:del_ridA:2.0,-1.0890077163,-0.1998116449
2AA:del_ridA:3.0,-0.6638346623,-0.2359467664
2AA:del_ridA:4.0,-1.3616327577,-0.0893729774
GC_MS:WT:1.0,0.24572500930000002,0.0589396146
GC_MS:WT:2.0,0.2457201736,0.0712870801
GC_MS:WT:3.0,-0.4914451829,-0.1302266947
GC_MS:del_slyA:1.0,7.3578633918,0.49360082920000004
GC_MS:del_slyA:2.0,9.8984098735,0.4857185627
Rho:WT:1.0,-0.4200173794,0.029406565200000002
Rho:WT:2.0,0.3261941816,-0.1343459422
Rho:WT:3.0,0.09382319780000001,0.10493937710000001
Rho:rho_Y80C:1.0,0.6523977824,-0.4382093602
Rho:rho_Y80C:2.0,1.0237744994,-0.29166751760000004
Rho:rho_Y80C:3.0,0.6592304134,-0.3438282063
Rho:rho_K130Q:1.0,-1.1716198767,-0.0647079877
Rho:rho_K130Q:2.0,-1.1931357483,-0.025895418
Rho:rho_K130Q:3.0,-0.7179112916,-0.1361741373
flagella:WT:1.0,-0.0416474306,-0.18183767650000002
flagella:WT:2.0,0.0416474306,0.18183767650000002
flagella:del_rfaL:1.0,1.4723647614,0.0430197026
flagella:del_rfaL:2.0,1.7221501544,-0.1481023867
flagella:del_rfaG:1.0,-6.8864210450000005,0.23651549430000002
flagella:del_rfaG:2.0,-6.9773579191,0.1764753336
flagella:del_rfaD:1.0,-3.3410126852,0.6719059487
flagella:del_rfaD:2.0,-4.0149830424,0.7918699582000001
nusG:WT_OD08:1.0,0.5348908465000001,0.1884908322
nusG:WT_OD08:2.0,-0.5348908465000001,-0.1884908322
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-3.7770572715,-0.8229624714
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-2.6282451186999998,0.1237989201
omv:spi2_ind_highOD_intracellularRNAs:1.0,-2.3761262235,-0.6693665883000001
omv:spi1_ind_highOD_intracellularRNAs:1.0,3.4308761415,0.1556288147
omv:spi2_ind_highOD_intracellularRNAs:2.0,-2.4774375489000002,-0.5847380541
omv:spi2_ind_highOD_intracellularRNAs:3.0,-1.9021236346000001,-1.0066041164
omv:controlPCN_highOD_intracellularRNAs:1.0,-1.2457793284,0.8089446951
omv:controlPCN_highOD_intracellularRNAs:2.0,-0.556688897,0.9571536230000001
omv:controlPCN_highOD_intracellularRNAs:3.0,4.0952902351,0.33270336840000003
omv:spi1_ind_highOD_intracellularRNAs:2.0,3.405269763,0.2238798659
omv:spi1_ind_highOD_intracellularRNAs:3.0,4.3417168749,0.3135194355
omv:controlPCN_lowOD_intracellularRNAs:1.0,2.0480045216,-0.0437069096
omv:controlPCN_lowOD_intracellularRNAs:2.0,-3.377006158,0.0413804911
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-1.8862371684,0.1700485027
omv:controlPCN_lowOD_intracellularRNAs:3.0,1.3290016363000001,0.0023264185
sv5015:STM1625:1.0,-2.8606386059,0.0410404772
sv5015:STM1625:2.0,-3.3249718645,-0.0066995100000000005
sv5015:STM1625:3.0,-3.9874014006,0.0020876063
sv5015:STM0581:1.0,-4.7664048721,-0.2305153664
sv5015:STM0581:2.0,-4.3704945379,-0.427446304
sv5015:STM0581:3.0,-3.4320816813,-0.1926406471
sv5015:WT:1.0,-0.6418895757,-0.0690813021
sv5015:WT:2.0,0.1081438893,0.031317299
sv5015:WT:3.0,0.5337456864,0.0377640031
tomato:tomato_root:1.0,-12.4405560068,-1.5340755758
tomato:tomato_root:2.0,-14.5509964355,-1.7593083374
tomato:tomato_root:3.0,-13.0790455516,-1.4704689267
tomato:LB:1.0,1.8661538539,-0.1496886758
tomato:LB:2.0,-1.8661538539,0.1496886758
AcrB_efflux_virulence:AcrB_D408A:1.0,0.3364012933,0.0248956223
AcrB_efflux_virulence:AcrB_D408A:2.0,-0.1816822501,-0.0537466081
AcrB_efflux_virulence:AcrB_D408A:3.0,0.8466428730000001,-0.0592997519
AcrB_efflux_virulence:WT:1.0,0.4495037555,-0.0642952405
AcrB_efflux_virulence:WT:2.0,-0.6154735131,0.0059596219
AcrB_efflux_virulence:WT:3.0,0.16596975760000002,0.0583356186
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-3.582911196,0.2868962219
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-26.5533497127,-0.42183064400000003
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-26.5119620155,-0.31756889520000003
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,2.1128666999,-0.38608181
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-27.2777149251,0.5171709491
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-27.7598303587,0.6501851919
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,3.5658710789,-0.19294167180000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-5.4377662857,0.2363497611
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-3.6520804425,0.3857909064
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,5.0482351756,-0.4904576532
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-28.727026998,0.8000906693000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-27.2697677853,0.37077223810000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-27.6204949001,0.8511214637000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-25.99289887,1.3552993373
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-30.2138471888,0.5303716267
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-27.6920995678,0.5803044254
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-2.3512783264,0.0430086077
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-0.2781271859,-0.43465580610000004
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-2.7085543153,0.1026986903
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-28.2429431022,0.9062165967
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-9.4667548913,0.47104055920000004
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-2.1660363143,-0.0396981111
