,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,2.511952266982151,2.0,0.0,1.776218482,1.0,-1.776218482,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,23.273993175,0.022844505850861778,2.0,2.0,23.25783967,3.0,23.29014668,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,2.015271719333333,0.4069591837011607,3.0,4.0,1.8617523130000002,5.0,1.7074022229999999,6.0,2.476660622,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,20.736910395000002,0.4136008913805672,2.0,7.0,20.4444504,8.0,21.02937039,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.00432553198665066,2.0,9.0,-0.0030586130000000004,10.0,0.0030586130000000004,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,0.7800979635,0.43721543580903455,2.0,11.0,0.47093996400000004,12.0,1.089255963,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.18460100153609352,2.0,13.0,-0.13053262000000002,14.0,0.13053262000000002,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.46819307075,0.7821036253396723,4.0,15.0,0.367934873,16.0,-0.599917165,17.0,1.080702737,18.0,1.024051838,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,0.044330313499999996,0.3288509393898741,4.0,19.0,-0.071575704,20.0,0.463328962,21.0,-0.318760533,22.0,0.104328529,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.8457859413333333,0.22488279778025272,3.0,23.0,1.013143564,24.0,0.934054338,25.0,0.590159922,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.8842458885075324,2.0,26.0,0.625256264,27.0,-0.625256264,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,3.3750761049999998,0.6298907730068782,2.0,28.0,3.820476142,29.0,2.929676068,,,,,,,,,,,,
