,A,zur
R2,,0.04784012194736198
xmin,,-2.65952378
xmid,,
xmax,,3.0212753957
ystart,,2.3532458116943635
yend,,-3.29007860141877
AX:AX_10_MIC:1,-1.1589356829,0.2162999234
AX:AX_10_MIC:2,-0.2987127926,0.24773461770000002
AX:AX_30_MIC:1,-0.6856958133000001,0.1502677463
AX:AX_30_MIC:2,0.053332056200000005,-0.0013526862000000001
AX:QZ_10_MIC:1,-1.0384937162,0.3631091474
AX:QZ_10_MIC:2,-0.4313703715,0.1000579414
AX:QZ_30_MIC:1,-0.13211182700000001,0.30421532970000004
AX:QZ_30_MIC:2,-0.3829265291,0.31744525360000003
AX:wt:1,-0.022928933000000002,0.6223423428
AX:wt:2,0.022928933000000002,-0.6223423428
ITM_04:00h_clinic_ctrl:1,2.475829252,-0.4093420354
ITM_04:00h_clinic_ctrl:2,2.8531396899,-0.6473474385
ITM_04:00h_h37rv_control:1,-0.3012627701,0.147577845
ITM_04:00h_h37rv_control:2,0.15525886190000002,-0.0114319204
ITM_04:00h_h37rv_control:3,0.1460039081,-0.13614592450000002
ITM_04:06h_clinic_delam:1,0.7291891278,1.1913974171
ITM_04:06h_clinic_delam:2,1.14969115,1.1663803705
ITM_04:06h_clinic_delam:3,0.8340081518,1.2833140857
ITM_04:06h_clinic_DMSO:1,2.5204793527,-0.3264009163
ITM_04:06h_clinic_DMSO:2,2.3990345208,-0.4673675572
ITM_04:06h_clinic_DMSO:3,2.2743989003,-0.2670144595
ITM_04:06h_h37rv_delam:1,0.8466991696,1.1880928749
ITM_04:06h_h37rv_delam:2,1.1793402452,1.4811551528
ITM_04:06h_h37rv_delam:3,1.5488183154000001,1.3983863369
ITM_04:06h_h37rv_DMSO:1,1.7821090129,-0.0371053286
ITM_04:06h_h37rv_DMSO:2,1.3008949719,0.0739525825
ITM_04:06h_h37rv_DMSO:3,0.8448099208000001,0.5105837075
ITM_04:24h_clinic_delam:1,-2.5495754666,0.582569031
ITM_04:24h_clinic_delam:2,-2.0202640197,0.8791032631000001
ITM_04:24h_clinic_delam:3,-1.9706604905,0.4017071048
ITM_04:24h_clinic_DMSO:1,0.7691504953,-1.1648033344
ITM_04:24h_clinic_DMSO:2,1.1634019307,-1.1907584703
ITM_04:24h_clinic_DMSO:3,0.8136915001,-0.7781963263
ITM_04:24h_h37rv_delam:1,-1.6861804063,1.3023097389
ITM_04:24h_h37rv_delam:2,-1.621076744,1.1271379781
ITM_04:24h_h37rv_delam:3,-1.1208862182,0.9704945841
ITM_04:24h_h37rv_DMSO:1,0.9021379841,-0.8330118149
ITM_04:24h_h37rv_DMSO:2,0.5509356374000001,-0.9927369562
JSF:DMSO:1,0.5157571272,-0.1780524497
JSF:DMSO:2,-0.35447265910000003,-0.0366260173
JSF:DMSO:3,0.0816810834,0.0370686943
JSF:DMSO:4,-0.2429655516,0.1776097728
JSF:JSF_2019:1,-0.5336745385,2.6162569490000003
JSF:JSF_2019:2,-0.6512846052,2.6859161762
JSF:JSF_2019:3,-0.4462531966,2.7524983054
JSF:JSF_2019:4,-0.10680024860000001,3.0212753957
JSF:JSF_2026:1,-1.4558294125,1.4524250075
JSF:JSF_2026:2,-1.8288179017,1.5449934188
JSF:JSF_2026:3,-1.6785079966,1.4326287165
JSF:JSF_2026:4,-1.6053476758,1.6173932411
MTS1338:over_expression:1,1.7190996461,-0.0007065626
MTS1338:over_expression:2,-1.7190996461,0.0007065626
PAS:control:1,-0.4161558501,-0.1437567311
PAS:control:2,1.2659430999999999,0.0410160054
PAS:control:3,-0.8497872499,0.1027407258
PAS:treated:1,-13.23396192,0.2548628589
PAS:treated:2,-12.9446790431,0.11929236260000001
PAS:treated:3,-12.8589887547,0.6417251694
THP-1:24h_THP_B_enriched:1,-0.6726964001,0.0202892557
THP-1:24h_THP_B_enriched:2,0.6726964001,-0.0202892557
aminoimidazoles:02h_treated:1,-0.0132423881,0.5204357829
aminoimidazoles:02h_treated:2,-0.0818757054,0.49200448210000003
aminoimidazoles:24h_treated:1,-0.8342866571,0.9462504808000001
aminoimidazoles:24h_treated:2,-0.5938784707,1.0857552003
aminoimidazoles:untreated:1,0.037685620100000004,-0.051643645
aminoimidazoles:untreated:2,0.0994038314,-0.017031233700000002
aminoimidazoles:untreated:3,-0.13708945150000001,0.0686748787
antibiotic:ctrl_24h:1,-0.2019562747,0.588788285
antibiotic:ctrl_24h:2,-1.4669398058,0.3717432415
antibiotic:ctrl_24h:3,0.4671040296,0.7511351249
antibiotic:ctrl_4h:1,0.5413818731,0.080580154
antibiotic:ctrl_4h:2,-0.8152394629,-0.3395877328
antibiotic:ctrl_4h:3,0.2738575897,0.2590075788
antibiotic:izd_4h:1,2.1080496392,0.8105790972
antibiotic:izd_4h:2,0.1040392797,1.0432106197
base:wt_glu_24:1,-3.9219980666,1.1152824104
base:wt_glu_24:2,-4.1467604125,1.3197073392
base:wt_glu_24:3,-4.0769771704,0.8789370027000001
base:wt_glu_6:1,-0.49036107300000004,0.0311539023
base:wt_glu_6:2,0.0041684252,0.10057689660000001
base:wt_glu_6:3,0.48619264780000004,-0.131730799
base:wt_llac_24:1,0.6277218081,0.0701290282
base:wt_llac_24:2,-0.3678727815,0.3016691702
base:wt_llac_24:3,-1.2696540735,0.0254493623
base:wt_llac_6:1,-1.1173844336,0.1372399914
base:wt_llac_6:2,0.1106750377,-0.5097492431
base:wt_llac_6:3,-0.3761707883,0.0136061088
base:wt_pyr_24:1,-0.14237015050000001,0.293949654
base:wt_pyr_24:2,1.3856151439,0.6997578948000001
base:wt_pyr_24:3,1.0442042442,0.599985369
base:wt_pyr_6:1,3.2714556261,-0.8825332623000001
base:wt_pyr_6:2,2.0926793227,-0.42865626760000003
base:wt_pyr_6:3,2.7217931345,-0.3779451927
biofilm:biofilm:1,-2.9993381304,0.436187127
biofilm:biofilm:2,-3.0493405577,0.5476695059000001
biofilm:planktonic:1,-0.09002461860000001,-0.0690606443
biofilm:planktonic:2,0.09002461860000001,0.0690606443
btz043:0_days_.006:1,-0.3597297421,-0.1429989942
btz043:0_days_.006:2,-0.5502886835,-0.0898293825
btz043:0_days_.006:3,-0.5238361138000001,0.0152706804
btz043:0_days_control:1,-0.1625369791,0.027492398
btz043:0_days_control:2,-0.0905154829,-0.09695642580000001
btz043:0_days_control:3,0.2530524619,0.06946402780000001
btz043:1_days_.006:1,2.0062046372,-0.4416047936
btz043:1_days_.006:2,1.8646952958,-0.5342920368
btz043:1_days_.006:3,1.9266882095,-0.47579467150000004
btz043:1_days_.006:4,1.8857098702,-0.3586452914
btz043:1_days_control:1,-0.4203979812,-0.5363759444
btz043:1_days_control:2,-0.6584763514,-0.3839629486
btz043:1_days_control:3,-0.5323791788000001,-0.7656927355
btz043:1_days_control:4,-0.36973767160000004,-0.5571480228
clarithromycin:1_days_control:1,-0.009866244500000001,-0.08175104400000001
clarithromycin:1_days_control:2,0.29135615200000003,0.0965516116
clarithromycin:1_days_control:3,-0.2814899075,-0.0148005676
cnpB:del:1,-2.2411705805,-0.061358934600000005
cnpB:del:2,-3.2710235947,0.042714385800000004
cnpB:del:3,-0.4156272661,-0.4517610226
cnpB:wt:1,0.9898534089000001,0.1025723456
cnpB:wt:2,-0.8396923456000001,-0.0122006571
cnpB:wt:3,-0.1501610633,-0.0903716885
csoR:ko:1,3.9514911581,-0.6249811114
csoR:ko:2,3.9675599002,-0.5126151532000001
csoR:wt:1,1.9968329142,0.1347440252
csoR:wt:2,-1.9968329142,-0.1347440252
dap:0_days_25:1,-0.4907441329,0.1755646656
dap:0_days_25:2,-0.5217513976,0.1545964279
dap:0_days_25:3,-0.19945013920000002,0.1706501867
dap:0_days_25:4,-0.26854688190000003,0.2802952566
dap:0_days_control:1,-0.0510785547,0.08090725330000001
dap:0_days_control:2,0.3301059222,-0.12859047810000002
dap:0_days_control:3,-0.457340609,0.047129840900000004
dap:0_days_control:4,0.1783132415,0.0005533839
dap:1_days_25:1,-1.7604359158,-0.5850745942000001
dap:1_days_25:2,-1.7964176428,-0.4902420631
dap:1_days_25:3,-1.6346521873,-0.45670827810000003
dap:1_days_25:4,-1.3211679473,-0.4068577532
dap:1_days_control:1,-2.2815242565,-0.1724738478
dap:1_days_control:2,-2.4328566182,-0.1645623097
dap:1_days_control:3,-2.3926484243,-0.24501879470000001
dap:1_days_control:4,-2.4175602465,-0.2071553536
degradosome:mutant_rnj:1,-0.769879925,-0.7380557587000001
degradosome:mutant_rnj:2,-0.5597697829,-0.6550520591
degradosome:mutant_rnj:3,-1.6099285796,-0.4091608554
degradosome:PNPase_ko:1,6.9977960893,-0.6138536654
degradosome:PNPase_ko:2,7.353392472,-0.6585588756
degradosome:PNPase_ko:3,7.0677661808,-0.5884395958
degradosome:Rnase_E_ko:1,3.0801713383,-1.3548621381000001
degradosome:Rnase_E_ko:2,2.0391710437,-1.8701512184
degradosome:Rnase_E_ko:3,2.7695159927,-2.2237663929
degradosome:wt_cas9_ctrl:1,2.8522739839,-0.9878481290000001
degradosome:wt_cas9_ctrl:2,2.8401878164000003,-0.9029691514
degradosome:wt_cas9_ctrl:3,4.4118608104,-1.1648135357
degradosome:wt_expn:1,-0.06691391640000001,-0.276392803
degradosome:wt_expn:2,-0.0434215779,0.1430948625
degradosome:wt_expn:3,0.1103354943,0.1332979404
delam:0_days_.09:1,0.2830217707,-0.0185799445
delam:0_days_.09:2,0.21001510680000002,0.19868496670000002
delam:0_days_.09:3,-0.1512418839,0.1494012921
delam:0_days_.09:4,0.2172425858,0.1013780405
delam:0_days_control:1,-0.07090803970000001,0.1020177535
delam:0_days_control:2,0.25931028030000003,-0.10701199700000001
delam:0_days_control:3,0.0983171281,-0.0137335132
delam:0_days_control:4,-0.28671936870000003,0.0187277566
delam:1_days_.09:1,2.6161411342000003,-0.39395415040000004
delam:1_days_.09:2,2.4680286507,-0.28896753210000004
delam:1_days_.09:3,2.262783706,-0.4734050724
delam:1_days_.09:4,2.5160950763,-0.5225732384
delam:1_days_control:1,3.0096392429,-0.28460704810000004
delam:1_days_control:2,2.6456990048,-0.2197022771
delam:1_days_control:3,2.6213596922,-0.22746764430000002
delam:1_days_control:4,1.9482390793,-0.1909102241
dg_inh:both:1,8.1802762047,-0.3349769888
dg_inh:both:2,7.7987971054,-0.5180751218
dg_inh:both:3,8.1385660673,-0.4506087192
dg_inh:dg:1,6.0881754178,-0.2402162008
dg_inh:dg:2,6.6770110471,-0.2835142537
dg_inh:dg:3,6.5769459217,-0.2703806431
dg_inh:DMSO:1,-0.1523969501,0.0626861695
dg_inh:DMSO:2,0.6436358046,-0.0508496907
dg_inh:DMSO:3,-0.49123885450000004,-0.011836478800000001
dg_inh:inh:1,7.6393296355,-0.4654703014
dg_inh:inh:2,7.6592392986,-0.5736011907
dg_inh:inh:3,8.1433128999,-0.5085229965
