k,name,in_iM,gene_weight,regulator,function,category
36,ppGpp,False,0.0415142519,,Stringent response iModulon identified by comparing to E.coli PRECISE 2.0 iModulome,Stress
32,Unc-8,False,0.0403835899,,Uncharacterized iModulon 8,Uncharacterized
15,CRISPR,False,0.0348308967,,Endogenous CRISPR-Cas system,Stress
7,Cbl/GigC,False,0.0323179867,,Sulfur transport and cysteine metabolism,Inorganic ions
6,GigA-GigB KO,False,-0.030482938,,Single gene iModulon capturing gigA and gigB knockouts,Genomic
21,Unc-2,False,0.0195847668,,Uncharacterized iModulon 2,Uncharacterized
41,cyd,False,-0.0182443397,,Consists of cyd operon,Energy metabolism
39,RpoH,False,0.0180536486,,"iModulon containing various heat shock proteins, chaperones, and DNA repair genes identified by comparing to E.coli PRECISE 2.0 iModulome",Stress
20,Lipoprotein,False,-0.0170588617,,Increased activity in colistin and LL-37 treatment,Virulence
2,BfmR-BfmS,False,-0.0136394593,BfmR,Two-component system regulating the pili chaperone-usher assembly system,Virulence
10,Prophage,False,-0.0129693485,Phage region 3,Enriched with PHASter data for three prophage regions,Virulence
14,GacA-GacS,False,-0.012474833500000001,ABUW_1645,iModulon associated with decreased activity in GacA mutant - potential stationary phase response,Virulence
25,GigA-GigB,False,-0.0124724675,,iModulon associated with decreased activity in gigA and gigB mutants,Virulence
45,Fe-S Cluster,False,-0.0122963255,,Fe-S cluster assembly,Energy metabolism
38,Unc-11,False,-0.0120461426,,Uncharacterized iModulon 11,Uncharacterized
34,Leucine,False,-0.0109895094,ABUW_1645,Manually annotated iModulon with genes associated with Leucine degradation,Amino acid metabolism
9,ABUW_1645,False,-0.0108106321,ABUW_1645,Key regulator of the VIR-O/AV-T high frequency phenotypic switch,Virulence
13,Unc-1,False,0.0101998321,Phage region 1,Uncharacterized iModulon 1,Uncharacterized
3,PhoR-PhoB,False,-0.0097127258,,Two-component system regulating inorganic phosphate levels,Inorganic ions
28,PaaX,False,-0.008615354700000001,GacA,"Phenylacetic acid pathway genes <a href=""https://doi.org/10.1093/infdis/jiu024"" target=""blank"">[link]</a>",Virulence
47,Heavy metal resistance,False,0.008574832000000001,,ISPpu12 gene cluster/heavy metal resistance,Stress
46,Urease/Ammonia,False,0.008550551200000001,,Manually annotated iModulon containing urease and ammonia transport genes,Amino acid metabolism
4,Fur-2,False,0.008512985800000001,Fur,Iron homeostasis,Inorganic ions
19,mumR,False,-0.0084137306,mumR,"Contains the mumR regulon homologs from ATCC 17978 associated with manganese import and urea metabolism <a href=""https://doi.org/10.1128/mBio.01475-16"" target=""blank"">[link]</a>",Inorganic ions
37,Unc-10,False,0.0082430022,,Uncharacterized iModulon 10,Uncharacterized
48,Unc-13,False,-0.0080282986,,Uncharacterized iModulon 13,Uncharacterized
40,LldR,False,-0.0078389036,LldR,Transcription factor associated with lactate utilization,Carbon metabolism
29,Unc-6,False,0.0059933329,,Uncharacterized iModulon 6,Uncharacterized
33,Unc-9,False,-0.0054415034000000004,,Uncharacterized iModulon 9,Uncharacterized
12,Motility,False,0.0053518319,,Fimbrial subunits,Virulence
26,Unc-4,False,0.0049481341,,Uncharacterized iModulon 4,Uncharacterized
42,ABUW_1645 OE,False,-0.0042813237,,iModulon capturing the overexpression of ABUW_1645 in AB5075_VIR-O_AV-T project,Genomic
1,NDH-1,False,0.0042113018,,NADPH dehyrogenase I operon,Energy metabolism
24,Unc-3,False,-0.0039604367,,Uncharacterized iModulon 3,Uncharacterized
23,Amino acid,False,0.0032492958,,Manually annotated iModulon with genes associated with amino acids,Amino acid metabolism
8,R7 mutant,False,-0.0031314955,AbaM,iModulon capturing the loss of the p1AB5075 plasmid,Plasmid
0,Fur-1,False,0.0030530823,Fur,Iron homeostasis,Inorganic ions
17,adeB KO,False,0.0029717750000000003,AdeR,Effect of adeB knockout,Genomic
31,Type IV Pili,False,-0.0027532874000000002,,Manually annotated iModulon with genes associated with type IV pili ,Virulence
35,KpdD-KpdE,False,0.0018092604000000002,KpdE,Two-component system regulating pottassium homeostasis,Inorganic ions
16,HGT,False,-0.0016889215,AbaM,Manually annotated iModulon capturing genomic transposase genes and plasmid encoded genes associated with conjugation.,Plasmid
11,Acetoin/butanediol,False,0.0016418264,,Acetoin and butanediol catabolic pathways ,Energy metabolism
22,Translation,False,-0.0015436723000000002,,Translational machinery,Functional
43,AMR,False,-0.0014282716,,Antimicrobial resistance island on p1AB5075 plasmid,Plasmid
18,Tyrosine,False,-0.0014151713000000001,,Tyrosine transport and metabolism,Amino acid metabolism
44,Unc-12,False,-0.0008865483,,Uncharacterized iModulon 12,Uncharacterized
5,Pnt,False,0.0008040627,,Pnt operon encoding subunits of NADP transhydrogenase,Energy metabolism
30,Unc-7,False,-0.0007610639000000001,,Uncharacterized iModulon 7,Uncharacterized
27,Unc-5,False,-1.6382e-05,,Uncharacterized iModulon 5,Uncharacterized
