k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
0,GalRS-1,Crp and GalS and GalR,,Carbon Metabolism,5.0,0.001382221874,1.0,0.5555555556,0
1,SG_yiaAB,,,Unknown,,0.001212527203,,,26
2,SG_ydfV,,,Unknown,,0.000283746442,,,26
3,SG_yniD,,,Unknown,,0.000458599008,,,26
4,SG_ypjK,,,Unknown,,0.000480428124,,,26
5,Fe/Protease,,,Metal Homeostasis,,0.001183246091,,,9
6,CysB+Cbl,Cbl and CysB,,Amino Acid Metabolism,13.0,0.0014425194890000002,0.6923076923,1.0,2
7,Envelope Stress,,,Membrane Homeostasis,,0.006700814118000001,,,11
8,PyrR,PyrR,,Carbon Metabolism,1.0,0.001500411004,1.0,1.0,0
9,SG_ygcO,,,Unknown,,0.000558088673,,,26
10,mdtIJ,ppGpp and H-NS,,Membrane Homeostasis,2.0,0.001776583864,1.0,0.0714285714,11
11,PyrDehyd,Fur and ArcA and PdhR and Fis and Fnr,,Energy Metabolism,6.0,0.002029820956,0.5,0.375,4
12,Citrate,Crp and Fnr and ArcA and NarL and DpiA,,Energy Metabolism,7.0,0.001327835277,0.8571428571,0.75,4
13,flhDC,Crp and H-NS and QseB and AcrR and Fur and FliZ and HdfR and IHF and LrhA and OmpR and RcsAB and YjjQ,,Motility,2.0,0.001159071548,1.0,1.0,13
14,Hydrogenase 1,RpoS and AppY and YdeO and ArcA,,Redox Stress,14.0,0.0029503937280000005,0.6428571429000001,1.0,18
15,Uracil,Fis and ArgR and PurR and PepA and RutR and IHF,,Nucleotide Metabolism,4.0,0.002109788281,0.5,1.0,3
16,Cytochrome bd-I,,,Energy Metabolism,,0.002816639091,,,4
17,ZraR,ZraR,,Metal Homeostasis,1.0,0.000608597048,1.0,0.33333333330000003,9
18,SG_aaaD,,,Unknown,,0.000407723959,,,26
19,SG_ynfO,,,Unknown,,0.000516031654,,,26
20,SG_yfaH,,,Unknown,,0.000417069024,,,26
21,CP4-6,FliA,,Prophage,7.0,0.001411635057,0.8571428571,0.0821917808,23
22,CpxR,CpxR,,Membrane Homeostasis,48.0,0.0021393553140000004,0.39583333330000003,0.387755102,11
23,Histidine,His-tRNA and DksA,,Amino Acid Metabolism,9.0,0.002781804768,0.8888888889000001,1.0,2
24,PhoP,PhoP,,Metal Homeostasis,39.0,0.0015448947500000003,0.2820512821,0.55,9
25,SG_pyrL,,,Unknown,,0.001453445398,,,26
26,GcvA,GcvA,,Amino Acid Metabolism,5.0,0.0017437586660000001,0.6000000000000001,0.75,2
27,ECA,,,Extracellular Structures,,0.004757175356,,,12
28,FliA-1,FliA,,Motility,32.0,0.018655367654,0.9375,0.4109589041,13
29,NikR+Fnr+NarL,NikR and Fnr and NarL and RpoN,,Metal Homeostasis,6.0,0.002531232758,1.0,1.0,9
30,GlcC,IHF and ArcA and PdhR and GlcC,,Carbon Metabolism,6.0,0.0019452828290000002,1.0,1.0,0
31,PurR,PurR,,Nucleotide Metabolism,35.0,0.008878634046,0.3428571429,0.7058823529,3
32,SG_ykgV,,,Unknown,,0.000486136177,,,26
33,Translation,DksA,,Translation,62.0,0.014372514170000001,0.8064516129,0.44642857140000003,14
34,PspF,PspF,,Phage Shock,7.0,0.00171309667,0.8571428571,0.8571428571,22
35,Fur-2,Fur,,Metal Homeostasis,42.0,0.007796422024000001,0.5238095238,0.328358209,9
36,Fnr+NarL+DcuR,Fnr and NarL and DcuR,,Nitrogen Metabolism,15.0,0.008144406534,0.4,0.75,6
37,SG_yahM,,,Unknown,,0.000736453125,,,26
38,ubiC,,,Energy Metabolism,,0.000676831859,,,4
39,SG_yegZ,,,Unknown,,0.00041150931,,,26
40,SG_ybfQ,,,Unknown,,0.000506424794,,,26
41,NadR,NadR,,Cofactor Metabolism,3.0,0.000690730231,1.0,0.75,8
42,CueR/CusR/HprR,CusR or CueR or HprR,,Metal Homeostasis,11.0,0.004415579207,0.7272727273,0.8888888889000001,9
43,SG_yjbE,,,Unknown,,0.0007137830800000001,,,26
