ica_id,creator,creator-email,project_id,harvest-date,COM,taxonomy-id,strain,OD600 growth-stage,sample-time,antibody,Temperature (degrees C),base-media,isolate-type,carbon-source,nitrogen-source,phosphorous-source,Sulfur-source,electron-acceptor,antibiotic,biological-replicate-number,technical-replicate-number,experiment-details,notes,accession,study,library_ID,mapped reads,mean phred scores,percent aligned,total reads,condition_id,biosample
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-06-29,1,867914.0,USA300 LAC,0.4168,0hr,,37.0,CA-MHB,,,,,,,PreCulture,1.0,1,20170725_COM_MRSA_without-priming_SOP,THIS IS THE PRECULTURE,SRR8195172,,,7147236.0,38.7,99.12,7210562.0,PreCulture,
USA300_LAC_U01-Set001_CAMHB_Control_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-06-29,1,867914.0,USA300 LAC,0.5405,2.25hr,,37.0,CA-MHB,,,,,,,None,1.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR8195174,,,5938234.0,38.5,98.56,6025146.0,None,
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-06-29,1,867914.0,USA300 LAC,0.5789,2.25hr,,37.0,CA-MHB,,,,,,,Nafcillin 0.15,1.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR8195182,,,5256648.0,38.5,95.51,5503694.0,Nafcillin 0.15,
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-06-29,1,867914.0,USA300 LAC,0.4916,2.25hr,,37.0,CA-MHB,,,,,,,Nafcillin 0.5 ,1.0,1,20170725_COM_MRSA_without-priming_SOP,,SRR8195177,,,7011074.0,38.6,99.14,7071584.0,Nafcillin 0.5 ,
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-06-29,1,867914.0,USA300 LAC,0.4272,2.25hr,,37.0,CA-MHB,,,,,,,Nafcillin 1,1.0,1,20170725_COM_MRSA_without-priming_SOP,,SRR8195194,,,6606497.0,38.5,98.95,6676750.0,Nafcillin 1,
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-07-06,2,867914.0,USA300 LAC,0.3917,0hr,,37.0,CA-MHB,,,,,,,PreCulture,2.0,1,20170725_COM_MRSA_without-priming_SOP,THIS IS THE PRECULTURE,SRR7146299,SRP145347,Lac CAMHB Preculture,11633246.0,39.7,99.49,11692898.0,PreCulture,
USA300_LAC_U01-Set001_CAMHB_Control_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-07-06,2,867914.0,USA300 LAC,0.5747,2hr,,37.0,CA-MHB,,,,,,,None,2.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR7146313,SRP145347,LAC CAMHB 1b,10036884.0,39.6,98.98,10140778.0,None,
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-07-06,2,867914.0,USA300 LAC,0.5263,2hr,,37.0,CA-MHB,,,,,,,Nafcillin 0.15,2.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR7146318,SRP145347,Lac CAMHB 0.15ug/mL Naf 1b,10618013.0,39.6,96.85,10963088.0,Nafcillin 0.15,
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-07-06,2,867914.0,USA300 LAC,0.5036,2hr,,37.0,CA-MHB,,,,,,,Nafcillin 0.5 ,2.0,1,20170725_COM_MRSA_without-priming_SOP,,SRR7146320,SRP145347,Lac CAMHB 0.5ug/mL Naf 1a,12646427.0,39.7,99.52,12706870.0,Nafcillin 0.5 ,
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-07-06,2,867914.0,USA300 LAC,0.4302,2hr,,37.0,CA-MHB,,,,,,,Nafcillin 1,2.0,1,20170725_COM_MRSA_without-priming_SOP,,SRR7146311,SRP145347,Lac CAMHB 1.0ug/mL  Naf 1a,12040492.0,39.6,99.36,12118516.0,Nafcillin 1,
USA300_TCH1516_U01-Set000_CAMHB_Control_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-08-03,1,,USA300 TCH1516,0.7946,2.5hr,,37.0,CA-MHB,,,,,,,None,1.0,3,20170725_COM_MRSA_without-priming_SOP,,SRR6391835,SRP127172,S.aureus TCH1516 MHB Rep 3,14410782.0,38.4,97.15,14833886.0,None,
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-08-03,1,,USA300 TCH1516,0.6237,2.5hr,,37.0,CA-MHB,,,,,,,Nafcillin 0.0625,1.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR6391842,SRP127172,S.aureus TCH1516 MHB 0.063 ug/mL Nafcillin Rep 2,16102147.0,38.5,98.62,16327102.0,Nafcillin 0.0625,
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-08-03,1,,USA300 TCH1516,0.6357,2.5hr,,37.0,CA-MHB,,,,,,,Nafcillin 0.5,1.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR6391833,SRP127172,S.aureus TCH1516 MHB 0.5 ug/mL Nafcillin Rep 2,17623426.0,38.6,97.39,18096282.0,Nafcillin 0.5,
USA300_LAC_U01-Set001_R10LB_PreCulture_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-11-15,2,,USA300 LAC,0.3665,0hr,,37.0,RPMI+10%LB,,,,,,,PreCulture,2.0,1,20170725_COM_MRSA_without-priming_SOP,THIS IS THE PRECULTURE,SRR8195163,,,14034961.0,39.0,99.57,14096020.0,PreCulture,
USA300_LAC_U01-Set001_R10LB_PreCulture_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-11-15,2,,USA300 LAC,0.373,0hr,,37.0,RPMI+10%LB,,,,,,,PreCulture,3.0,1,20170725_COM_MRSA_without-priming_SOP,THIS IS THE PRECULTURE,SRR8195164,,,14465279.0,38.9,99.52,14535154.0,PreCulture,
USA300_LAC_U01-Set001_R10LB_Control_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-11-15,2,,USA300 LAC,0.3504,2hr,,37.0,RPMI+10%LB,,,,,,,None,2.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR8195168,,,16573316.0,38.9,99.58,16643558.0,None,
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-11-15,2,,USA300 LAC,0.3259,2hr,,37.0,RPMI+10%LB,,,,,,,Nafcillin 0.1,2.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR8195183,,,15453645.0,38.9,99.58,15518390.0,Nafcillin 0.1,
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-11-15,2,,USA300 LAC,0.287,2hr,,37.0,RPMI+10%LB,,,,,,,Nafcillin 0.15,2.0,1,20170725_COM_MRSA_without-priming_SOP,,SRR8195170,,,15659812.0,38.9,98.24,15940960.0,Nafcillin 0.15,
USA300_LAC_U01-Set001_R10LB_Control_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-11-15,2,,USA300 LAC,0.3701,2hr,,37.0,RPMI+10%LB,,,,,,,None,3.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR8195187,,,13699574.0,38.7,99.63,13750778.0,None,
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-11-15,2,,USA300 LAC,0.3367,2hr,,37.0,RPMI+10%LB,,,,,,,Nafcillin 0.1,3.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR8195189,,,13380855.0,38.8,93.27,14346280.0,Nafcillin 0.1,
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set001,2017-11-15,2,,USA300 LAC,0.28800000000000003,2hr,,37.0,RPMI+10%LB,,,,,,,Nafcillin 0.15,3.0,1,20170725_COM_MRSA_without-priming_SOP,,SRR8195181,,,13184121.0,38.9,87.84,15009826.0,Nafcillin 0.15,
USA300_TCH1516_U01-Set000_R10LB_Control_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-11-22,2,,USA300 TCH1516,0.4387,2.5hr,,37.0,RPMI+10%LB,,,,,,,None,2.0,1,20170725_COM_MRSA_without-priming_SOP,,SRR6802187,SRP127172,S.aureus TCH1516 RPMI + 10% LB Rep Biological Replicate = 3a,10624732.0,38.9,96.39,11022938.0,None,
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-11-22,2,,USA300 TCH1516,0.3358,2.5hr,,37.0,RPMI+10%LB,,,,,,,Nafcillin 0.031,2.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR6802189,SRP127172,S.aureus TCH1516 RPMI + 10% LB 0.031 ug/mL Nafcillin Biological Replicate =  4a,13906618.0,39.0,98.33,14142188.0,Nafcillin 0.031,
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-11-22,2,,USA300 TCH1516,0.29100000000000004,2.5hr,,37.0,RPMI+10%LB,,,,,,,Nafcillin 0.0625,2.0,1,20170725_COM_MRSA_without-priming_SOP,,SRR6802183,SRP127172,S.aureus TCH1516 RPMI + 10% LB 0.063 ug/mL Nafcillin Biological Replicate = 3a,12560000.0,38.8,97.15,12927894.0,Nafcillin 0.0625,
USA300_TCH1516_U01-Set000_R10LB_Control_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-11-22,2,,USA300 TCH1516,0.3575,2.5hr,,37.0,RPMI+10%LB,,,,,,,None,3.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR6802182,SRP127172,S.aureus TCH1516 RPMI + 10% LB Biological Replicate = 4b,14335589.0,38.9,98.13,14609358.0,None,
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-11-22,2,,USA300 TCH1516,0.3627,2.5hr,,37.0,RPMI+10%LB,,,,,,,Nafcillin 0.031,3.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR6802190,SRP127172,S.aureus TCH1516 RPMI + 10% LB 0.031 ug/mL Nafcillin Biological Replicate = 4b,10755565.0,38.8,97.06,11081704.0,Nafcillin 0.031,
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-11-22,2,,USA300 TCH1516,0.3308,2.5hr,,37.0,RPMI+10%LB,,,,,,,Nafcillin 0.0625,3.0,1,20170725_COM_MRSA_without-priming_SOP,,SRR6802184,SRP127172,S.aureus TCH1516 RPMI + 10% LB 0.063 ug/mL Nafcillin Biological Replicate = 3b,11314433.0,38.9,96.84,11683416.0,Nafcillin 0.0625,
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-12-07,2,,USA300 TCH1516,0.3634,0hr,,37.0,CA-MHB,,,,,,,PreCulture,2.0,,20170725_COM_MRSA_without-priming_SOP,THIS IS THE PRECULTURE,SRR7203895,SRP127172,S.aureus TCH1516 CAMHB Preculture  Replicate 3a,22844397.0,39.0,99.47,22965040.0,PreCulture,
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-12-07,2,,USA300 TCH1516,0.3686,0hr,,37.0,CA-MHB,,,,,,,PreCulture,3.0,,20170725_COM_MRSA_without-priming_SOP,THIS IS THE PRECULTURE,SRR7203896,SRP127172,S.aureus TCH1516 CAMHB Preculture Replicate 4a,20973175.0,39.0,99.65,21045900.0,PreCulture,
USA300_TCH1516_U01-Set000_CAMHB_Control_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-12-07,2,,USA300 TCH1516,0.8425,2.5hr,,37.0,CA-MHB,,,,,,,None,2.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR7203886,SRP127172,S.aureus TCH1516 CAMHB   Replicate 2b,19996496.0,39.0,97.28,20556530.0,None,
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-12-07,2,,USA300 TCH1516,0.7385,2.5hr,,37.0,CA-MHB,,,,,,,Nafcillin 0.0625,2.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR7203884,SRP127172,S.aureus TCH1516 CAMHB + 0.0625ug/mL Nafcillin   Replicate 2b,18764783.0,39.0,98.0,19148208.0,Nafcillin 0.0625,
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-12-07,2,,USA300 TCH1516,0.6509999999999999,2.5hr,,37.0,CA-MHB,,,,,,,Nafcillin 0.5,2.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR7203890,SRP127172,S.aureus TCH1516 CAMHB + 0.5ug/mL Nafcillin   Replicate 2b,20608349.0,38.8,97.84,21062460.0,Nafcillin 0.5,
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-12-07,2,,USA300 TCH1516,0.5626,2.5hr,,37.0,CA-MHB,,,,,,,Nafcillin 1,2.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR7203888,SRP127172,S.aureus TCH1516 CAMHB + 1.0ug/mL Nafcillin   Replicate 2b,21003917.0,38.9,99.23,21167822.0,Nafcillin 1,
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set000,2017-12-07,2,,USA300 TCH1516,0.6047,2.5hr,,37.0,CA-MHB,,,,,,,Nafcillin 1,3.0,2,20170725_COM_MRSA_without-priming_SOP,,SRR7203892,SRP127172,S.aureus TCH1516 CAMHB + 1.0ug/mL Nafcillin   Replicate 3a,25072599.0,39.1,99.48,25203024.0,Nafcillin 1,
USA300_LAC_U01-Set004_CAMHB_Control_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-27 00:00:00,1,,USA300 LAC,0.6683,2hr,,37.0,CA-MHB,,,,,,,Vancomycin 0,1.0,1,20170725_COM_MRSA_without-priming_SOP,,,,,10545486.0,38.8,99.54,10594548.0,Vancomycin 0,
