,A,CbrB
R2,,0.0122917144278899
xmin,,-1.788203844
xmid,,
xmax,,1.6395575180000002
ystart,,-3.585622869918045
yend,,0.5083455528327336
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-1.0327970113,0.020270765
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,1.0327970113,-0.020270765
AB569_EDTA_NaNO2:NaNO2:1,1.9282824816000002,0.635319048
AB569_EDTA_NaNO2:NaNO2:2,-0.6421322879,0.525383583
AB569_EDTA_NaNO2:EDTA:1,-2.2315891756,0.628223638
AB569_EDTA_NaNO2:EDTA:2,-1.6869267281,0.785175465
AB569_EDTA_NaNO2:EDTA:3,-1.9479588976,0.7480647850000001
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-2.7318675694,0.779577218
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-3.0120769373,1.034117081
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.0118451968,-0.085187919
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.0118451968,0.085187919
Anthranilate_metabolism_GntR_AntP:antP:1,-2.1427279734,-0.396667252
Anthranilate_metabolism_GntR_AntP:antP:2,-2.5649823589,-0.238557192
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.2478267376,0.039703363000000005
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.2478267376,-0.039703363000000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.1401374567,-0.400054781
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.7874049669000001,-0.183086833
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.6734614689,-1.00725346
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-2.5376116355000002,-0.852037979
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,8.9462256291,-0.376722102
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,8.190815974,0.00768657
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,8.7357409917,0.010088688
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,9.4241459232,-0.24180694800000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-2.1638156168,-0.851241896
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-1.7196751522,-0.43732558600000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.9105897335,-0.14291916200000002
Catabolise_Nucleic_Acids:L_asp:1,0.0464553733,-0.603098032
Catabolise_Nucleic_Acids:L_asp:2,1.7469417758999999,-0.618821755
Catabolise_Nucleic_Acids:DNA_1:1,0.42547204120000004,-0.110743953
Catabolise_Nucleic_Acids:DNA_1:2,-0.7454078237,0.15196593900000002
Catabolise_Nucleic_Acids:DNA_1:3,0.3199357825,-0.041221986
Catabolite_repression:del_hfq_crc_wt:1,1.0242886091,-0.03490932
Catabolite_repression:del_hfq_crc_wt:2,-1.0242886091,0.03490932
Catabolite_repression:delHfq:1,-0.5214970956,-0.184896484
Catabolite_repression:delHfq:2,-0.616684778,-0.17350008
Catabolite_repression:deldcrc:1,-2.0398377085,-0.011608568000000001
Catabolite_repression:deldcrc:2,-1.7698079117,-0.09714567
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.016689612,0.027336012000000003
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.2322119755,0.08037627500000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.24890158750000002,-0.107712287
Diallyl_disulphide_treatment:PAO1_DDS:1,11.4616377633,-0.45136473
Diallyl_disulphide_treatment:PAO1_DDS:2,11.7969036799,-0.49464023300000004
Diallyl_disulphide_treatment:PAO1_DDS:3,11.8746381659,-0.30200858
Dispersed_cells:PAO1_dispersed_wt:1,-0.3719910125,0.17614905
Dispersed_cells:PAO1_dispersed_wt:2,0.3719910125,-0.17614905
Dispersed_cells:PyhjH_dispersed:1,9.315598788500001,0.773090735
Dispersed_cells:PyhjH_dispersed:2,8.9239792775,1.144545145
Dispersed_cells:PA01_Planktonic:1,6.4829756073,1.557653379
Dispersed_cells:PA01_Planktonic:2,6.1756687871,1.5795323510000001
Dispersed_cells:PAO1_Biofilm:1,5.4777875928,0.53326562
Dispersed_cells:PAO1_Biofilm:2,5.9277865363,0.501632117
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,5.4794922401,-0.075173867
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,6.8137631095,0.065313195
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,6.4494731343,-0.07871255
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.6567725381,-0.048410995000000005
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.042848732300000004,-0.053765999
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.6139238058,0.102176995
Farnesol_treatment:RNA of 0-1F_L:1,-0.6333469649,-0.162521575
Farnesol_treatment:RNA of 0-1F_L:2,0.4285877864,-0.07921162500000001
Farnesol_treatment:RNA of 0-1F_L:3,0.2047591785,0.24173319999999998
Farnesol_treatment:RNA of 6-F_L1:1,6.6348551089,0.071622427
Farnesol_treatment:RNA of 6-F_L1:2,6.7017026264,-0.188184812
Farnesol_treatment:RNA of 6-F_L1:3,6.1207477715,-0.031469045
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.08519831750000001,-0.012502002000000002
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.08519831750000001,0.012502002000000002
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.2469233925,0.01657319
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.5329440205,-0.156347322
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,1.4763919613,0.068221296
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,0.7582830319,0.200665011
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,0.7639777712,0.312293439
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.39210077520000003,-0.19115325900000002
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-1.8425742180000002,-0.077733048
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,0.6096084754000001,0.202314964
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.045409934900000004,-0.045014240000000004
HapZ_SagS_mutant:delHapZp:1,0.643890751,0.34370257600000004
HapZ_SagS_mutant:delHapZp:2,-0.0073341087000000004,0.29333943700000004
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.5567290858,0.14763378600000002
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-0.5113191509,-0.102619546
HapZ_SagS_mutants:delHApZ:1,-1.1692077591,-0.56818084
HapZ_SagS_mutants:delHApZ:2,-1.3277958152,-0.213100807
HapZ_SagS_mutants:delHApZ:3,-1.1809464511,-0.408889369
HapZ_SagS_mutants:delSagS:1,0.3566300278,-0.291065835
HapZ_SagS_mutants:delSagS:2,0.1376357071,-0.37522269
HapZ_SagS_mutants:delSagS:3,-0.09379637410000001,-0.41248736900000005
HapZ_SagS_mutants:delHapZp:3,0.1873940829,0.35539649
Lung_infection_transcriptome:PA01_LS1:1,-4.0145016507,-0.527926259
Lung_infection_transcriptome:PA01_LS1:2,-4.6854299982,-0.571556666
Lung_infection_transcriptome:PA01_CS1:1,0.1002794283,-0.120542095
Lung_infection_transcriptome:PA01_CS1:2,-0.1002794283,0.120542095
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-0.2856692454,-0.443907465
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,0.2856692454,0.443907465
Metabolic_fitness_plasmid:PAO1_pAKD1:1,0.1888185903,-0.35299897700000005
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-0.2196569924,0.051021409000000004
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,8.2431794672,-0.09654812400000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,10.7692003776,0.49768554400000004
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-2.6049048538,-0.09986465300000001
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-2.9058846494,0.140957525
Metabolic_fitness_plasmid:PAO1_pBS228:1,2.3636316215,0.009134098
Metabolic_fitness_plasmid:PAO1_pBS228:2,3.4199932536,0.39243513100000005
Metabolic_fitness_plasmid:PAO1_RmS149:1,-2.5803513584,-0.024965259
Metabolic_fitness_plasmid:PAO1_RmS149:2,-2.1366163462,0.162139569
Mucin_glycans:ABTGC:1,0.4919106923,0.279792449
Mucin_glycans:ABTGC:2,-0.1725263802,0.20101116900000002
Mucin_glycans:ABTGC:3,1.3996715679,-0.128706758
