k,name,in_iM,gene_weight,regulator,function,category
90,RoxR,False,-0.031125436000000003,RoxR,Cytochrome oxidases,Energy Metabolism
70,PhnR-2,False,-0.0233235509,PhnF/PhnR,Phosphate transport,Metal Homeostasis
68,Iron acquisition,False,-0.0231287414,,Pyoverdine synthesis,Metal Homeostasis
33,Uncharacterized-3,False,-0.0211200289,,,Uncharacterized
25,EsrC,False,0.0203710444,NfxB/EsrC,RND efflux pump,Defense Mechanisms
51,FleN,False,0.0192889885,FleN,Bacterial chemotaxis,Structural Components
65,HypR,False,0.0169024399,HypR/NorR,Redox-sensing,Amino Acid and Nucleotide Biosynthesis
63,Uncharacterized-11,False,-0.0151084119,,,Uncharacterized
102,AcoR,False,0.014772133000000002,AcoR,"2,3-butanediol and acetoin catabolism",Carbon Source Utilization
99,Uncharacterized-15,False,-0.0138129273,,,Uncharacterized
39,RiPP,False,0.0138011157,,RiPP like gene cluster (Hypochlorite sensing),Biosynthetic Gene Cluster
76,SouR,False,-0.0136724755,SouR/DguR,Sarcosine Catabolism,Amino Acid and Nucleotide Biosynthesis
78,MexS,False,0.013671437500000001,GlcC/MexS,RND efflux pump,Stress Response
62,Uncharacterized-10,False,-0.012234310600000001,,,Uncharacterized
44,ArgR-2,False,-0.012230352000000002,Anr,"Arginine fermentation, Anaerobic growth",Amino Acid and Nucleotide Biosynthesis
37,HutC,False,-0.012143432800000001,HutC,Histidine utilization,Amino Acid and Nucleotide Biosynthesis
28,PA1226,False,-0.011554177700000001,PA1226,Lipopolysaccharide synthesis,Structural Components
93,PprB,False,-0.011287848000000001,PprB,Flp pilus assembly protein,Structural Components
94,Cell Division,False,0.0111654982,,Cell wall biosynthesis,Structural Components
7,AntR,False,-0.0110211938,AntR,Degradation of anthranilate to tricarboxylic acid cycle intermediates,Miscellaneous Metabolism
29,Singlet-2,False,0.010989776500000001,,,Singlet
30,RpoS-1,False,0.0109139057,AlgU/RpoN,General stress response,Stress Response
75,Translational-2,False,0.0104655576,,,Translational
23,HexR-2,False,-0.0103852908,HexR,Glucose metabolism,Carbon Source Utilization
36,GlpR,False,-0.0101269107,GlpR,Glycerol-3-phosphate metabolism,Carbon Source Utilization
55,RpoH,False,-0.010042559000000001,,Heat Shock Response,Stress Response
53,Uncharacterized-6,False,0.009587265000000001,,,Uncharacterized
21,Anr-1,False,0.0092722318,NrdR/Anr,Molybdenum cofactor biosynthesis,Metal Homeostasis
