,A,pspF
R2,,0.03523583739673242
xmin,,-3.9454884012
xmid,,0.08263848621816701
xmax,,2.8107732787
ystart,,1.6671917492255626
yend,,6.9141054007317475
2AA:WT:1.0,0.0657861705,0.1505251844
2AA:WT:2.0,0.5310256564,-0.086812897
2AA:WT:3.0,-1.1329115928,-0.2792982672
2AA:WT:4.0,0.5360997659,0.21558597980000002
2AA:del_ridA:1.0,-0.1455242804,0.3619440827
2AA:del_ridA:2.0,-0.8200450374,-0.0692513111
2AA:del_ridA:3.0,-0.203530759,0.0227103864
2AA:del_ridA:4.0,-0.3151501514,0.2860195759
GC_MS:WT:1.0,0.0433343613,0.0067687845000000005
GC_MS:WT:2.0,-0.26991949060000003,-0.08651203710000001
GC_MS:WT:3.0,0.22658512930000002,0.07974325260000001
GC_MS:del_slyA:1.0,-1.3347907583,0.056351694800000005
GC_MS:del_slyA:2.0,-0.3275689331,0.4477604059
Rho:WT:1.0,0.2355598552,0.0443519537
Rho:WT:2.0,-0.3361838532,-0.2743210299
Rho:WT:3.0,0.100623998,0.2299690762
Rho:rho_Y80C:1.0,-4.6469349211,-0.19650748910000002
Rho:rho_Y80C:2.0,-4.3766900763,-0.4783172631
Rho:rho_Y80C:3.0,-4.4442808261,-0.1380076871
Rho:rho_K130Q:1.0,-1.2833508412999999,-0.3210725688
Rho:rho_K130Q:2.0,-1.3480878688,-0.1100941537
Rho:rho_K130Q:3.0,-1.9900371135000001,-0.3344248986
flagella:WT:1.0,0.46182689520000003,-0.1809109218
flagella:WT:2.0,-0.46182689520000003,0.1809109218
flagella:del_rfaL:1.0,-0.9424227447,-0.057076339000000004
flagella:del_rfaL:2.0,-1.6184609262,0.31015952960000004
flagella:del_rfaG:1.0,-6.0193652975,-0.0463729933
flagella:del_rfaG:2.0,-6.0724075854,0.0887210778
flagella:del_rfaD:1.0,-5.6063049619,0.45098929940000004
flagella:del_rfaD:2.0,-5.222744641,0.43064985250000004
nusG:WT_OD08:1.0,0.4266844225,0.1770653555
nusG:WT_OD08:2.0,-0.4266844225,-0.1770653555
omv:spi2_ind_lowOD_intracellularRNAs:1.0,1.2659403553,1.3665959118
omv:spi2_ind_lowOD_intracellularRNAs:2.0,7.81000064,0.0190972496
omv:spi2_ind_highOD_intracellularRNAs:1.0,4.5677770142,2.1198161915
omv:spi1_ind_highOD_intracellularRNAs:1.0,8.4920557176,-0.1338150776
omv:spi2_ind_highOD_intracellularRNAs:2.0,2.8965270542,2.1648122079
omv:spi2_ind_highOD_intracellularRNAs:3.0,2.0206499495,1.4717418035
omv:controlPCN_highOD_intracellularRNAs:1.0,4.8979842544,0.44650652560000004
omv:controlPCN_highOD_intracellularRNAs:2.0,2.6026390073,0.4700414979
omv:controlPCN_highOD_intracellularRNAs:3.0,3.1789557692,-0.8010707051
omv:spi1_ind_highOD_intracellularRNAs:2.0,8.0155554659,-0.28485906850000003
omv:spi1_ind_highOD_intracellularRNAs:3.0,8.079003182,0.0348390181
omv:controlPCN_lowOD_intracellularRNAs:1.0,-1.3749192059,-0.0674958817
omv:controlPCN_lowOD_intracellularRNAs:2.0,2.5024855193,0.0013292432
omv:spi2_ind_lowOD_intracellularRNAs:3.0,6.1608970243,0.41328524310000003
omv:controlPCN_lowOD_intracellularRNAs:3.0,-1.1275663134,0.0661666385
sv5015:STM1625:1.0,3.5887273047,-0.1485309229
sv5015:STM1625:2.0,3.8806098068,-0.0475917362
sv5015:STM1625:3.0,3.916604595,0.145950974
sv5015:STM0581:1.0,1.6422024565000002,-0.7150975709
sv5015:STM0581:2.0,1.767705233,-0.8779201013
sv5015:STM0581:3.0,1.5767213415999999,-0.7425845806
sv5015:WT:1.0,0.5396023506000001,-0.2039509243
sv5015:WT:2.0,-0.8302704279,0.0515734344
sv5015:WT:3.0,0.2906680773,0.1523774899
tomato:tomato_root:1.0,-0.9492667305,2.8107732787
tomato:tomato_root:2.0,0.7621002524,2.6617416890000003
tomato:tomato_root:3.0,0.8041932413,2.5769831721000003
tomato:LB:1.0,-0.9289209689000001,-0.2847087464
tomato:LB:2.0,0.9289209689000001,0.2847087464
AcrB_efflux_virulence:AcrB_D408A:1.0,3.8038043073,-0.1221110307
AcrB_efflux_virulence:AcrB_D408A:2.0,2.7906234015,-0.1288795155
AcrB_efflux_virulence:AcrB_D408A:3.0,3.1013872724000002,0.1254767859
AcrB_efflux_virulence:WT:1.0,0.9217397522,0.06364327930000001
AcrB_efflux_virulence:WT:2.0,-0.6217769705,0.0413841155
AcrB_efflux_virulence:WT:3.0,-0.2999627818,-0.1050273948
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-0.11617419520000001,0.2091828892
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,8.1751939885,0.5206952443
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,8.9024360785,0.5020037126
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,0.4829515904,0.08263163970000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,7.6290528885,0.2959531254
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,8.0762773151,1.1280499180999999
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-0.066714085,0.0463602207
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-0.4264132527,0.2306842447
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,0.6584117796,-0.1667006076
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-0.6570020866,0.0600930734
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,8.2213153857,0.5386155418
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,8.7817565224,0.3671414913
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,7.1765319808,0.6504189377
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,5.3377753089,-0.8026252438
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,7.1306259009,0.6288337308
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,6.463494939,0.0340151329
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-1.1958668491,0.46237895030000004
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-1.2300012692,-0.0433254421
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-1.1889475509,0.336212657
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,8.9816642024,-0.014787129900000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-1.0963525835,0.1568206408
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-0.8957299703,0.23495374800000002
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,1.8117655088,-0.0961331731
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.9160355384000001,-0.1388205749
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,7.7526241216,-0.4367478913
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,6.9154114467,-0.23888424100000002
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,6.3584841847,-0.3021046429
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,0.7301618940000001,0.1679087571
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,8.2845851424,0.6737483001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,7.3989955577,-0.36673060700000004
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,5.307284563,-0.6883633903
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,7.6645300169,-0.06421354600000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,8.19642488,-0.018995610200000002
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-0.5677660656,0.3895595891
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,1.6728493502,0.6632748951
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,8.1652434695,0.4660375505
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,8.8960743497,0.3511655462
