,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,5.81633854585,0.019294138046741172,2.0,0.0,5.8299815617,5.0,5.80269553,,
1,U01-Set001__USA300 LAC CA-MHB Control,7.302728071600001,0.02672089746939564,2.0,1.0,7.3216225994,6.0,7.2838335438,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,7.49808881725,0.043817530639443984,2.0,2.0,7.4671051442,7.0,7.5290724903,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,7.6625569132,0.14332758332473494,2.0,3.0,7.5612090071,8.0,7.7639048193,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,7.46538535935,0.09039806073240965,2.0,4.0,7.5293064411,9.0,7.4014642776,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,7.5048230813500005,0.12145224912974387,2.0,10.0,7.4189433724,29.0,7.5907027903,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,7.3857150059,0.31859485044390634,2.0,11.0,7.1604344267,30.0,7.6109955851,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,7.5754597366,0.11248337155886515,2.0,12.0,7.4959219818000005,31.0,7.6549974914,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,7.4695005958,0.07437429904398804,2.0,13.0,7.522091167,14.0,7.4169100246,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,8.4027705735,0.01634915207657999,2.0,15.0,8.4143311698,18.0,8.3912099772,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,8.44131676045,0.006674123732883876,2.0,16.0,8.4365974423,19.0,8.4460360786,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,8.2426870237,0.02787512059624817,2.0,17.0,8.2229763369,20.0,8.2623977105,,
