,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,4.5075127636,0.07730608693678857,2.0,0.0,4.5621764219,5.0,4.4528491053,,
1,U01-Set001__USA300 LAC CA-MHB Control,6.409567414850001,0.39330604620043885,2.0,1.0,6.6876767872,6.0,6.1314580425,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,6.2708412731,0.02322162272640998,2.0,2.0,6.28726144,7.0,6.2544211062,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,6.50657077075,0.33545982935131957,2.0,3.0,6.7437766909,8.0,6.2693648506,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,7.2235505099,0.22499029147060157,2.0,4.0,7.3826426707,9.0,7.0644583491,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,6.8818489891,0.2691581426791458,2.0,10.0,7.072172537,29.0,6.6915254412,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,6.5898008591,0.27285056774063154,2.0,11.0,6.3968663724,30.0,6.7827353458,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,6.6857672747,0.15844356776214122,2.0,12.0,6.7978037959,31.0,6.5737307535,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,5.982427821350001,0.07719326840340351,2.0,13.0,5.9278439378000005,14.0,6.0370117049,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,6.62515141255,0.16060210900458083,2.0,15.0,6.5115885722,18.0,6.7387142529,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,6.61522736765,0.12220191511245532,2.0,16.0,6.7016371705,19.0,6.5288175648,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,6.71636798855,0.0800092116993491,2.0,17.0,6.6597929324,20.0,6.7729430447,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,6.6233718885999995,0.04806340018825798,2.0,21.0,6.5893859324,24.0,6.6573578448,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,7.0430382465,0.2740798126342261,2.0,22.0,7.2368419406,25.0,6.8492345524000005,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,7.11732948195,0.0814255740178094,2.0,23.0,7.0597529064,26.0,7.1749060575,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,4.982991017350001,0.7603107842465533,2.0,27.0,5.5206119287,28.0,4.445370106,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,6.55355708385,0.1553246612423939,2.0,32.0,6.4437259626,33.0,6.6633882051,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,7.440511488049999,0.17197638006800325,2.0,34.0,7.5621171526,38.0,7.3189058235,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,7.478703605,0.11108638820885136,2.0,35.0,7.5572535434,39.0,7.4001536666,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,7.361180674,0.3865437758090046,2.0,36.0,7.0878529489,40.0,7.6345083991,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,7.4279634238500005,0.3788376969041236,2.0,37.0,7.6958421283,41.0,7.1600847194,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,7.48367998955,0.21364042556133525,2.0,42.0,7.6347465832,45.0,7.3326133959,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,7.89588876,0.0743516531007921,2.0,43.0,7.8433142019,46.0,7.9484633181,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,7.90537562435,0.09425234197042337,2.0,44.0,7.9720220945,47.0,7.8387291542,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,5.5544166002,0.5680801953644761,2.0,48.0,5.9561099586,52.0,5.1527232418,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,4.340395492800001,0.33720366745725716,2.0,49.0,4.1019564929,53.0,4.5788344927,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,5.60133366035,0.04676722926416903,2.0,50.0,5.5682642354,54.0,5.6344030853,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,5.53632310355,0.09430480745511043,2.0,51.0,5.6030066724,55.0,5.4696395347,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,7.142090425499999,0.15864775417901797,2.0,56.0,7.0299095227,57.0,7.2542713283,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,6.989257170449999,0.11487282856161808,2.0,58.0,7.0704845265,59.0,6.9080298144,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,6.69781906195,0.11656653399885127,2.0,60.0,6.6153940753,61.0,6.7802440486,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,7.45663981375,0.12477211108335286,2.0,62.0,7.5448670196,63.0,7.3684126079,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,5.59189336615,0.4691760201949984,2.0,64.0,5.9236509116,65.0,5.2601358207,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,5.1937386493,0.6247432950066075,2.0,66.0,4.7519784289,67.0,5.6354988697,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,6.6110126003000005,0.2782640926874246,2.0,68.0,6.8077750272,69.0,6.4142501734,,
