,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,-9.25185853854297e-18,0.2048341920114343,3.0,0.0,0.1483357038,6.0,0.0853766104,12.0,-0.23371231420000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.16024246583333332,0.08048704819926668,3.0,1.0,0.0679213949,7.0,0.2156647411,13.0,0.1971412615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.0704028517,0.127442828246107,3.0,2.0,0.07952506370000001,8.0,-0.061355987800000004,14.0,0.1930394792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.23383243920000005,0.08707218157612379,3.0,3.0,-0.23018290190000001,9.0,-0.1486424076,15.0,-0.3226720081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.4712209994,0.07269307155599364,3.0,4.0,-0.4132784624,10.0,-0.44759683600000005,16.0,-0.5527876998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.21587805870000001,0.024754783179451203,3.0,5.0,-0.2191057234,11.0,-0.18966776470000002,17.0,-0.23886068800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,1.04926278205,0.20802212206644635,2.0,18.0,0.9021689289,71.0,1.1963566352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-0.14664303496666667,0.07767915814412274,3.0,19.0,-0.0895887814,70.0,-0.1152313536,205.0,-0.23510896990000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,0.9519524234875001,0.2985046487431506,8.0,20.0,1.3698889753,32.0,0.754124313,55.0,0.9098751718,67.0,1.0022121839,126.0,1.0190733959,147.0,0.9429902504000001,203.0,0.3844520245,210.0,1.2330030731,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.2649626433,0.24599422492074624,3.0,21.0,0.2230729903,34.0,0.0426029252,61.0,0.5292120144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,0.18811264700000002,0.3696008638799919,8.0,22.0,-0.3590181763,104.0,0.8845698863,111.0,-0.041971200300000004,133.0,0.3256611133,165.0,-0.0184731059,238.0,0.0569302811,265.0,0.3460663182,270.0,0.3111360596,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-1.8592231476428576,0.3713507276731525,7.0,23.0,-2.2419088755,56.0,-2.0963305813,82.0,-1.9608144743,118.0,-1.3038041328,134.0,-1.4999279944000001,137.0,-1.6746873413999999,227.0,-2.2370886338,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,0.541651414525,0.09577667125672508,4.0,24.0,0.5714844815,101.0,0.42253672480000004,139.0,0.521270741,149.0,0.6513137108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,0.49389784562500005,0.2241764043888547,4.0,25.0,0.42282235100000004,123.0,0.6276993196,155.0,0.7133767845,191.0,0.2116929274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,0.11516036156666669,0.19263705578960313,3.0,26.0,0.33727045180000004,59.0,-0.0063525096,159.0,0.014563142500000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-0.31229571466,0.2601844650092671,5.0,27.0,-0.18354240630000002,76.0,-0.054524002200000005,146.0,-0.550399808,162.0,-0.6315084315,262.0,-0.1415039253,,,,,,,,,,,,,,,,,,,,,,,,,,
